pull_timestamp_utc,pull_date,state,endpoint,params,http_status,records_returned,records_reported,requested_limit,served_limit,quota_monthly_limit,quota_monthly_remaining,duration_seconds,stage,notes
2026-08-27T15:52:05Z,2026-08-27,NA,/api/v1/documents,page=5;limit=100,200,100,3092,100,100,2000,1971,0.192,stage1_retrieval,
2026-08-27T15:52:05Z,2026-08-27,NA,/api/v1/documents,page=6;limit=100,200,100,3092,100,100,2000,1970,0.287,stage1_retrieval,
2026-08-27T15:52:05Z,2026-08-27,NA,/api/v1/documents,page=7;limit=100,200,100,3092,100,100,2000,1969,0.197,stage1_retrieval,
2026-08-27T15:52:05Z,2026-08-27,NA,/api/v1/documents,page=8;limit=100,200,100,3092,100,100,2000,1968,0.191,stage1_retrieval,
2026-08-27T15:52:06Z,2026-08-27,NA,/api/v1/documents,page=9;limit=100,200,100,3092,100,100,2000,1967,0.165,stage1_retrieval,
2026-08-27T15:52:06Z,2026-08-27,NA,/api/v1/documents,page=10;limit=100,200,100,3092,100,100,2000,1966,0.176,stage1_retrieval,
2026-08-27T15:52:06Z,2026-08-27,NA,/api/v1/documents,page=11;limit=100,200,100,3092,100,100,2000,1965,0.157,stage1_retrieval,
2026-08-27T15:52:06Z,2026-08-27,NA,/api/v1/documents,page=12;limit=100,200,100,3092,100,100,2000,1964,0.186,stage1_retrieval,
2026-08-27T15:52:06Z,2026-08-27,NA,/api/v1/documents,page=13;limit=100,200,100,3092,100,100,2000,1963,0.187,stage1_retrieval,
2026-08-27T15:52:07Z,2026-08-27,NA,/api/v1/documents,page=14;limit=100,200,100,3092,100,100,2000,1962,0.197,stage1_retrieval,
2026-08-27T15:52:07Z,2026-08-27,NA,/api/v1/documents,page=15;limit=100,200,100,3092,100,100,2000,1961,0.201,stage1_retrieval,
2026-08-27T15:52:07Z,2026-08-27,NA,/api/v1/documents,page=16;limit=100,200,100,3092,100,100,2000,1960,0.168,stage1_retrieval,
2026-08-27T15:52:07Z,2026-08-27,NA,/api/v1/documents,page=17;limit=100,200,100,3092,100,100,2000,1959,0.198,stage1_retrieval,
2026-08-27T15:52:08Z,2026-08-27,NA,/api/v1/documents,page=18;limit=100,200,100,3092,100,100,2000,1958,0.166,stage1_retrieval,
2026-08-27T15:52:08Z,2026-08-27,NA,/api/v1/documents,page=19;limit=100,200,100,3092,100,100,2000,1957,0.158,stage1_retrieval,
2026-08-27T15:52:08Z,2026-08-27,NA,/api/v1/documents,page=20;limit=100,200,100,3092,100,100,2000,1956,0.176,stage1_retrieval,
2026-08-27T15:52:08Z,2026-08-27,NA,/api/v1/documents,page=21;limit=100,200,100,3092,100,100,2000,1955,0.16,stage1_retrieval,
2026-08-27T15:52:08Z,2026-08-27,NA,/api/v1/documents,page=22;limit=100,200,100,3092,100,100,2000,1954,0.159,stage1_retrieval,
2026-08-27T15:52:08Z,2026-08-27,NA,/api/v1/documents,page=23;limit=100,200,100,3092,100,100,2000,1953,0.163,stage1_retrieval,
2026-08-27T15:52:09Z,2026-08-27,NA,/api/v1/documents,page=24;limit=100,200,100,3092,100,100,2000,1952,0.161,stage1_retrieval,
2026-08-27T15:52:09Z,2026-08-27,NA,/api/v1/documents,page=25;limit=100,200,100,3092,100,100,2000,1951,0.168,stage1_retrieval,
2026-08-27T15:52:09Z,2026-08-27,NA,/api/v1/documents,page=26;limit=100,200,100,3092,100,100,2000,1950,0.156,stage1_retrieval,
2026-08-27T15:52:09Z,2026-08-27,NA,/api/v1/documents,page=27;limit=100,200,100,3092,100,100,2000,1949,0.159,stage1_retrieval,
2026-08-27T15:52:09Z,2026-08-27,NA,/api/v1/documents,page=28;limit=100,200,100,3092,100,100,2000,1948,0.16,stage1_retrieval,
2026-08-27T15:52:10Z,2026-08-27,NA,/api/v1/documents,page=29;limit=100,200,100,3092,100,100,2000,1947,0.169,stage1_retrieval,
2026-08-27T15:52:10Z,2026-08-27,NA,/api/v1/documents,page=30;limit=100,200,100,3092,100,100,2000,1946,0.165,stage1_retrieval,
2026-08-27T15:52:10Z,2026-08-27,NA,/api/v1/documents,page=31;limit=100,200,92,3092,100,100,2000,1945,0.147,stage1_retrieval,
2026-08-27T15:52:12Z,2026-08-27,NA,/api/v1/opportunities,page=1;limit=100,200,100,631,100,100,2000,1944,0.997,stage1_retrieval,
2026-08-27T15:52:13Z,2026-08-27,NA,/api/v1/opportunities,page=2;limit=100,200,100,631,100,100,2000,1943,0.964,stage1_retrieval,
2026-08-27T15:52:14Z,2026-08-27,NA,/api/v1/opportunities,page=3;limit=100,200,100,631,100,100,2000,1942,0.959,stage1_retrieval,
2026-08-27T15:52:15Z,2026-08-27,NA,/api/v1/opportunities,page=4;limit=100,200,100,631,100,100,2000,1941,0.934,stage1_retrieval,
2026-08-27T15:52:16Z,2026-08-27,NA,/api/v1/opportunities,page=5;limit=100,200,100,631,100,100,2000,1940,0.943,stage1_retrieval,
2026-08-27T15:52:17Z,2026-08-27,NA,/api/v1/opportunities,page=6;limit=100,200,100,631,100,100,2000,1939,0.895,stage1_retrieval,
2026-08-27T15:52:18Z,2026-08-27,NA,/api/v1/opportunities,page=7;limit=100,200,31,631,100,100,2000,1938,0.876,stage1_retrieval,
2026-08-27T15:52:19Z,2026-08-27,NA,/api/v1/activity,page=1;limit=100,200,100,NA,100,NA,2000,1937,0.244,stage1_retrieval,
2026-08-27T15:52:19Z,2026-08-27,NA,/api/v1/activity,page=2;limit=100,200,100,NA,100,NA,2000,1936,0.148,stage1_retrieval,
2026-08-27T15:52:20Z,2026-08-27,NA,/api/v1/activity,page=3;limit=100,200,100,NA,100,NA,2000,1935,0.145,stage1_retrieval,
2026-08-27T15:52:20Z,2026-08-27,NA,/api/v1/activity,page=4;limit=100,200,100,NA,100,NA,2000,1934,0.151,stage1_retrieval,
2026-08-27T15:52:20Z,2026-08-27,NA,/api/v1/activity,page=5;limit=100,200,100,NA,100,NA,2000,1933,0.203,stage1_retrieval,
2026-08-27T15:52:20Z,2026-08-27,NA,/api/v1/activity,page=6;limit=100,200,100,NA,100,NA,2000,1932,0.147,stage1_retrieval,
2026-08-27T15:52:20Z,2026-08-27,NA,/api/v1/activity,page=7;limit=100,200,100,NA,100,NA,2000,1931,0.299,stage1_retrieval,
2026-08-27T15:52:21Z,2026-08-27,NA,/api/v1/activity,page=8;limit=100,200,100,NA,100,NA,2000,1930,0.148,stage1_retrieval,
2026-08-27T15:52:21Z,2026-08-27,NA,/api/v1/activity,page=9;limit=100,200,100,NA,100,NA,2000,1929,0.149,stage1_retrieval,
2026-08-27T15:52:21Z,2026-08-27,NA,/api/v1/activity,page=10;limit=100,200,100,NA,100,NA,2000,1928,0.157,stage1_retrieval,
2026-08-27T15:52:21Z,2026-08-27,NA,/api/v1/activity,page=11;limit=100,200,100,NA,100,NA,2000,1927,0.153,stage1_retrieval,
2026-08-27T15:52:21Z,2026-08-27,NA,/api/v1/activity,page=12;limit=100,200,100,NA,100,NA,2000,1926,1.758,stage1_retrieval,
2026-08-27T15:52:23Z,2026-08-27,NA,/api/v1/activity,page=13;limit=100,200,100,NA,100,NA,2000,1925,1.244,stage1_retrieval,
2026-08-27T15:52:24Z,2026-08-27,NA,/api/v1/activity,page=14;limit=100,200,100,NA,100,NA,2000,1924,1.983,stage1_retrieval,
2026-08-27T15:52:26Z,2026-08-27,NA,/api/v1/activity,page=15;limit=100,200,100,NA,100,NA,2000,1923,1.27,stage1_retrieval,
2026-08-27T15:52:28Z,2026-08-27,NA,/api/v1/activity,page=16;limit=100,200,100,NA,100,NA,2000,1922,0.75,stage1_retrieval,
2026-08-27T15:52:28Z,2026-08-27,NA,/api/v1/activity,page=17;limit=100,200,100,NA,100,NA,2000,1921,2.321,stage1_retrieval,
2026-08-27T15:52:31Z,2026-08-27,NA,/api/v1/activity,page=18;limit=100,200,87,NA,100,NA,2000,1920,0.755,stage1_retrieval,
