record_id,state,state_name,source_doc_id,source_doc_title,source_doc_category,mined_org_name,mined_org_candidates,amount_announced,money_in_title,money_in_description,rcj_document_url,state_source_url,mining_basis
cfb970e9-1b16-448a-9244-d6e7cb97085e,GA,Georgia,cfb970e9-1b16-448a-9244-d6e7cb97085e,GA - 2023 - Rural Hospital Stabilization Grant Program 2023 Notice of Award,AWARD_ANNOUNCEMENT,Rural Hospital,Rural Hospital,7000000,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/cfb970e9-1b16-448a-9244-d6e7cb97085e/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
fbe9b593-16b9-4075-aeae-d7c1f149b185,GA,Georgia,fbe9b593-16b9-4075-aeae-d7c1f149b185,GA - 2024 - Dual Track Rural Hospital Support Grant for Hospital Stabilization or Graduate Medical Education – TRACK 1 – Option 1.1,AWARD_ANNOUNCEMENT,Dual Track Rural Hospital Support Grant for Hospital,Dual Track Rural Hospital Support Grant for Hospital | Dual Track Rural Hospital,2500000,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/fbe9b593-16b9-4075-aeae-d7c1f149b185/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 2 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
903591dc-ca41-4b70-a865-a56f9aad63c8,GA,Georgia,903591dc-ca41-4b70-a865-a56f9aad63c8,GA - 2024 - Dual Track Rural Hospital Support Grant for Hospital Stabilization or Graduate Medical Education – TRACK 1 – Option 1.1 Notice of Intent to Award,AWARD_ANNOUNCEMENT,Dual Track Rural Hospital Support Grant for Hospital,Dual Track Rural Hospital Support Grant for Hospital | Award for the Dual Track Rural Hospital,2500000,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/903591dc-ca41-4b70-a865-a56f9aad63c8/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 2 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
b37cbb7a-b270-4e51-b2fa-654f159e8811,GA,Georgia,b37cbb7a-b270-4e51-b2fa-654f159e8811,GA - 2024 - Dual Track Rural Hospital Support Grant for Hospital Stabilization or Graduate Medical Education – TRACK 1 – Option 1.2,AWARD_ANNOUNCEMENT,Dual Track Rural Hospital Support Grant for Hospital,Dual Track Rural Hospital Support Grant for Hospital | Dual Track Rural Hospital,750000,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/b37cbb7a-b270-4e51-b2fa-654f159e8811/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 2 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
edf93f36-d45f-4341-9bb8-e0117fd40267,GA,Georgia,edf93f36-d45f-4341-9bb8-e0117fd40267,GA - 2024 - Dual Track Rural Hospital Support Grant for Hospital Stabilization or Graduate Medical Education – TRACK 1 – Option 1.2 - Notice of Intent to Award,AWARD_ANNOUNCEMENT,Dual Track Rural Hospital Support Grant for Hospital,Dual Track Rural Hospital Support Grant for Hospital | Dual Track Rural Hospital,750000,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/edf93f36-d45f-4341-9bb8-e0117fd40267/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 2 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
68c21424-5ce8-4934-8f5b-5b441a734f74,GA,Georgia,68c21424-5ce8-4934-8f5b-5b441a734f74,GA - 2024 - Dual Track Rural Hospital Support Grant for Hospital Stabilization or Graduate Medical Education – TRACK 2 – Option 2.1 & Option 2.2,AWARD_ANNOUNCEMENT,Dual Track Rural Hospital Support Grant for Hospital,Dual Track Rural Hospital Support Grant for Hospital | Dual Track Rural Hospital,2750000,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/68c21424-5ce8-4934-8f5b-5b441a734f74/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 2 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
faa3b7da-6807-454e-90c4-a8f3f3a46e79,GA,Georgia,faa3b7da-6807-454e-90c4-a8f3f3a46e79,GA - 2024 - Notice of Intent to Award - Dual Track Rural Hospital Support Grant for Hospital Stabilization or Graduate Medical Education – TRACK 2 – Option 2.1 & Option 2.2,AWARD_ANNOUNCEMENT,Dual Track Rural Hospital Support Grant for Hospital,Dual Track Rural Hospital Support Grant for Hospital | Dual Track Rural Hospital,2750000,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/faa3b7da-6807-454e-90c4-a8f3f3a46e79/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 2 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
0299ad84-088f-4ff6-b16f-a14073d7eb81,GA,Georgia,0299ad84-088f-4ff6-b16f-a14073d7eb81,GA - 2025 - Dual Track FY25 Rural Hospital Support Grant for Hospital Stabilization or Graduate Medical Education – Track 1 – Option 1.1 & Option 1.2,AWARD_ANNOUNCEMENT,Rural Hospital Support Grant for Hospital,Rural Hospital Support Grant for Hospital | Rural Hospital,3000000,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/0299ad84-088f-4ff6-b16f-a14073d7eb81/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 2 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
cf7206c4-2b1a-45d0-b9e6-048b17910bab,GA,Georgia,cf7206c4-2b1a-45d0-b9e6-048b17910bab,GA - 2025 - Dual Track FY25 Rural Hospital Support Grant for Hospital Stabilization or Graduate Medical Education – Track 2 – Option 2.1 & Option 2.2,AWARD_ANNOUNCEMENT,Rural Hospital Support Grant for Hospital,Rural Hospital Support Grant for Hospital | Dual Track Rural Hospital,1500000,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/cf7206c4-2b1a-45d0-b9e6-048b17910bab/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 2 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
b2207246-7cde-49b1-b10a-a40ef606cca0,GA,Georgia,b2207246-7cde-49b1-b10a-a40ef606cca0,GA - 2026 - Dual Track FY26 Rural Hospital Support Grant for Hospital Stabilization or Graduate Medical Education – Track 1 – Option 1.1 & Track 2 - Option 2.1 & 2.2 Notice of Award,AWARD_ANNOUNCEMENT,Rural Hospital Support Grant for Hospital,Rural Hospital Support Grant for Hospital,5500000,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/b2207246-7cde-49b1-b10a-a40ef606cca0/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
29cbe3b5-120a-42ae-b2ec-b9d4649c1dde,HI,Hawaii,29cbe3b5-120a-42ae-b2ec-b9d4649c1dde,HI - 2005 - Certificate of Need Application - Kula Hospital CAH and ER Expansion,REFERENCE,Kula Hospital,Kula Hospital,470000,FALSE,FALSE,https://www.ruralcarejourney.com/api/documents/29cbe3b5-120a-42ae-b2ec-b9d4649c1dde/file,NA,"§6.4: category REFERENCE; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
049a0353-d638-4e4c-a461-cf6dd1044fa1,HI,Hawaii,049a0353-d638-4e4c-a461-cf6dd1044fa1,HI - 2025 - AHEAD Model,REFERENCE,Primary Care Association,Primary Care Association | Healthcare Association | Association of Hawai,12000000,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/049a0353-d638-4e4c-a461-cf6dd1044fa1/file,NA,"§6.4: category REFERENCE; 3 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
8ddd3d12-f183-4008-be4a-ad9673eb3b98,IA,Iowa,8ddd3d12-f183-4008-be4a-ad9673eb3b98,IA - 2026 - Iowa awarded $209 million for first year of federal RHTP,REFERENCE,"Excellence Marengo Memorial Hospital Cancer Iowa, Washington, Poweshiek, Benton Centers","Excellence Marengo Memorial Hospital Cancer Iowa, Washington, Poweshiek, Benton Centers | County Provider Specialty Cancer Health Hubs Technical Assistance Provider University | Prevention and Management Best and Brightest Provider Guttenberg Municipal Hospital | Disease Prevention Management Best and Brightest Provider Clarke County Hospital | Brightest Equipment Hawarden Regional Healthcare DBA Hawarden Community Hospital | Disease Prevention Management Best and Brightest Provider Davis County Hospital | Prevention and Management Best and Brightest Provider Hamilton County Hospital | Prevention and Management Best and Brightest Provider Decatur County Hospital | Behavorial Health Best and Brightest Equipment Adair County Memorial Hospital | Upgrade Monona Best and Brightest Equipment Crawford County Memorial Hospital | PET Scanner Decatur Best and Brightest Equipment Ellsworth Municipal Hospital | Care Co-Location Technical Assistance Provider Iowa Primary Care Association | Prevention and Management Best and Brightest Provider Hegg Memorial Hospital | Wright Best and Brightest Equipment Burgess Health Center Mammography System | Fayette Best and Brightest Equipment Mitchell County Regional Health Center | Prevention and Management Best and Brightest Provider Mercy Medical Center | MRI Carroll Best and Brightest Equipment Mercy Health Services-Iowa, Corp | Management Best and Brightest Provider Crawford County Memorial Hospital | Union Cancer, Cancer Best and Brightest Provider Guthrie County Hospital | MRI Clinton Best and Brightest Equipment MercyOne Elkader Medical Center | Cerro Gordo Best and Brightest Equipment MercyOne Oelwein Medical Center | Hospital of Missouri Valley, Iowa Advanced Registered Nurse Practitioner | Management Best and Brightest Provider Madison County Memorial Hospital | Mahaska Best and Brightest Equipment Manning Regional Healthcare Center | Management Best and Brightest Provider Greater Regional Medical Center | Best and Brightest Provider Whiting Commercial Development Corporation | MRI Shelby Best and Brightest Equipment Sioux Valley Memorial Hospital | Management Best and Brightest Provider Floyd County Memorial Hospital | Plymouth Best and Brightest Equipment Greater Regional Medical Center | Chickasaw Best and Brightest Equipment MercyOne Newton Medical Center | Best and Brightest Equipment St. Luke's Jones Regional Medical Center | Sioux Best and Brightest Equipment Humboldt County Memorial Hospital | MRI Humboldt Best and Brightest Equipment Lucas County Health Center | Dubuque Best and Brightest Equipment MercyOne Clinton Medical Center | Mitchell Best and Brightest Equipment Orange City Area Health System | Management Best and Brightest Provider Hancock County Health System | Child Health Best and Brightest Provider Virginia Gay Hospital, Inc | Best and Brightest Provider Ida County Iowa Community Hospital Inc | Best and Brightest Provider Mitchell County Regional Health Center | Jasper Best and Brightest Equipment MercyOne North Iowa Foundation | Brightest Equipment Shelby County Chris A Myrtue Memorial Hospital | Management Best and Brightest Provider Community Health Care, Inc | Management Best and Brightest Provider Iowa Family Counseling LLC | Brightest Provider Shelby County Chris A Myrtue Memorial Hospital | MRI Emmet Best and Brightest Equipment Belmond Community Hospital | Cherokee Best and Brightest Equipment St. Joseph's Mercy Hospital | Winneshiek Centers of Excellence Grinnell Regional Medical Center | Child Health Best and Brightest Provider Community Hospital, Inc | Child Health Best and Brightest Provider Iowa Specialty Hospital | MRI Crawford Best and Brightest Equipment Dallas County Hospital | Clayton Best and Brightest Equipment MercyOne Genesis Foundation | MRI Van Buren Best and Brightest Equipment Waverly Health Center | Best and Brightest Provider Stewart Memorial Community Hospital | Union Best and Brightest Equipment Hancock County Health System | Sioux Best and Brightest Equipment Pella Regional Health Center | Best and Brightest Provider Manning Regional Healthcare Center | MRI Lucas Best and Brightest Equipment Mahaska County Hospital | Best and Brightest Provider Humboldt County Memorial Hospital | Child Health Best and Brightest Provider Keokuk Area Hospital | Best and Brightest Provider Delaware County Memorial Hospital | Adair Best and Brightest Equipment Avera Holy Family Hospital | MRI Dallas Best and Brightest Equipment Davis County Hospital | A Best and Brightest Provider Adair County Memorial Hospital | Best and Brightest Provider Mercy Health Services-Iowa, Corp | Jones Best and Brightest Equipment Van Buren County Hospital | Best and Brightest Provider Priority Health Northwest, PLLC | Best and Brightest Provider Sioux Valley Memorial Hospital | Davis Best and Brightest Equipment Decatur County Hospital | Best and Brightest Provider Cass County Memorial Hospital | Best and Brightest Provider Alegent Health Mercy Hospital | Best and Brightest Provider Palmer Lutheran Health Center | Best and Brightest Provider St. Anthony Regional Hospital | Hardin Best and Brightest Equipment Floyd Valley Hospital | DBA Jones Regional Medical Center Robotic Surgical System | Bremer Best and Brightest Equipment Wayne County Hospital | Excellence Shelby County Chris A Myrtue Memorial Hospital | Best and Brightest Provider Pella Regional Health Center | Best and Brightest Provider Community Memorial Hospital | Best and Brightest Provider St. Joseph's Mercy Hospital | A Health Hubs Technical Assistance Provider University | Best and Brightest Provider Lucas County Health Center | Best and Brightest Provider Central Community Hospital | Best and Brightest Provider Osceola Community Hospital | Best and Brightest Provider Veterans Memorial Hospital | Best and Brightest Provider Marengo Memorial Hospital | Best and Brightest Provider Palo Alto County Hospital | Best and Brightest Provider Shenandoah Medical Center | Best and Brightest Provider Van Buren County Hospital | Best and Brightest Provider Ottumwa Health Group LLC | Best and Brightest Provider Ringgold County Hospital | Best and Brightest Provider Iowa Specialty Hospital | Best and Brightest Provider Kossuth County Hospital | Best and Brightest Provider Mahaska County Hospital | Best and Brightest Provider Monroe County Hospital | Best and Brightest Provider Boone County Hospital | Best and Brightest Provider Good Neighbor Society | Best and Brightest Provider Genesis Health System | Best and Brightest Provider Wayne County Hospital | Best and Brightest Provider Mercy Medical Center | Association Robotic-Arm Assisted Surgical System | Excellence Jennie Edmundson Memorial Hospital | Excellence Manning Regional Healthcare Center | Best and Brightest Provider Spencer Hospital | Excellence Central Iowa Hospital Corporation | Excellence Knoxville Hospital and Clinics | Excellence St. Anthony Regional Hospital | Excellence Guttenberg Municipal Hospital | DBA MercyOne Centerville Medical Center | MercyOne Genesis DeWitt Medical Center | Excellence Van Buren County Hospital | MercyOne New Hampton Medical Center | MercyOne Centerville Medical Center | MercyOne Dyersville Medical Center | MercyOne North Iowa Medical Center | Excellence Decatur County Hospital | Excellence Iowa Specialty Hospital | George C Grape Community Hospital | Cherokee Regional Medical Center | MercyOne Clinton Medical Center | MercyOne Elkader Medical Center | MercyOne Newton Medical Center | DBA Hansen Family Hospital | DBA Myrtue Medical Center | Van Diest Medical Center | Southeastern Iowa, Inc | Horn Memorial Hospital | Burgess Health Center | University of Iowa N | Iowa, Corp",NA,TRUE,TRUE,https://www.ruralcarejourney.com/api/documents/8ddd3d12-f183-4008-be4a-ad9673eb3b98/file,NA,"§6.4: category REFERENCE; 129 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
1b993315-008c-4afd-860b-62e9308e3076,IL,Illinois,1b993315-008c-4afd-860b-62e9308e3076,IL - 2026 - Illinois awarded $193 million to expand healthcare access in rural areas,AWARD_ANNOUNCEMENT,Department of Healthcare and Family Services,Department of Healthcare and Family Services,193418216,TRUE,TRUE,https://www.ruralcarejourney.com/api/documents/1b993315-008c-4afd-860b-62e9308e3076/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
a10ad786-f5cd-4e08-bd26-2f464a9a3167,KS,Kansas,a10ad786-f5cd-4e08-bd26-2f464a9a3167,"KS - 2025 - Kansas Landing Page (updated: August 25, 2026)",REFERENCE,Regional Partnership Grant Program and Rural Emergency Hospital,Regional Partnership Grant Program and Rural Emergency Hospital,NA,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/a10ad786-f5cd-4e08-bd26-2f464a9a3167/file,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,"§6.4: category REFERENCE; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
6add72d5-9bb9-46b5-a249-845197be1b23,MI,Michigan,6add72d5-9bb9-46b5-a249-845197be1b23,MI - 2026 - Michigan’s RHTP,REFERENCE,Michigan Health Association,Michigan Health Association,173000000,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/6add72d5-9bb9-46b5-a249-845197be1b23/file,NA,"§6.4: category REFERENCE; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
67e6f7fc-f3cf-475e-85c3-fca3f02ab20b,MO,Missouri,67e6f7fc-f3cf-475e-85c3-fca3f02ab20b,MO - 2026 - RHTP Funds Will Help Expand Rural Maternal Health Care,AWARD_ANNOUNCEMENT,Missouri Doula Association,Missouri Doula Association,732000,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/67e6f7fc-f3cf-475e-85c3-fca3f02ab20b/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
55259d28-1fc9-4b26-a752-8daed664d171,MT,Montana,55259d28-1fc9-4b26-a752-8daed664d171,MT - 2026 - Governor Gianforte and DPHHS Announce $233 Million RHTP Award for Montana,AWARD_ANNOUNCEMENT,Montana State University,Montana State University,233000000,TRUE,TRUE,https://www.ruralcarejourney.com/api/documents/55259d28-1fc9-4b26-a752-8daed664d171/file,NA,"§6.4: category AWARD_ANNOUNCEMENT; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
74d160f9-591b-4aa5-bc88-3ee3d5f3598c,NC,North Carolina,74d160f9-591b-4aa5-bc88-3ee3d5f3598c,NC - 2026 - NCDHHS Selects NC ROOTS Hub Leads (Press Release),REFERENCE,University of North Carolina Hospitals,"University of North Carolina Hospitals | Access East, Inc",NA,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/74d160f9-591b-4aa5-bc88-3ee3d5f3598c/file,NA,"§6.4: category REFERENCE; 2 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
85fc12aa-7943-4ae4-9988-869de51d9407,ND,North Dakota,85fc12aa-7943-4ae4-9988-869de51d9407,ND - 2026 - RHTP Competitive Funding Opportunity Application Guidance: Rural Hospital Clinical Equipment (Solicitation 210-312),REFERENCE,Rural Hospital,Rural Hospital,NA,FALSE,TRUE,https://www.ruralcarejourney.com/api/documents/85fc12aa-7943-4ae4-9988-869de51d9407/file,NA,"§6.4: category REFERENCE; 1 organisation name(s) passing the §6.1 legal-entity and named-recipient tests; a dollar figure present; no /awards record shares this sourceDocument.id. UNASSIGNED candidate only — never promoted to SUBAWARD (§6.4, §13.18)."
