state,initiative_id,initiative_no_source,initiative_name,initiative_group,initiative_budget,activity_type,activity_type_raw,initiative_description,named_recipient_or_contractor,recipient_status,flow_type,has_hospital_recipient,evidence_from_document,budget_narrative_version,source_document,source_archive_path,page_reference,extraction_method,initiative_grain,source_workbook,source_sheet
DE,DE-011,9,Delaware Medical School (Primary Care - Rural Health Track),,42500000,,,,"'Lead Partner Institution' - accredited medical school, TBD",TBD,NON_HOSPITAL,No,"Largest Year 1 line (32% of allocated). Medical school, not a hospital.",Revised 1.30.26,Final-RHTP-Revised-Budget-1.30.26.pdf,/home/user/RHTP_Tracker/data/evidence/budget_narratives/DE/Final-RHTP-Revised-Budget-1.30.26.pdf,,MANUAL,INITIATIVE,DE_initiative_table.xlsx,Initiatives (Y1)
DE,DE-012,10,Medical School Rural Workforce Development,,1100000,,,,Delaware Health Care Commission,NAMED,NON_HOSPITAL,No,DHCC named. Educational awards to individual medical students.,Revised 1.30.26,Final-RHTP-Revised-Budget-1.30.26.pdf,/home/user/RHTP_Tracker/data/evidence/budget_narratives/DE/Final-RHTP-Revised-Budget-1.30.26.pdf,,MANUAL,INITIATIVE,DE_initiative_table.xlsx,Initiatives (Y1)
DE,DE-013,11,Rural Medical Residency Recruitment,,1236495,,,,Delaware Health Care Commission,NAMED,NON_HOSPITAL,No,DHCC named. Housing/relocation awards to individual residents.,Revised 1.30.26,Final-RHTP-Revised-Budget-1.30.26.pdf,/home/user/RHTP_Tracker/data/evidence/budget_narratives/DE/Final-RHTP-Revised-Budget-1.30.26.pdf,,MANUAL,INITIATIVE,DE_initiative_table.xlsx,Initiatives (Y1)
DE,DE-014,12,Training Programs for Clinical Support Roles,,20910000,,,,'Health System Training Program Awards' $18.51M - recipients TBD,TBD,PASS_THROUGH_DESIGNATED,Yes,'Fund healthcare systems and educational institutions to expand training capacity.' Health systems are a named recipient class; individual systems not named.,Revised 1.30.26,Final-RHTP-Revised-Budget-1.30.26.pdf,/home/user/RHTP_Tracker/data/evidence/budget_narratives/DE/Final-RHTP-Revised-Budget-1.30.26.pdf,,MANUAL,INITIATIVE,DE_initiative_table.xlsx,Initiatives (Y1)
DE,DE-015,13,Rural Health Workforce Education Program,,1000000,,,,Contractors TBD (2),TBD,NON_HOSPITAL,No,"Year 1 contractual is entirely 'Legal Services for Service Commitment Agreements' ($450,000) and 'Program Oversight, Evaluation, Reporting' ($550,000), both 'Contractor: TBD'. Purpose: 'Provide educational awards to students in clinical training programs who commit to five years of practice in rural Delaware healthcare facilities.' Students receive the awards; rural facilities are the practice setting, not a funded party. No hospital named. PDF pp. 68-70.",Revised 1.30.26,Final-RHTP-Revised-Budget-1.30.26.pdf,/home/user/RHTP_Tracker/data/evidence/budget_narratives/DE/Final-RHTP-Revised-Budget-1.30.26.pdf,,MANUAL,INITIATIVE,DE_initiative_table.xlsx,Initiatives (Y1)
DE,DE-016,14,Healthcare Workforce Data Center Initiative,,2685200,,,,Division of Professional Regulation (DPR),NAMED,NON_HOSPITAL,No,"'Name of Subrecipient: Division of Professional Regulation (DPR)' - a Delaware state agency. DPR 'may hire subcontractors for technical development, data integration, or cybersecurity support, but remains fully accountable'. No hospital receives funds; hospitals appear only as subjects of licensure-embedded workforce surveys. PDF pp. 71-72.",Revised 1.30.26,Final-RHTP-Revised-Budget-1.30.26.pdf,/home/user/RHTP_Tracker/data/evidence/budget_narratives/DE/Final-RHTP-Revised-Budget-1.30.26.pdf,,MANUAL,INITIATIVE,DE_initiative_table.xlsx,Initiatives (Y1)
DE,DE-017,15,Statewide Health IT Infrastructure for Prior Authorizations,,6420000,,,,'Statewide Health IT Infrastructure Vendor' - Contractor TBD,TBD,IN_KIND_BENEFIT,No,"'Contractor: TBD'. Scope: 'Integrate systems with Delaware Health Information Network (DHIN), Smart Health Network (SHN), participating payers, health systems, FQHCs, and rural providers' and 'Support onboarding and technical assistance for participating providers and payers, with priority given to rural healthcare organizations.' The vendor receives the funds; hospitals connect to and use the platform. Sec 10.2 IN_KIND_BENEFIT - hospital_benefiting, never a receipt. PDF pp. 73-74.",Revised 1.30.26,Final-RHTP-Revised-Budget-1.30.26.pdf,/home/user/RHTP_Tracker/data/evidence/budget_narratives/DE/Final-RHTP-Revised-Budget-1.30.26.pdf,,MANUAL,INITIATIVE,DE_initiative_table.xlsx,Initiatives (Y1)
OK,OK-001,,RPM: Maternal Health,Innovating the Care Model,800000,,Innovating the Care Model,,Oklahoma Health Care Authority (OHCA),NAMED,IN_KIND_BENEFIT,No,Vendor supplies BP cuffs; OHCA administers. No hospital receipt.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-002,,Transportation Expansion,Innovating the Care Model,2700000,,Innovating the Care Model,,South Western Oklahoma Development Authority (SWODA),NAMED,NON_HOSPITAL,No,"Ride dispatch platform, mobility navigators, vehicles for rural transportation agencies.",Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-003,,School-Based Health Services Support,Innovating the Care Model,3000000,,Innovating the Care Model,,Oklahoma State Dept of Education (OSDE),NAMED,NON_HOSPITAL,No,NOFO for schools and education departments.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-004,,Telestroke Program,Innovating the Care Model,500000,,Innovating the Care Model,,University of Oklahoma (OU),NAMED,PASS_THROUGH_UNRESOLVED,Unclear,"'Acute stroke-ready certification and initial licensing fees for rural hospitals'; training to hospital staff. Hospitals named as beneficiaries, not named individually.",Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-005,,MFM Telehealth Expansion,Innovating the Care Model,6600000,,Innovating the Care Model,,University of Oklahoma (OU) and Oklahoma State University (OSU),NAMED,PASS_THROUGH_UNRESOLVED,Unclear,"Equipment deployed at rural sites incl. rural hospitals, clinics, county health departments.",Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-006,,Expanding Care: Community Paramedicine,Innovating the Care Model,8200000,,Innovating the Care Model,,Oklahoma State University (OSU),NAMED,NON_HOSPITAL,No,"Community paramedic training, vehicles, EMS uncompensated care fund.",Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-007,,Expanding Care: Doulas,Innovating the Care Model,1200000,,Innovating the Care Model,,Oklahoma State Dept of Health (OSDH),NAMED,NON_HOSPITAL,No,Doula training and uncompensated care fund.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-008,,BH Integration in Primary Care,Innovating the Care Model,3200000,,Innovating the Care Model,,Oklahoma State Dept of Health (OSDH),NAMED,NON_HOSPITAL,No,Primary care and behavioral health providers; hub-and-spoke MAT.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-009,,Tech Co-Op for PCP & BH Providers,Innovating the Care Model,13800000,,Innovating the Care Model,,Oklahoma State Dept of Health (OSDH),NAMED,NON_HOSPITAL,No,Group purchasing co-op for rural primary care and behavioral health providers.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-010,,Community Care Referral Platform,Moving Upstream,400000,,Moving Upstream,,Oklahoma Health Care Authority (OHCA),NAMED,IN_KIND_BENEFIT,No,"'Extension of platform licenses to 39 critical access hospitals, four rural emergency hospitals, and 68 county health departments.' Hospitals receive licenses, not funds.",Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-011,,CHW Expansion in Hospitals,Moving Upstream,4300000,,Moving Upstream,,Oklahoma Hospital Association (OHA),NAMED,PASS_THROUGH_DESIGNATED,Yes,"'Implementation will be conducted by hospitals reimbursed for CHW hiring, training, and monitoring.' 30 CHWs deployed in hospitals. Hospitals are the reimbursed entity.",Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-012,,Presidential Fitness Test Preparation,Moving Upstream,1100000,,Moving Upstream,,Oklahoma State Dept of Education (OSDE),NAMED,NON_HOSPITAL,No,PE equipment reimbursement for rural schools.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-013,,Chronic Disease Management Program,Moving Upstream,12800000,,Moving Upstream,,Oklahoma State Dept of Health (OSDH),NAMED,PASS_THROUGH_UNRESOLVED,Unclear,'Funded organizations' unspecified; hospitals may be eligible but none named.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-014,,Consumer-Facing Technology,Moving Upstream,3300000,,Moving Upstream,,Oklahoma State Dept of Health (OSDH),NAMED,NON_HOSPITAL,No,State funds selected application vendors to run pilots.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-015,,Community-Led Wellness Hub: Microgrants,Moving Upstream,2800000,,Moving Upstream,,Oklahoma State Dept of Health (OSDH),NAMED,NON_HOSPITAL,No,Local health departments in 59 rural counties and community-based entities.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-016,,Lung Cancer Screening,Moving Upstream,2300000,,Moving Upstream,,Oklahoma Hospital Association (OHA),NAMED,PASS_THROUGH_DESIGNATED,Yes,'Embedding Lung Screening Program Directors in 11 rural or regional health systems.' Health systems are the placement sites; OHA administers.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-017,,Provider Collaborative Network Development,Facilitating Regional Collaboration,43100000,,Facilitating Regional Collaboration,,Oklahoma State Dept of Health (OSDH),NAMED,PASS_THROUGH_DESIGNATED,Yes,"'Rural Health Collaborative Nonprofit, an entity composed of and owned by rural hospitals and providers.' Hospital-owned entity is the recipient.",Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-018,,Rural Regional Reorientation Plan,Facilitating Regional Collaboration,26400000,,Facilitating Regional Collaboration,,Oklahoma State Dept of Health (OSDH),NAMED,PASS_THROUGH_DESIGNATED,Yes,"'Funding to participating hospitals for plan development and implementation, including provider incentives to right size facilities and infrastructure funds.' Explicit hospital payments.",Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-019,,EMS Centralization,Facilitating Regional Collaboration,4500000,,Facilitating Regional Collaboration,,Oklahoma State Dept of Health (OSDH),NAMED,NON_HOSPITAL,No,Single platform procurement for EMS providers.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-020,,Value-Based Care Practice Enablement Support,Shifting to Value,1600000,,Shifting to Value,,Oklahoma Health Care Authority (OHCA),NAMED,NON_HOSPITAL,No,~150-200 primary care practices.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-021,,PACE Expansion,Shifting to Value,15200000,,Shifting to Value,,Oklahoma Health Care Authority (OHCA),NAMED,PASS_THROUGH_UNRESOLVED,Unclear,'PACE providers will receive funding for site infrastructure.' PACE operators may or may not be hospital-affiliated; not named.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-022,,PCP Clinical Extension Models,Shifting to Value,1600000,,Shifting to Value,,Oklahoma Health Care Authority (OHCA),NAMED,NON_HOSPITAL,No,Primary care practices and managed care entities.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-023,,Maternal Health Value-Based Payments Support,Shifting to Value,1300000,,Shifting to Value,,Oklahoma Health Care Authority (OHCA),NAMED,PASS_THROUGH_DESIGNATED,Yes,'Providing incentive payments for birthing hospitals to implement a VBP model.' Explicit hospital payments.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-024,,HWTC Rural Re-Location Incentives,Growing Next-Gen Rural Talent,800000,,Growing Next-Gen Rural Talent,,Healthcare Workforce Training Commission (HWTC),NAMED,NON_HOSPITAL,No,Stipends to individual behavioral health providers.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-025,,CareerTech High School LPN Program,Growing Next-Gen Rural Talent,1100000,,Growing Next-Gen Rural Talent,,CareerTech (OK Dept of Career and Technology Education),NAMED,NON_HOSPITAL,No,'CareerTech was designated as a subrecipient.' High schools.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-026,,Rural Residency Programs,Growing Next-Gen Rural Talent,22400000,,Growing Next-Gen Rural Talent,,University of Oklahoma (OU) and Oklahoma State University (OSU),NAMED,PASS_THROUGH_DESIGNATED,Yes,"'Startup funding for rural hospitals or clinics to host residents, including stipends, housing support, and preceptor compensation.' Explicit hospital payments.",Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-027,,EHR Expansion,Building Health Data Utility,5500000,,Building Health Data Utility,,Oklahoma Health Care Authority (OHCA) / OKSHINE,NAMED,IN_KIND_BENEFIT,No,Subsidized EHR subscriptions and hardware for unconnected rural facilities.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-028,,HIE Interoperability,Building Health Data Utility,6200000,,Building Health Data Utility,,Oklahoma Health Care Authority (OHCA) / OKSHINE,NAMED,IN_KIND_BENEFIT,No,Connection fees and onboarding costs for rural providers joining the HIE.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
OK,OK-029,,Data and Analytics Expansion,Building Health Data Utility,8200000,,Building Health Data Utility,,Oklahoma Health Care Authority (OHCA) / OKSHINE,NAMED,NON_HOSPITAL,No,Analytics platform and vendors.,Updated 03.10.26,RHTP_InitiativeFundingSummary.pdf (Updated 03.10.26),,,MANUAL,FUND_USE,OK_initiative_table.xlsx,Fund uses (28)
