record_id,state,state_name,award_tier,awardee_name_raw,delimiter,n_recipients,recipient_index,recipient_name,passes_legal_entity_test,amount_announced_field_total,amount_note,source_doc_title,rcj_document_url,state_source_url,split_basis
8d171c0c-648d-4f2e-bd9c-4c80e213f755,AK,Alaska,SUBAWARD,"Division of Health Care Services, Department of Health",COMMA,2,1,Division of Health Care Services,TRUE,132300,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",AK - 2026 - Year 1 Funding Announcements,https://www.ruralcarejourney.com/api/documents/127ddbb3-c6f5-4524-b95d-56c6cdc2c16c/file,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,"§6.2: comma-delimited awardeeName naming 2 recipients, 1 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
8d171c0c-648d-4f2e-bd9c-4c80e213f755,AK,Alaska,SUBAWARD,"Division of Health Care Services, Department of Health",COMMA,2,2,Department of Health,FALSE,132300,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",AK - 2026 - Year 1 Funding Announcements,https://www.ruralcarejourney.com/api/documents/127ddbb3-c6f5-4524-b95d-56c6cdc2c16c/file,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,"§6.2: comma-delimited awardeeName naming 2 recipients, 1 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
a4189869-5b3c-42d7-8dc3-6f993cc1a14c,AK,Alaska,SUBAWARD,"Senior and Disability Services, Department of Health",COMMA,2,1,Senior and Disability Services,FALSE,850000,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",AK - 2026 - Year 1 Funding Announcements,https://www.ruralcarejourney.com/api/documents/127ddbb3-c6f5-4524-b95d-56c6cdc2c16c/file,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,"§6.2: comma-delimited awardeeName naming 2 recipients, 0 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
a4189869-5b3c-42d7-8dc3-6f993cc1a14c,AK,Alaska,SUBAWARD,"Senior and Disability Services, Department of Health",COMMA,2,2,Department of Health,FALSE,850000,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",AK - 2026 - Year 1 Funding Announcements,https://www.ruralcarejourney.com/api/documents/127ddbb3-c6f5-4524-b95d-56c6cdc2c16c/file,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,"§6.2: comma-delimited awardeeName naming 2 recipients, 0 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
b3ba298d-8cc1-4732-92a1-b344d99d3ab5,AK,Alaska,SUBAWARD,University of Alaska Fairbanks - Community and Technical College,CONJUNCTION,2,1,University of Alaska Fairbanks - Community,TRUE,987204.7,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",AK - 2026 - Year 1 Funding Announcements,https://www.ruralcarejourney.com/api/documents/127ddbb3-c6f5-4524-b95d-56c6cdc2c16c/file,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,"§6.2: conjunction-delimited awardeeName naming 2 recipients, 2 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
b3ba298d-8cc1-4732-92a1-b344d99d3ab5,AK,Alaska,SUBAWARD,University of Alaska Fairbanks - Community and Technical College,CONJUNCTION,2,2,Technical College,TRUE,987204.7,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",AK - 2026 - Year 1 Funding Announcements,https://www.ruralcarejourney.com/api/documents/127ddbb3-c6f5-4524-b95d-56c6cdc2c16c/file,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,"§6.2: conjunction-delimited awardeeName naming 2 recipients, 2 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
ce60ed47-4876-4eac-85ef-e886d0505850,AK,Alaska,SUBAWARD,"Office of Children's Services, Department of Family & Community Services",COMMA,2,1,Office of Children's Services,FALSE,2000000,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",AK - 2026 - Year 1 Funding Announcements,https://www.ruralcarejourney.com/api/documents/127ddbb3-c6f5-4524-b95d-56c6cdc2c16c/file,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,"§6.2: comma-delimited awardeeName naming 2 recipients, 0 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
ce60ed47-4876-4eac-85ef-e886d0505850,AK,Alaska,SUBAWARD,"Office of Children's Services, Department of Family & Community Services",COMMA,2,2,Department of Family & Community Services,FALSE,2000000,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",AK - 2026 - Year 1 Funding Announcements,https://www.ruralcarejourney.com/api/documents/127ddbb3-c6f5-4524-b95d-56c6cdc2c16c/file,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,"§6.2: comma-delimited awardeeName naming 2 recipients, 0 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
d8bd72f8-0f50-4cf2-9cd9-5389f39bb479,AK,Alaska,SUBAWARD,"Office of Health Savings, Department of Health",COMMA,2,1,Office of Health Savings,FALSE,694200,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",AK - 2026 - Year 1 Funding Announcements,https://www.ruralcarejourney.com/api/documents/127ddbb3-c6f5-4524-b95d-56c6cdc2c16c/file,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,"§6.2: comma-delimited awardeeName naming 2 recipients, 0 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
d8bd72f8-0f50-4cf2-9cd9-5389f39bb479,AK,Alaska,SUBAWARD,"Office of Health Savings, Department of Health",COMMA,2,2,Department of Health,FALSE,694200,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",AK - 2026 - Year 1 Funding Announcements,https://www.ruralcarejourney.com/api/documents/127ddbb3-c6f5-4524-b95d-56c6cdc2c16c/file,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,"§6.2: comma-delimited awardeeName naming 2 recipients, 0 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
acb42700-3e86-4fb5-8446-7673af17a6cd,MS,Mississippi,SUBAWARD,"QIPP PPHR, PPC, and AM-PPC Presentation – July 2025",COMMA,2,1,QIPP PPHR,FALSE,50000000,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",MS - 2026 - Mississippi Division of Medicaid Quality Incentive Payment Program (QIPP),https://www.ruralcarejourney.com/api/documents/a13662b0-bf92-4df5-b262-f0e55978b8c3/file,NA,"§6.2: comma-delimited awardeeName naming 2 recipients, 0 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
acb42700-3e86-4fb5-8446-7673af17a6cd,MS,Mississippi,SUBAWARD,"QIPP PPHR, PPC, and AM-PPC Presentation – July 2025",COMMA,2,2,and AM-PPC Presentation - July 2025,FALSE,50000000,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",MS - 2026 - Mississippi Division of Medicaid Quality Incentive Payment Program (QIPP),https://www.ruralcarejourney.com/api/documents/a13662b0-bf92-4df5-b262-f0e55978b8c3/file,NA,"§6.2: comma-delimited awardeeName naming 2 recipients, 0 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
922f6708-e675-43a6-b3d2-49427b9797b3,NH,New Hampshire,SUBAWARD,"AmeriHealth Caritas New Hampshire Inc.; Boston Medical Center Health Plan, Inc., d/b/a WellSense Health Plan; Granite State Health Plan Inc. d/b/a New Hampshire Healthy Families",SEMICOLON,3,1,AmeriHealth Caritas New Hampshire Inc.,TRUE,38815349,"RCJ published one amount for a field naming 3 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",NH - 2025 - New Hampshire Medicaid Care Management (MCM),https://www.ruralcarejourney.com/api/documents/0c77e229-bc04-4dda-88cb-e224377134b5/file,NA,"§6.2: semicolon-delimited awardeeName naming 3 recipients, 3 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
922f6708-e675-43a6-b3d2-49427b9797b3,NH,New Hampshire,SUBAWARD,"AmeriHealth Caritas New Hampshire Inc.; Boston Medical Center Health Plan, Inc., d/b/a WellSense Health Plan; Granite State Health Plan Inc. d/b/a New Hampshire Healthy Families",SEMICOLON,3,2,"Boston Medical Center Health Plan, Inc., d/b/a WellSense Health Plan",TRUE,38815349,"RCJ published one amount for a field naming 3 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",NH - 2025 - New Hampshire Medicaid Care Management (MCM),https://www.ruralcarejourney.com/api/documents/0c77e229-bc04-4dda-88cb-e224377134b5/file,NA,"§6.2: semicolon-delimited awardeeName naming 3 recipients, 3 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
922f6708-e675-43a6-b3d2-49427b9797b3,NH,New Hampshire,SUBAWARD,"AmeriHealth Caritas New Hampshire Inc.; Boston Medical Center Health Plan, Inc., d/b/a WellSense Health Plan; Granite State Health Plan Inc. d/b/a New Hampshire Healthy Families",SEMICOLON,3,3,Granite State Health Plan Inc. d/b/a New Hampshire Healthy Families,TRUE,38815349,"RCJ published one amount for a field naming 3 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",NH - 2025 - New Hampshire Medicaid Care Management (MCM),https://www.ruralcarejourney.com/api/documents/0c77e229-bc04-4dda-88cb-e224377134b5/file,NA,"§6.2: semicolon-delimited awardeeName naming 3 recipients, 3 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
a762a11b-1ddb-49a2-9309-eda033172563,NH,New Hampshire,SUBAWARD,"AmeriHealth Caritas New Hampshire Inc.; Boston Medical Center Health Plan, Inc. d/b/a WellSense Health Plan; Granite State Health Plan Inc. d/b/a New Hampshire Healthy Families",SEMICOLON,3,1,AmeriHealth Caritas New Hampshire Inc.,TRUE,1898965390,"RCJ published one amount for a field naming 3 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",NH - 2025 - New Hampshire Medicaid Care Management (MCM) (199A_GC_Agenda_062525),https://www.ruralcarejourney.com/api/documents/ccc42db4-3864-4936-9339-f4827f438ab7/file,NA,"§6.2: semicolon-delimited awardeeName naming 3 recipients, 3 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
a762a11b-1ddb-49a2-9309-eda033172563,NH,New Hampshire,SUBAWARD,"AmeriHealth Caritas New Hampshire Inc.; Boston Medical Center Health Plan, Inc. d/b/a WellSense Health Plan; Granite State Health Plan Inc. d/b/a New Hampshire Healthy Families",SEMICOLON,3,2,"Boston Medical Center Health Plan, Inc. d/b/a WellSense Health Plan",TRUE,1898965390,"RCJ published one amount for a field naming 3 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",NH - 2025 - New Hampshire Medicaid Care Management (MCM) (199A_GC_Agenda_062525),https://www.ruralcarejourney.com/api/documents/ccc42db4-3864-4936-9339-f4827f438ab7/file,NA,"§6.2: semicolon-delimited awardeeName naming 3 recipients, 3 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
a762a11b-1ddb-49a2-9309-eda033172563,NH,New Hampshire,SUBAWARD,"AmeriHealth Caritas New Hampshire Inc.; Boston Medical Center Health Plan, Inc. d/b/a WellSense Health Plan; Granite State Health Plan Inc. d/b/a New Hampshire Healthy Families",SEMICOLON,3,3,Granite State Health Plan Inc. d/b/a New Hampshire Healthy Families,TRUE,1898965390,"RCJ published one amount for a field naming 3 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",NH - 2025 - New Hampshire Medicaid Care Management (MCM) (199A_GC_Agenda_062525),https://www.ruralcarejourney.com/api/documents/ccc42db4-3864-4936-9339-f4827f438ab7/file,NA,"§6.2: semicolon-delimited awardeeName naming 3 recipients, 3 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
1fae132b-af55-490a-8331-a894812f94eb,NV,Nevada,SUBAWARD,"University of Nevada, Las Vegas SOM - Ophthalmology",COMMA,2,1,University of Nevada,TRUE,2995890,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",NV - 2026 - Nevada Invests Nearly $16 Million to Train the Next Generation of Physicians,https://www.ruralcarejourney.com/api/documents/a0bf90e7-2a97-43d4-8bc0-ccd567ae04ac/file,NA,"§6.2: comma-delimited awardeeName naming 2 recipients, 1 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
1fae132b-af55-490a-8331-a894812f94eb,NV,Nevada,SUBAWARD,"University of Nevada, Las Vegas SOM - Ophthalmology",COMMA,2,2,Las Vegas SOM - Ophthalmology,FALSE,2995890,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",NV - 2026 - Nevada Invests Nearly $16 Million to Train the Next Generation of Physicians,https://www.ruralcarejourney.com/api/documents/a0bf90e7-2a97-43d4-8bc0-ccd567ae04ac/file,NA,"§6.2: comma-delimited awardeeName naming 2 recipients, 1 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
232dd45d-df64-46cb-8e84-4f17ab34587e,NV,Nevada,SUBAWARD,"University of Nevada, Las Vegas Ophthalmology Residency Program",COMMA,2,1,University of Nevada,TRUE,2995893,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",Nevada Home Working Together RHTP 2026 Award Announcement,https://www.ruralcarejourney.com/api/documents/8e77743a-e92d-44ed-a474-c1eded561caa/file,NA,"§6.2: comma-delimited awardeeName naming 2 recipients, 1 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
232dd45d-df64-46cb-8e84-4f17ab34587e,NV,Nevada,SUBAWARD,"University of Nevada, Las Vegas Ophthalmology Residency Program",COMMA,2,2,Las Vegas Ophthalmology Residency Program,FALSE,2995893,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",Nevada Home Working Together RHTP 2026 Award Announcement,https://www.ruralcarejourney.com/api/documents/8e77743a-e92d-44ed-a474-c1eded561caa/file,NA,"§6.2: comma-delimited awardeeName naming 2 recipients, 1 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
539bc63d-d5b3-43bf-afbc-40ace471d416,NV,Nevada,SUBAWARD,"University of Nevada, Reno SOM - Obstetrics & Gynecology",COMMA,2,1,University of Nevada,TRUE,1957173,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",NV - 2026 - Nevada Invests Nearly $16 Million to Train the Next Generation of Physicians,https://www.ruralcarejourney.com/api/documents/a0bf90e7-2a97-43d4-8bc0-ccd567ae04ac/file,NA,"§6.2: comma-delimited awardeeName naming 2 recipients, 1 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
539bc63d-d5b3-43bf-afbc-40ace471d416,NV,Nevada,SUBAWARD,"University of Nevada, Reno SOM - Obstetrics & Gynecology",COMMA,2,2,Reno SOM - Obstetrics & Gynecology,FALSE,1957173,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",NV - 2026 - Nevada Invests Nearly $16 Million to Train the Next Generation of Physicians,https://www.ruralcarejourney.com/api/documents/a0bf90e7-2a97-43d4-8bc0-ccd567ae04ac/file,NA,"§6.2: comma-delimited awardeeName naming 2 recipients, 1 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
5bcd08ee-f2c7-42df-9901-433b8f23b717,NV,Nevada,SUBAWARD,"University of Nevada, Reno Pulmonary Disease and Critical Care Medicine Fellowship Program",COMMA,2,1,University of Nevada,TRUE,919303,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",Nevada Home Working Together RHTP 2026 Award Announcement,https://www.ruralcarejourney.com/api/documents/8e77743a-e92d-44ed-a474-c1eded561caa/file,NA,"§6.2: comma-delimited awardeeName naming 2 recipients, 1 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
5bcd08ee-f2c7-42df-9901-433b8f23b717,NV,Nevada,SUBAWARD,"University of Nevada, Reno Pulmonary Disease and Critical Care Medicine Fellowship Program",COMMA,2,2,Reno Pulmonary Disease and Critical Care Medicine Fellowship Program,FALSE,919303,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",Nevada Home Working Together RHTP 2026 Award Announcement,https://www.ruralcarejourney.com/api/documents/8e77743a-e92d-44ed-a474-c1eded561caa/file,NA,"§6.2: comma-delimited awardeeName naming 2 recipients, 1 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
71e99b49-0f00-4f3e-a5c5-f038c3559a46,NV,Nevada,SUBAWARD,"University of Nevada, Reno Obstetrics and Gynecology Residency Program",COMMA,2,1,University of Nevada,TRUE,1957173,"RCJ published one amount for a field naming 2 recipients. This is the FIELD total, NOT this recipient's award. Never divide it (§6.2) - no source states how it splits.",Nevada Home Working Together RHTP 2026 Award Announcement,https://www.ruralcarejourney.com/api/documents/8e77743a-e92d-44ed-a474-c1eded561caa/file,NA,"§6.2: comma-delimited awardeeName naming 2 recipients, 1 of which pass the §6.1 legal-entity test. One candidate per fragment, routed to review -- the split is a guess about the state's formatting, not a fact. The amount is the FIELD total and is never divided."
