state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,amount_basis,round_amount,initiative,activity_type_raw,determination_basis,recipient_type_rule,source_archive_path,basis_type,verified_by,verified_basis
MI,34,Chippewa-Luce-Mackinac Community Action Human Resource Authority,124794,NONPROFIT_CBO,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Chronic Disease Collaborative Care Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,NONPROFIT_CBO,LOW,,Chronic Disease Collaborative Care Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Chronic Disease Collaborative Care Fund,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Community action agency for Chippewa, Luce and Mackinac counties, organized as a Human Resource Authority (may be a public body rather than a private nonprofit). Same organization as row 122. [Org type from general knowledge; URL is the award source.] flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,GENERAL_KNOWLEDGE,"Claude, run by IN","Community action agency for Chippewa, Luce and Mackinac counties, organized as a Human Resource Authority (may be a public body rather than a private nonprofit). Same organization as row 122. [Org type from general knowledge; URL is the award source.]"
MI,35,Community Action Agency of Allegan County,35275,NONPROFIT_CBO,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Chronic Disease Collaborative Care Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,NONPROFIT_CBO,LOW,,Chronic Disease Collaborative Care Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Chronic Disease Collaborative Care Fund,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Community action agency for Allegan County. Legal form not confirmed (some county CAAs are county departments). [Org type from general knowledge; URL is the award source.] flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,GENERAL_KNOWLEDGE,"Claude, run by IN",Community action agency for Allegan County. Legal form not confirmed (some county CAAs are county departments). [Org type from general knowledge; URL is the award source.]
MI,36,Community Action Agency of South Central Michigan,110779,NONPROFIT_CBO,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Chronic Disease Collaborative Care Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,NONPROFIT_CBO,LOW,,Chronic Disease Collaborative Care Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Chronic Disease Collaborative Care Fund,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Community action agency for south central Michigan. [Org type from general knowledge; URL is the award source.] flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,GENERAL_KNOWLEDGE,"Claude, run by IN",Community action agency for south central Michigan. [Org type from general knowledge; URL is the award source.]
MI,37,Corner Health Center,83333,NONPROFIT_CBO,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Collaborative Care Integration and Sustainability Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,NONPROFIT_CBO,MEDIUM,,Collaborative Care Integration and Sustainability Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Collaborative Care Integration and Sustainability Fund,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (ORG_WEBSITE, Claude, run by IN): Nonprofit adolescent and young-adult health center in Ypsilanti (MDHHS Child and Adolescent Health Center program); not an FQHC. https://www.guidestar.org/profile/38-2329742 flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,ORG_WEBSITE,"Claude, run by IN",Nonprofit adolescent and young-adult health center in Ypsilanti (MDHHS Child and Adolescent Health Center program); not an FQHC. https://www.guidestar.org/profile/38-2329742
MI,38,Covered Bridge Healthcare,76923,FQHC_OR_RHC,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Collaborative Care Integration and Sustainability Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,NONPROFIT_CBO,LOW,,Collaborative Care Integration and Sustainability Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Collaborative Care Integration and Sustainability Fund,"RECIPIENT TYPE VERIFIED (session 49): FQHC_OR_RHC. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Covered Bridge Healthcare (St. Joseph County), an FQHC. [Org type from general knowledge; URL is the award source.] flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,GENERAL_KNOWLEDGE,"Claude, run by IN","Covered Bridge Healthcare (St. Joseph County), an FQHC. [Org type from general knowledge; URL is the award source.]"
MI,39,Dickinson-Iron Community Services Agency (CSA),89519,NONPROFIT_CBO,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Chronic Disease Collaborative Care Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,NONPROFIT_CBO,LOW,,Chronic Disease Collaborative Care Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Chronic Disease Collaborative Care Fund,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Community action agency for Dickinson and Iron counties. [Org type from general knowledge; URL is the award source.] flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,GENERAL_KNOWLEDGE,"Claude, run by IN",Community action agency for Dickinson and Iron counties. [Org type from general knowledge; URL is the award source.]
MI,40,District Health Department #10,83333,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Collaborative Care Integration and Sustainability Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,LOCAL_GOVT_OR_PUBLIC_HEALTH,HIGH,,Collaborative Care Integration and Sustainability Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Collaborative Care Integration and Sustainability Fund,"Recipient name rule: a health department, or a body named Public Health <place>: a local public health body. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",PATTERN,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,,,
MI,41,District Health Department #10 (Lake County - Mobile Health),250000,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Collaborative Care Integration and Sustainability Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,LOCAL_GOVT_OR_PUBLIC_HEALTH,HIGH,,Collaborative Care Integration and Sustainability Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Collaborative Care Integration and Sustainability Fund,"Recipient name rule: a health department, or a body named Public Health <place>: a local public health body. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",PATTERN,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,,,
MI,42,East Jordan Family Health Centers,76923,FQHC_OR_RHC,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Collaborative Care Integration and Sustainability Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,NONPROFIT_CBO,MEDIUM,,Collaborative Care Integration and Sustainability Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Collaborative Care Integration and Sustainability Fund,"RECIPIENT TYPE VERIFIED (session 49): FQHC_OR_RHC. Basis (ORG_WEBSITE, Claude, run by IN): HRSA-funded FQHC (East Jordan and Bellaire sites). https://nachc.org/wp-content/uploads/2025/01/MI01.pdf flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,ORG_WEBSITE,"Claude, run by IN",HRSA-funded FQHC (East Jordan and Bellaire sites). https://nachc.org/wp-content/uploads/2025/01/MI01.pdf
MI,43,"EightCAP, Inc.",141100,NONPROFIT_CBO,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Chronic Disease Collaborative Care Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,NONPROFIT_CBO,LOW,,Chronic Disease Collaborative Care Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Chronic Disease Collaborative Care Fund,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): EightCAP, a community action agency. [Org type from general knowledge; URL is the award source.] flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,GENERAL_KNOWLEDGE,"Claude, run by IN","EightCAP, a community action agency. [Org type from general knowledge; URL is the award source.]"
MI,44,Family Medical Center - Lenawee,76924,HOSPITAL_OR_SYSTEM,Yes,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Collaborative Care Integration and Sustainability Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,HOSPITAL_OR_SYSTEM,HIGH,,Collaborative Care Integration and Sustainability Fund,BP1,DIRECT,,NAMED_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Collaborative Care Integration and Sustainability Fund,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,,,
MI,45,"FiveCAP, Inc.",160069,NONPROFIT_CBO,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Chronic Disease Collaborative Care Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,NONPROFIT_CBO,LOW,,Chronic Disease Collaborative Care Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Chronic Disease Collaborative Care Fund,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): FiveCAP, a community action agency (west Michigan). [Org type from general knowledge; URL is the award source.] flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,GENERAL_KNOWLEDGE,"Claude, run by IN","FiveCAP, a community action agency (west Michigan). [Org type from general knowledge; URL is the award source.]"
MI,46,Grace Health,76923,FQHC_OR_RHC,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Collaborative Care Integration and Sustainability Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,NONPROFIT_CBO,LOW,,Collaborative Care Integration and Sustainability Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Collaborative Care Integration and Sustainability Fund,"RECIPIENT TYPE VERIFIED (session 49): FQHC_OR_RHC. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Grace Health (Battle Creek), an FQHC. [Org type from general knowledge; URL is the award source.] flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,GENERAL_KNOWLEDGE,"Claude, run by IN","Grace Health (Battle Creek), an FQHC. [Org type from general knowledge; URL is the award source.]"
MI,47,Great Lakes Bay Health Centers,76923,FQHC_OR_RHC,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Collaborative Care Integration and Sustainability Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,NONPROFIT_CBO,MEDIUM,,Collaborative Care Integration and Sustainability Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Collaborative Care Integration and Sustainability Fund,"RECIPIENT TYPE VERIFIED (session 49): FQHC_OR_RHC. Basis (ORG_WEBSITE, Claude, run by IN): HRSA-funded FQHC network (Saginaw and surrounding counties). https://nachc.org/wp-content/uploads/2025/01/MI01.pdf flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,ORG_WEBSITE,"Claude, run by IN",HRSA-funded FQHC network (Saginaw and surrounding counties). https://nachc.org/wp-content/uploads/2025/01/MI01.pdf
MI,48,Gogebic-Ontonagon Community Action Agency,89519,NONPROFIT_CBO,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Chronic Disease Collaborative Care Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,NONPROFIT_CBO,LOW,,Chronic Disease Collaborative Care Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Chronic Disease Collaborative Care Fund,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Community action agency for Gogebic and Ontonagon counties. [Org type from general knowledge; URL is the award source.] flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,GENERAL_KNOWLEDGE,"Claude, run by IN",Community action agency for Gogebic and Ontonagon counties. [Org type from general knowledge; URL is the award source.]
MI,49,Harbor Beach Community School District School Wellness Program,83333,SCHOOL_OR_DISTRICT,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Collaborative Care Integration and Sustainability Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,SCHOOL_OR_DISTRICT,HIGH,,Collaborative Care Integration and Sustainability Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Collaborative Care Integration and Sustainability Fund,"Recipient name rule: name states a school system. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",PATTERN,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,,,
MI,50,Health Department of Northwest Michigan,83333,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Collaborative Care Integration and Sustainability Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,LOCAL_GOVT_OR_PUBLIC_HEALTH,HIGH,,Collaborative Care Integration and Sustainability Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Collaborative Care Integration and Sustainability Fund,"Recipient name rule: a health department, or a body named Public Health <place>: a local public health body. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",PATTERN,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,,,
MI,51,Human Development Commission,147618,NONPROFIT_CBO,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Chronic Disease Collaborative Care Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,NONPROFIT_CBO,LOW,,Chronic Disease Collaborative Care Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Chronic Disease Collaborative Care Fund,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Human Development Commission (Caro), a community action agency for the Thumb counties. [Org type from general knowledge; URL is the award source.] flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,GENERAL_KNOWLEDGE,"Claude, run by IN","Human Development Commission (Caro), a community action agency for the Thumb counties. [Org type from general knowledge; URL is the award source.]"
MI,52,Intercare Community Health Network,83333,FQHC_OR_RHC,No,"MDHHS RHTP subrecipient, Transforming Rural Health Through Partnerships Initiative -- Collaborative Care Integration and Sustainability Fund. On the roster as of 2026-07-10 and 2026-08-31; MDHHS states the amount is contingent on CMS approval.",Yes,No,FY2026,RHTP Subrecipients -- Michigan Department of Health and Human Services,https://www.michigan.gov/mdhhs/assistance-programs/medicaid/rural-health-transformation-program/rhtp-subrecipients,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,NONPROFIT_CBO,LOW,,Collaborative Care Integration and Sustainability Fund,BP1,NON_HOSPITAL,,NOT_HOSPITAL,,STATED_PER_RECIPIENT,,Transforming Rural Health Through Partnerships Initiative,Collaborative Care Integration and Sustainability Fund,"RECIPIENT TYPE VERIFIED (session 49): FQHC_OR_RHC. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Intercare Community Health Network, an FQHC serving southwest Michigan. [Org type from general knowledge; URL is the award source.] flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MI/2026-09-24_mi_rhtp_subrecipients.html,GENERAL_KNOWLEDGE,"Claude, run by IN","Intercare Community Health Network, an FQHC serving southwest Michigan. [Org type from general knowledge; URL is the award source.]"
