state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,amount_basis,county,project_description,round_id,round_name,round_awards,round_amount,initiative,initiative_fund_use,source_archive_path
OK,11,Absentee Shawnee Tribal Health System,42500,TRIBAL_ORG,No,"Cleveland County. Absentee Shawnee Tribal Health System will invest in blood pressure cuffs in multiple sizes, glucose monitors, and smart glass body weight scales with BMI indicators. Diagnostic tools help patients track their health progress at home, leading to earlier detection and better management of chronic conditions like diabetes and hypertension. [ER1.1][CP1.2]Investments will also include health and wellness equipment for their diet and wellness programming and rehabilitation. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a tribal entity.,HIGH,,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Cleveland,"Absentee Shawnee Tribal Health System will invest in blood pressure cuffs in multiple sizes, glucose monitors, and smart glass body weight scales with BMI indicators. Diagnostic tools help patients track their health progress at home, leading to earlier detection and better management of chronic conditions like diabetes and hypertension. [ER1.1][CP1.2]Investments will also include health and wellness equipment for their diet and wellness programming and rehabilitation.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,12,Family Health Center of Southern Oklahoma,35800,NONPROFIT_CBO,No,"Coal County. Family Health Center of Southern Oklahoma (FHCSO) will invest in home-monitoring equipment, which includes pulse oximeters, digital thermometers, blood pressure cuffs, and scales, to support patients diagnosed with chronic conditions in monitoring key health indicators at home. FHCSO will also invest in a body composition machine to assess overall patient health, including weight, body fat percentage, muscle mass, and fluid balance. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Coal,"Family Health Center of Southern Oklahoma (FHCSO) will invest in home-monitoring equipment, which includes pulse oximeters, digital thermometers, blood pressure cuffs, and scales, to support patients diagnosed with chronic conditions in monitoring key health indicators at home. FHCSO will also invest in a body composition machine to assess overall patient health, including weight, body fat percentage, muscle mass, and fluid balance.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,13,Comanche County Hospital Authority,50000,HOSPITAL_OR_SYSTEM,Yes,"Comanche County. Comanche County Hospital Authority will invest in clinical access infrastructure equipment to deliver point-of-service [BC2.1][ER2.2][CP2.3]care to patients of FQHC clinics in Comanche, County. [BC3.1]CCHA will upgrade X-ray equipment to reduce radiation exposure and deliver faster results via on-the-spot diagnosis, improving patient outcomes, and quality of life. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a hospital.,HIGH,,MICROGRANTS,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,award amount as published per county by OSDH,Comanche,"Comanche County Hospital Authority will invest in clinical access infrastructure equipment to deliver point-of-service [BC2.1][ER2.2][CP2.3]care to patients of FQHC clinics in Comanche, County. [BC3.1]CCHA will upgrade X-ray equipment to reduce radiation exposure and deliver faster results via on-the-spot diagnosis, improving patient outcomes, and quality of life.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,14,DRH Health,24337.82,NONPROFIT_CBO,No,"Cotton County. DRH Health will invest in clinical access and point-of-care equipment for its Rural Health Clinics [ER4.1][CP4.2]to enable providers to conduct medical examinations, diagnose and treat patients, maintain compliance with CMS requirements for Medicare and Medicaid patients, and better support people with disabilities. Equipment includes examination tables, vital signs devices, hypertension management tools, wheelchair accessible scales, education materials to empower patients to manage their chronic conditions, bariatric wheelchairs, and diagnostic equipment. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Cotton,"DRH Health will invest in clinical access and point-of-care equipment for its Rural Health Clinics [ER4.1][CP4.2]to enable providers to conduct medical examinations, diagnose and treat patients, maintain compliance with CMS requirements for Medicare and Medicaid patients, and better support people with disabilities. Equipment includes examination tables, vital signs devices, hypertension management tools, wheelchair accessible scales, education materials to empower patients to manage their chronic conditions, bariatric wheelchairs, and diagnostic equipment.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,15,Baptist Healthcare,36594,NONPROFIT_CBO,No,"Craig County. Baptist Healthcare will invest in one additional ultrasound machine for its clinic. The new system will expand capacity for imaging and improve the overall quality and timeliness of care. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Craig,Baptist Healthcare will invest in one additional ultrasound machine for its clinic. The new system will expand capacity for imaging and improve the overall quality and timeliness of care.,MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,16,CREOKS Mental Health Services Inc.,49997.68,NONPROFIT_CBO,No,"Creek County. CREOKS will invest in mobile medical carts, a medication dispensing machine, emergency medical cots, laptops, and a transportation van. These investments will strengthen crisis stabilization capacity, improve medication management and emergency readiness, support clinical assessment and workflow, and help clients access needed care and recovery services. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Creek,"CREOKS will invest in mobile medical carts, a medication dispensing machine, emergency medical cots, laptops, and a transportation van. These investments will strengthen crisis stabilization capacity, improve medication management and emergency readiness, support clinical assessment and workflow, and help clients access needed care and recovery services.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,17,TheraWest LLC,38016.68,NONPROFIT_CBO,No,"Custer County. TheraWest LLC will invest in one anti-gravity treadmill, which utilizes NASA-developed differential air-pressure technology to reduce a patient's effective body weight by up to 80%. The technology allows for therapeutic [BC5.1]movement that would otherwise be impossible or painful during the early stages of recovery. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Custer,"TheraWest LLC will invest in one anti-gravity treadmill, which utilizes NASA-developed differential air-pressure technology to reduce a patient's effective body weight by up to 80%. The technology allows for therapeutic [BC5.1]movement that would otherwise be impossible or painful during the early stages of recovery.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,18,St. Francis Health System,25000,HOSPITAL_OR_SYSTEM,Yes,"Delaware County. St. Francis Health System will invest in retina scanning and remote patient monitoring equipment. This investment will bring the medical expertise and capacity of the larger Saint Francis Health System network into rural facilities via telemedicine and related equipment, improving the timeliness of specialized treatment and reducing the transportation burden on patients and their families. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a health system.,MEDIUM,,MICROGRANTS,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,award amount as published per county by OSDH,Delaware,"St. Francis Health System will invest in retina scanning and remote patient monitoring equipment. This investment will bring the medical expertise and capacity of the larger Saint Francis Health System network into rural facilities via telemedicine and related equipment, improving the timeliness of specialized treatment and reducing the transportation burden on patients and their families.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,19,Seiling Municipal Hospital,48990,HOSPITAL_OR_SYSTEM,Yes,"Dewey County. Seiling Municipal Hospital will invest in a non-contact, low-frequency ultrasound treatment that promotes wound healing by increasing blood flow, reducing bacteria, and stimulating tissue regeneration. It is particularly beneficial for patients with chronic or complex wounds, including diabetic ulcers, pressure injuries, and post-surgical wounds. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a hospital.,HIGH,,MICROGRANTS,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,award amount as published per county by OSDH,Dewey,"Seiling Municipal Hospital will invest in a non-contact, low-frequency ultrasound treatment that promotes wound healing by increasing blood flow, reducing bacteria, and stimulating tissue regeneration. It is particularly beneficial for patients with chronic or complex wounds, including diabetic ulcers, pressure injuries, and post-surgical wounds.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,20,"Newman Memorial Hospital, Inc.",49749.95,HOSPITAL_OR_SYSTEM,Yes,"Ellis County. Newman Memorial Hospital, Inc. will invest in new equipment to strengthen diagnostic, respiratory, medication administration, and patient care capacity. Equipment includes IV pumps and a laboratory microscope to ensure continued reliability and accuracy in medication administration and diagnostic testing; a non-invasive ventilator to expand respiratory support capacity during periods of high patient volume; and a bariatric standing scale to improve patient safety and allow for accurate assessment of a broader patient population. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a hospital.,HIGH,,MICROGRANTS,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,award amount as published per county by OSDH,Ellis,"Newman Memorial Hospital, Inc. will invest in new equipment to strengthen diagnostic, respiratory, medication administration, and patient care capacity. Equipment includes IV pumps and a laboratory microscope to ensure continued reliability and accuracy in medication administration and diagnostic testing; a non-invasive ventilator to expand respiratory support capacity during periods of high patient volume; and a bariatric standing scale to improve patient safety and allow for accurate assessment of a broader patient population.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,21,Great Salt Plains Health Center,59220,NONPROFIT_CBO,No,"Garfield County. Great Salt Plains Health Center will invest in architectural and engineering (A&E) design services for the repurposing of existing space within the clinical facility to support the expansion of the rural residency teaching program to accommodate up to 12 residents. Services will include facility planning, schematic design, and coordination necessary to reconfigure existing space for clinical and educational use. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Garfield,"Great Salt Plains Health Center will invest in architectural and engineering (A&E) design services for the repurposing of existing space within the clinical facility to support the expansion of the rural residency teaching program to accommodate up to 12 residents. Services will include facility planning, schematic design, and coordination necessary to reconfigure existing space for clinical and educational use.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,22,Lindsay Municipal Hospital,39799.38,HOSPITAL_OR_SYSTEM,Yes,"Garvin County. Lindsay Municipal Hospital will invest in upgrading and replacing critical equipment to deliver safe, timely, and reliable care in a rural healthcare setting. These investments will support community wellness by improving emergency readiness, enhancing patient safety, and increasing operational efficiency across multiple departments. Equipment includes thermometers, analyzers, a tube rocker, a system for surgical instrument reprocessing, a patient lift, a stretcher, and materials to improve laboratory diagnostic accuracy and efficiency. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a hospital.,HIGH,,MICROGRANTS,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,award amount as published per county by OSDH,Garvin,"Lindsay Municipal Hospital will invest in upgrading and replacing critical equipment to deliver safe, timely, and reliable care in a rural healthcare setting. These investments will support community wellness by improving emergency readiness, enhancing patient safety, and increasing operational efficiency across multiple departments. Equipment includes thermometers, analyzers, a tube rocker, a system for surgical instrument reprocessing, a patient lift, a stretcher, and materials to improve laboratory diagnostic accuracy and efficiency.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,23,Empowerment Solutions,29950,NONPROFIT_CBO,No,"Grady County. Empowerment Solutions will invest in a workstation equipped with digital radiography equipment to upgrade to full digital imaging capability, in addition to required preventive maintenance to comply with existing equipment. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Grady,"Empowerment Solutions will invest in a workstation equipped with digital radiography equipment to upgrade to full digital imaging capability, in addition to required preventive maintenance to comply with existing equipment.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,24,Great Salt Plains Health Center,61776,NONPROFIT_CBO,No,"Grant County. Great Salt Plains Health Center will invest in a vaccine management system to improve vaccine storage, guarantee temperature control, and enhance patient safety. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Grant,"Great Salt Plains Health Center will invest in a vaccine management system to improve vaccine storage, guarantee temperature control, and enhance patient safety.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,25,Jackson County Memorial Hospital Authority,34152.99,HOSPITAL_OR_SYSTEM,Yes,"Greer County. Jackson County Memorial Hospital Authority will invest in clinical access and point-of-care equipment for its Rural Health Clinics [ER8.1][CP8.2]to enable providers to conduct medical examinations, diagnose and treat patients, maintain compliance with HHS requirements for treatment of Medicare and Medicaid patients, and serve people with disabilities. Equipment includes examination tables, a lab draw chair, scopes for conducting examinations, point-of-care ultrasound equipment, and bariatric patient chairs. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a hospital.,HIGH,,MICROGRANTS,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,award amount as published per county by OSDH,Greer,"Jackson County Memorial Hospital Authority will invest in clinical access and point-of-care equipment for its Rural Health Clinics [ER8.1][CP8.2]to enable providers to conduct medical examinations, diagnose and treat patients, maintain compliance with HHS requirements for treatment of Medicare and Medicaid patients, and serve people with disabilities. Equipment includes examination tables, a lab draw chair, scopes for conducting examinations, point-of-care ultrasound equipment, and bariatric patient chairs.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,26,Jackson County Memorial Hospital Authority,34152.99,HOSPITAL_OR_SYSTEM,Yes,"Harmon County. Jackson County Memorial Hospital Authority will invest in clinical access and point-of-care equipment for its Rural Health Clinics t[ER9.1][CP9.2]o enable providers to conduct medical examinations, diagnose and treat patients, maintain compliance with HHS requirements for treatment of Medicare and Medicaid patients, and serve people with disabilities. Equipment includes examination tables, a lab draw chair, scopes for conducting examinations, point-of-care ultrasound equipment, and bariatric patient chairs. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a hospital.,HIGH,,MICROGRANTS,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,award amount as published per county by OSDH,Harmon,"Jackson County Memorial Hospital Authority will invest in clinical access and point-of-care equipment for its Rural Health Clinics t[ER9.1][CP9.2]o enable providers to conduct medical examinations, diagnose and treat patients, maintain compliance with HHS requirements for treatment of Medicare and Medicaid patients, and serve people with disabilities. Equipment includes examination tables, a lab draw chair, scopes for conducting examinations, point-of-care ultrasound equipment, and bariatric patient chairs.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,27,Harper County Community Hospital,60360.41,HOSPITAL_OR_SYSTEM,Yes,"Harper County. Harper County Community Hospital will invest in a pulmonary function test machine to strengthen the hospital's ability to provide comprehensive respiratory care, improve diagnostic capabilities, and enhance overall patient service delivery in the community. Additionally, they will invest in a balance system to strengthen the hospital's rehabilitation services, improve patient safety by addressing fall risk, and expand access to advanced therapeutic technology. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a hospital.,HIGH,,MICROGRANTS,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,award amount as published per county by OSDH,Harper,"Harper County Community Hospital will invest in a pulmonary function test machine to strengthen the hospital's ability to provide comprehensive respiratory care, improve diagnostic capabilities, and enhance overall patient service delivery in the community. Additionally, they will invest in a balance system to strengthen the hospital's rehabilitation services, improve patient safety by addressing fall risk, and expand access to advanced therapeutic technology.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
