state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,determination_basis,amount_basis,county,provider_type,round_name,notice_date,source_archive_path,row_in_pool
IA,44,Iowa Specialty Hospital,,HOSPITAL_OR_SYSTEM,Yes,"Provider type: Board-certified/eligible OB/GYN physician. County: Hamilton. Published by Iowa HHS as a Notice of Intent to Award, linked from the ""Where to Find Funding Awardees"" section of its Healthy Hometowns page. THE NOTICE PUBLISHES NO AMOUNT FOR ANY RECIPIENT: the only dollar figure it carries is in its CMS financial-assistance footer, whose tier changes between Iowa's February and June notices (§0.2), so no figure is attributed to this row and none is divided (§6.2). It is an INTENT, in the notice's own words: ""this Notice does NOT constitute the formation of a contract ... The bidder shall not acquire any legal or equitable rights relative to the contract services until a contract is executed.""",Yes,No,2026,"Iowa HHS Notice of Intent to Award, RFP #PHTHORC26010 Best and Brightest - Rural Healthcare Workforce Recruitment",https://hhs.iowa.gov/media/18094/download?inline,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03z_ia_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,MEDIUM,AMOUNT_MISSING,PHTHORC26010,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"Iowa publishes NO per-recipient amount. The notice's only dollar figure is its CMS footer, and that footer carries the RFP's pool in Iowa's Jan/Feb notices and the STATE ALLOTMENT in its June ones, so it is recorded per document in ia_notice_footers.csv and never attached to a recipient (§0.2, §6.2).",Hamilton,Board-certified/eligible OB/GYN physician,Best and Brightest - Rural Healthcare Workforce Recruitment,2026-01-30,data/evidence/IA/2026-01-30_ia_noia_phthorc26010_best_and_brightest_rural_healthcare_workforc.pdf,44
IA,45,Iowa Specialty Hospital,,HOSPITAL_OR_SYSTEM,Yes,"Provider type: RN-OB. County: Wright. Published by Iowa HHS as a Notice of Intent to Award, linked from the ""Where to Find Funding Awardees"" section of its Healthy Hometowns page. THE NOTICE PUBLISHES NO AMOUNT FOR ANY RECIPIENT: the only dollar figure it carries is in its CMS financial-assistance footer, whose tier changes between Iowa's February and June notices (§0.2), so no figure is attributed to this row and none is divided (§6.2). It is an INTENT, in the notice's own words: ""this Notice does NOT constitute the formation of a contract ... The bidder shall not acquire any legal or equitable rights relative to the contract services until a contract is executed.""",Yes,No,2026,"Iowa HHS Notice of Intent to Award, RFP #PHTHORC26010 Best and Brightest - Rural Healthcare Workforce Recruitment",https://hhs.iowa.gov/media/18094/download?inline,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03z_ia_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,MEDIUM,AMOUNT_MISSING,PHTHORC26010,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"Iowa publishes NO per-recipient amount. The notice's only dollar figure is its CMS footer, and that footer carries the RFP's pool in Iowa's Jan/Feb notices and the STATE ALLOTMENT in its June ones, so it is recorded per document in ia_notice_footers.csv and never attached to a recipient (§0.2, §6.2).",Wright,RN-OB,Best and Brightest - Rural Healthcare Workforce Recruitment,2026-01-30,data/evidence/IA/2026-01-30_ia_noia_phthorc26010_best_and_brightest_rural_healthcare_workforc.pdf,45
IA,46,Keokuk Area Hospital,,HOSPITAL_OR_SYSTEM,Yes,"Provider type: Emergency Medicine Physician. County: Lee. Published by Iowa HHS as a Notice of Intent to Award, linked from the ""Where to Find Funding Awardees"" section of its Healthy Hometowns page. THE NOTICE PUBLISHES NO AMOUNT FOR ANY RECIPIENT: the only dollar figure it carries is in its CMS financial-assistance footer, whose tier changes between Iowa's February and June notices (§0.2), so no figure is attributed to this row and none is divided (§6.2). It is an INTENT, in the notice's own words: ""this Notice does NOT constitute the formation of a contract ... The bidder shall not acquire any legal or equitable rights relative to the contract services until a contract is executed.""",Yes,No,2026,"Iowa HHS Notice of Intent to Award, RFP #PHTHORC26010 Best and Brightest - Rural Healthcare Workforce Recruitment",https://hhs.iowa.gov/media/18094/download?inline,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03z_ia_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,MEDIUM,AMOUNT_MISSING,PHTHORC26010,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"Iowa publishes NO per-recipient amount. The notice's only dollar figure is its CMS footer, and that footer carries the RFP's pool in Iowa's Jan/Feb notices and the STATE ALLOTMENT in its June ones, so it is recorded per document in ia_notice_footers.csv and never attached to a recipient (§0.2, §6.2).",Lee,Emergency Medicine Physician,Best and Brightest - Rural Healthcare Workforce Recruitment,2026-01-30,data/evidence/IA/2026-01-30_ia_noia_phthorc26010_best_and_brightest_rural_healthcare_workforc.pdf,46
IA,47,Kossuth Regional Health Center,,NONPROFIT_CBO,No,"Provider type: RN. County: Kossuth. Published by Iowa HHS as a Notice of Intent to Award, linked from the ""Where to Find Funding Awardees"" section of its Healthy Hometowns page. THE NOTICE PUBLISHES NO AMOUNT FOR ANY RECIPIENT: the only dollar figure it carries is in its CMS financial-assistance footer, whose tier changes between Iowa's February and June notices (§0.2), so no figure is attributed to this row and none is divided (§6.2). It is an INTENT, in the notice's own words: ""this Notice does NOT constitute the formation of a contract ... The bidder shall not acquire any legal or equitable rights relative to the contract services until a contract is executed.""",Yes,No,2026,"Iowa HHS Notice of Intent to Award, RFP #PHTHORC26010 Best and Brightest - Rural Healthcare Workforce Recruitment",https://hhs.iowa.gov/media/18094/download?inline,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03z_ia_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_MISSING;RECIPIENT_TYPE_INFERRED,PHTHORC26010,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","Iowa publishes NO per-recipient amount. The notice's only dollar figure is its CMS footer, and that footer carries the RFP's pool in Iowa's Jan/Feb notices and the STATE ALLOTMENT in its June ones, so it is recorded per document in ia_notice_footers.csv and never attached to a recipient (§0.2, §6.2).",Kossuth,RN,Best and Brightest - Rural Healthcare Workforce Recruitment,2026-01-30,data/evidence/IA/2026-01-30_ia_noia_phthorc26010_best_and_brightest_rural_healthcare_workforc.pdf,47
IA,48,Lucas County Health Center,,NONPROFIT_CBO,No,"Provider type: Advanced Registered Nurse Practitioner (ARNP). County: Lucas. Published by Iowa HHS as a Notice of Intent to Award, linked from the ""Where to Find Funding Awardees"" section of its Healthy Hometowns page. THE NOTICE PUBLISHES NO AMOUNT FOR ANY RECIPIENT: the only dollar figure it carries is in its CMS financial-assistance footer, whose tier changes between Iowa's February and June notices (§0.2), so no figure is attributed to this row and none is divided (§6.2). It is an INTENT, in the notice's own words: ""this Notice does NOT constitute the formation of a contract ... The bidder shall not acquire any legal or equitable rights relative to the contract services until a contract is executed.""",Yes,No,2026,"Iowa HHS Notice of Intent to Award, RFP #PHTHORC26010 Best and Brightest - Rural Healthcare Workforce Recruitment",https://hhs.iowa.gov/media/18094/download?inline,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03z_ia_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_MISSING;RECIPIENT_TYPE_INFERRED,PHTHORC26010,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","Iowa publishes NO per-recipient amount. The notice's only dollar figure is its CMS footer, and that footer carries the RFP's pool in Iowa's Jan/Feb notices and the STATE ALLOTMENT in its June ones, so it is recorded per document in ia_notice_footers.csv and never attached to a recipient (§0.2, §6.2).",Lucas,Advanced Registered Nurse Practitioner (ARNP),Best and Brightest - Rural Healthcare Workforce Recruitment,2026-01-30,data/evidence/IA/2026-01-30_ia_noia_phthorc26010_best_and_brightest_rural_healthcare_workforc.pdf,48
IA,49,Lucas County Health Center,,NONPROFIT_CBO,No,"Provider type: Registered Nurse (RN). County: Lucas. Published by Iowa HHS as a Notice of Intent to Award, linked from the ""Where to Find Funding Awardees"" section of its Healthy Hometowns page. THE NOTICE PUBLISHES NO AMOUNT FOR ANY RECIPIENT: the only dollar figure it carries is in its CMS financial-assistance footer, whose tier changes between Iowa's February and June notices (§0.2), so no figure is attributed to this row and none is divided (§6.2). It is an INTENT, in the notice's own words: ""this Notice does NOT constitute the formation of a contract ... The bidder shall not acquire any legal or equitable rights relative to the contract services until a contract is executed.""",Yes,No,2026,"Iowa HHS Notice of Intent to Award, RFP #PHTHORC26010 Best and Brightest - Rural Healthcare Workforce Recruitment",https://hhs.iowa.gov/media/18094/download?inline,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03z_ia_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_MISSING;RECIPIENT_TYPE_INFERRED,PHTHORC26010,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","Iowa publishes NO per-recipient amount. The notice's only dollar figure is its CMS footer, and that footer carries the RFP's pool in Iowa's Jan/Feb notices and the STATE ALLOTMENT in its June ones, so it is recorded per document in ia_notice_footers.csv and never attached to a recipient (§0.2, §6.2).",Lucas,Registered Nurse (RN),Best and Brightest - Rural Healthcare Workforce Recruitment,2026-01-30,data/evidence/IA/2026-01-30_ia_noia_phthorc26010_best_and_brightest_rural_healthcare_workforc.pdf,49
IA,50,Madison County Healthcare System,,HOSPITAL_OR_SYSTEM,Yes,"Provider type: Pediatrician preferred; pediatric nurse practitioner as an alternative. County: Madison. Published by Iowa HHS as a Notice of Intent to Award, linked from the ""Where to Find Funding Awardees"" section of its Healthy Hometowns page. THE NOTICE PUBLISHES NO AMOUNT FOR ANY RECIPIENT: the only dollar figure it carries is in its CMS financial-assistance footer, whose tier changes between Iowa's February and June notices (§0.2), so no figure is attributed to this row and none is divided (§6.2). It is an INTENT, in the notice's own words: ""this Notice does NOT constitute the formation of a contract ... The bidder shall not acquire any legal or equitable rights relative to the contract services until a contract is executed.""",Yes,No,2026,"Iowa HHS Notice of Intent to Award, RFP #PHTHORC26010 Best and Brightest - Rural Healthcare Workforce Recruitment",https://hhs.iowa.gov/media/18094/download?inline,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03z_ia_year1_awardees.R,,,,,Recipient name rule: name states a health system.,MEDIUM,AMOUNT_MISSING,PHTHORC26010,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a health system. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"Iowa publishes NO per-recipient amount. The notice's only dollar figure is its CMS footer, and that footer carries the RFP's pool in Iowa's Jan/Feb notices and the STATE ALLOTMENT in its June ones, so it is recorded per document in ia_notice_footers.csv and never attached to a recipient (§0.2, §6.2).",Madison,Pediatrician preferred; pediatric nurse practitioner as an alternative,Best and Brightest - Rural Healthcare Workforce Recruitment,2026-01-30,data/evidence/IA/2026-01-30_ia_noia_phthorc26010_best_and_brightest_rural_healthcare_workforc.pdf,50
IA,51,Mahaska County Hospital dba Mahaska Health,,HOSPITAL_OR_SYSTEM,Yes,"Provider type: MD/DO. County: Mahaska. Published by Iowa HHS as a Notice of Intent to Award, linked from the ""Where to Find Funding Awardees"" section of its Healthy Hometowns page. THE NOTICE PUBLISHES NO AMOUNT FOR ANY RECIPIENT: the only dollar figure it carries is in its CMS financial-assistance footer, whose tier changes between Iowa's February and June notices (§0.2), so no figure is attributed to this row and none is divided (§6.2). It is an INTENT, in the notice's own words: ""this Notice does NOT constitute the formation of a contract ... The bidder shall not acquire any legal or equitable rights relative to the contract services until a contract is executed.""",Yes,No,2026,"Iowa HHS Notice of Intent to Award, RFP #PHTHORC26010 Best and Brightest - Rural Healthcare Workforce Recruitment",https://hhs.iowa.gov/media/18094/download?inline,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03z_ia_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,MEDIUM,AMOUNT_MISSING,PHTHORC26010,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"Iowa publishes NO per-recipient amount. The notice's only dollar figure is its CMS footer, and that footer carries the RFP's pool in Iowa's Jan/Feb notices and the STATE ALLOTMENT in its June ones, so it is recorded per document in ia_notice_footers.csv and never attached to a recipient (§0.2, §6.2).",Mahaska,MD/DO,Best and Brightest - Rural Healthcare Workforce Recruitment,2026-01-30,data/evidence/IA/2026-01-30_ia_noia_phthorc26010_best_and_brightest_rural_healthcare_workforc.pdf,51
IA,52,Partnership Mahaska County Hospital dba Mahaska Health Partnership,,HOSPITAL_OR_SYSTEM,Yes,"Provider type: Physician assistant. County: Mahaska. Published by Iowa HHS as a Notice of Intent to Award, linked from the ""Where to Find Funding Awardees"" section of its Healthy Hometowns page. THE NOTICE PUBLISHES NO AMOUNT FOR ANY RECIPIENT: the only dollar figure it carries is in its CMS financial-assistance footer, whose tier changes between Iowa's February and June notices (§0.2), so no figure is attributed to this row and none is divided (§6.2). It is an INTENT, in the notice's own words: ""this Notice does NOT constitute the formation of a contract ... The bidder shall not acquire any legal or equitable rights relative to the contract services until a contract is executed.""",Yes,No,2026,"Iowa HHS Notice of Intent to Award, RFP #PHTHORC26010 Best and Brightest - Rural Healthcare Workforce Recruitment",https://hhs.iowa.gov/media/18094/download?inline,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03z_ia_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,MEDIUM,AMOUNT_MISSING,PHTHORC26010,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"Iowa publishes NO per-recipient amount. The notice's only dollar figure is its CMS footer, and that footer carries the RFP's pool in Iowa's Jan/Feb notices and the STATE ALLOTMENT in its June ones, so it is recorded per document in ia_notice_footers.csv and never attached to a recipient (§0.2, §6.2).",Mahaska,Physician assistant,Best and Brightest - Rural Healthcare Workforce Recruitment,2026-01-30,data/evidence/IA/2026-01-30_ia_noia_phthorc26010_best_and_brightest_rural_healthcare_workforc.pdf,52
IA,53,Manning Regional Healthcare Center,,NONPROFIT_CBO,No,"Provider type: RN. County: Carroll. Published by Iowa HHS as a Notice of Intent to Award, linked from the ""Where to Find Funding Awardees"" section of its Healthy Hometowns page. THE NOTICE PUBLISHES NO AMOUNT FOR ANY RECIPIENT: the only dollar figure it carries is in its CMS financial-assistance footer, whose tier changes between Iowa's February and June notices (§0.2), so no figure is attributed to this row and none is divided (§6.2). It is an INTENT, in the notice's own words: ""this Notice does NOT constitute the formation of a contract ... The bidder shall not acquire any legal or equitable rights relative to the contract services until a contract is executed.""",Yes,No,2026,"Iowa HHS Notice of Intent to Award, RFP #PHTHORC26010 Best and Brightest - Rural Healthcare Workforce Recruitment",https://hhs.iowa.gov/media/18094/download?inline,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03z_ia_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_MISSING;RECIPIENT_TYPE_INFERRED,PHTHORC26010,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","Iowa publishes NO per-recipient amount. The notice's only dollar figure is its CMS footer, and that footer carries the RFP's pool in Iowa's Jan/Feb notices and the STATE ALLOTMENT in its June ones, so it is recorded per document in ia_notice_footers.csv and never attached to a recipient (§0.2, §6.2).",Carroll,RN,Best and Brightest - Rural Healthcare Workforce Recruitment,2026-01-30,data/evidence/IA/2026-01-30_ia_noia_phthorc26010_best_and_brightest_rural_healthcare_workforc.pdf,53
IA,54,Manning Regional Healthcare Center,,NONPROFIT_CBO,No,"Provider type: Advanced Registered Nurse Practitioner (ARNP). County: Carroll. Published by Iowa HHS as a Notice of Intent to Award, linked from the ""Where to Find Funding Awardees"" section of its Healthy Hometowns page. THE NOTICE PUBLISHES NO AMOUNT FOR ANY RECIPIENT: the only dollar figure it carries is in its CMS financial-assistance footer, whose tier changes between Iowa's February and June notices (§0.2), so no figure is attributed to this row and none is divided (§6.2). It is an INTENT, in the notice's own words: ""this Notice does NOT constitute the formation of a contract ... The bidder shall not acquire any legal or equitable rights relative to the contract services until a contract is executed.""",Yes,No,2026,"Iowa HHS Notice of Intent to Award, RFP #PHTHORC26010 Best and Brightest - Rural Healthcare Workforce Recruitment",https://hhs.iowa.gov/media/18094/download?inline,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03z_ia_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_MISSING;RECIPIENT_TYPE_INFERRED,PHTHORC26010,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","Iowa publishes NO per-recipient amount. The notice's only dollar figure is its CMS footer, and that footer carries the RFP's pool in Iowa's Jan/Feb notices and the STATE ALLOTMENT in its June ones, so it is recorded per document in ia_notice_footers.csv and never attached to a recipient (§0.2, §6.2).",Carroll,Advanced Registered Nurse Practitioner (ARNP),Best and Brightest - Rural Healthcare Workforce Recruitment,2026-01-30,data/evidence/IA/2026-01-30_ia_noia_phthorc26010_best_and_brightest_rural_healthcare_workforc.pdf,54
IA,55,Marengo Memorial Hospital,,HOSPITAL_OR_SYSTEM,Yes,"Provider type: MD/DO, NP, or PA-C. County: Washington. Published by Iowa HHS as a Notice of Intent to Award, linked from the ""Where to Find Funding Awardees"" section of its Healthy Hometowns page. THE NOTICE PUBLISHES NO AMOUNT FOR ANY RECIPIENT: the only dollar figure it carries is in its CMS financial-assistance footer, whose tier changes between Iowa's February and June notices (§0.2), so no figure is attributed to this row and none is divided (§6.2). It is an INTENT, in the notice's own words: ""this Notice does NOT constitute the formation of a contract ... The bidder shall not acquire any legal or equitable rights relative to the contract services until a contract is executed.""",Yes,No,2026,"Iowa HHS Notice of Intent to Award, RFP #PHTHORC26010 Best and Brightest - Rural Healthcare Workforce Recruitment",https://hhs.iowa.gov/media/18094/download?inline,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03z_ia_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,MEDIUM,AMOUNT_MISSING,PHTHORC26010,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"Iowa publishes NO per-recipient amount. The notice's only dollar figure is its CMS footer, and that footer carries the RFP's pool in Iowa's Jan/Feb notices and the STATE ALLOTMENT in its June ones, so it is recorded per document in ia_notice_footers.csv and never attached to a recipient (§0.2, §6.2).",Washington,"MD/DO, NP, or PA-C",Best and Brightest - Rural Healthcare Workforce Recruitment,2026-01-30,data/evidence/IA/2026-01-30_ia_noia_phthorc26010_best_and_brightest_rural_healthcare_workforc.pdf,55
IA,56,Marengo Memorial Hospital,,HOSPITAL_OR_SYSTEM,Yes,"Provider type: Urologist. County: Iowa. Published by Iowa HHS as a Notice of Intent to Award, linked from the ""Where to Find Funding Awardees"" section of its Healthy Hometowns page. THE NOTICE PUBLISHES NO AMOUNT FOR ANY RECIPIENT: the only dollar figure it carries is in its CMS financial-assistance footer, whose tier changes between Iowa's February and June notices (§0.2), so no figure is attributed to this row and none is divided (§6.2). It is an INTENT, in the notice's own words: ""this Notice does NOT constitute the formation of a contract ... The bidder shall not acquire any legal or equitable rights relative to the contract services until a contract is executed.""",Yes,No,2026,"Iowa HHS Notice of Intent to Award, RFP #PHTHORC26010 Best and Brightest - Rural Healthcare Workforce Recruitment",https://hhs.iowa.gov/media/18094/download?inline,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03z_ia_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,MEDIUM,AMOUNT_MISSING,PHTHORC26010,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"Iowa publishes NO per-recipient amount. The notice's only dollar figure is its CMS footer, and that footer carries the RFP's pool in Iowa's Jan/Feb notices and the STATE ALLOTMENT in its June ones, so it is recorded per document in ia_notice_footers.csv and never attached to a recipient (§0.2, §6.2).",Iowa,Urologist,Best and Brightest - Rural Healthcare Workforce Recruitment,2026-01-30,data/evidence/IA/2026-01-30_ia_noia_phthorc26010_best_and_brightest_rural_healthcare_workforc.pdf,56
IA,57,"Mercy Health Services- Iowa, Corp.",,NONPROFIT_CBO,No,"Provider type: Emergency Medicine ARNP. County: Dubuque / Delaware. Published by Iowa HHS as a Notice of Intent to Award, linked from the ""Where to Find Funding Awardees"" section of its Healthy Hometowns page. THE NOTICE PUBLISHES NO AMOUNT FOR ANY RECIPIENT: the only dollar figure it carries is in its CMS financial-assistance footer, whose tier changes between Iowa's February and June notices (§0.2), so no figure is attributed to this row and none is divided (§6.2). It is an INTENT, in the notice's own words: ""this Notice does NOT constitute the formation of a contract ... The bidder shall not acquire any legal or equitable rights relative to the contract services until a contract is executed.""",Yes,No,2026,"Iowa HHS Notice of Intent to Award, RFP #PHTHORC26010 Best and Brightest - Rural Healthcare Workforce Recruitment",https://hhs.iowa.gov/media/18094/download?inline,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03z_ia_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_MISSING;RECIPIENT_TYPE_INFERRED,PHTHORC26010,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","Iowa publishes NO per-recipient amount. The notice's only dollar figure is its CMS footer, and that footer carries the RFP's pool in Iowa's Jan/Feb notices and the STATE ALLOTMENT in its June ones, so it is recorded per document in ia_notice_footers.csv and never attached to a recipient (§0.2, §6.2).",Dubuque / Delaware,Emergency Medicine ARNP,Best and Brightest - Rural Healthcare Workforce Recruitment,2026-01-30,data/evidence/IA/2026-01-30_ia_noia_phthorc26010_best_and_brightest_rural_healthcare_workforc.pdf,57
IA,58,MercyOne Clinton Medical Center,,HOSPITAL_OR_SYSTEM,Yes,"Provider type: Family Medicine Physician (MD or DO). County: Clinton. Published by Iowa HHS as a Notice of Intent to Award, linked from the ""Where to Find Funding Awardees"" section of its Healthy Hometowns page. THE NOTICE PUBLISHES NO AMOUNT FOR ANY RECIPIENT: the only dollar figure it carries is in its CMS financial-assistance footer, whose tier changes between Iowa's February and June notices (§0.2), so no figure is attributed to this row and none is divided (§6.2). It is an INTENT, in the notice's own words: ""this Notice does NOT constitute the formation of a contract ... The bidder shall not acquire any legal or equitable rights relative to the contract services until a contract is executed.""",Yes,No,2026,"Iowa HHS Notice of Intent to Award, RFP #PHTHORC26010 Best and Brightest - Rural Healthcare Workforce Recruitment",https://hhs.iowa.gov/media/18094/download?inline,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03z_ia_year1_awardees.R,,,,,Recipient name rule: name states a medical center.,MEDIUM,AMOUNT_MISSING,PHTHORC26010,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"Iowa publishes NO per-recipient amount. The notice's only dollar figure is its CMS footer, and that footer carries the RFP's pool in Iowa's Jan/Feb notices and the STATE ALLOTMENT in its June ones, so it is recorded per document in ia_notice_footers.csv and never attached to a recipient (§0.2, §6.2).",Clinton,Family Medicine Physician (MD or DO),Best and Brightest - Rural Healthcare Workforce Recruitment,2026-01-30,data/evidence/IA/2026-01-30_ia_noia_phthorc26010_best_and_brightest_rural_healthcare_workforc.pdf,58
IA,59,MercyOne Elkader Medical Center,,HOSPITAL_OR_SYSTEM,Yes,"Provider type: Family Medicine Physician (MD/DO). County: Clayton. Published by Iowa HHS as a Notice of Intent to Award, linked from the ""Where to Find Funding Awardees"" section of its Healthy Hometowns page. THE NOTICE PUBLISHES NO AMOUNT FOR ANY RECIPIENT: the only dollar figure it carries is in its CMS financial-assistance footer, whose tier changes between Iowa's February and June notices (§0.2), so no figure is attributed to this row and none is divided (§6.2). It is an INTENT, in the notice's own words: ""this Notice does NOT constitute the formation of a contract ... The bidder shall not acquire any legal or equitable rights relative to the contract services until a contract is executed.""",Yes,No,2026,"Iowa HHS Notice of Intent to Award, RFP #PHTHORC26010 Best and Brightest - Rural Healthcare Workforce Recruitment",https://hhs.iowa.gov/media/18094/download?inline,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03z_ia_year1_awardees.R,,,,,Recipient name rule: name states a medical center.,MEDIUM,AMOUNT_MISSING,PHTHORC26010,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"Iowa publishes NO per-recipient amount. The notice's only dollar figure is its CMS footer, and that footer carries the RFP's pool in Iowa's Jan/Feb notices and the STATE ALLOTMENT in its June ones, so it is recorded per document in ia_notice_footers.csv and never attached to a recipient (§0.2, §6.2).",Clayton,Family Medicine Physician (MD/DO),Best and Brightest - Rural Healthcare Workforce Recruitment,2026-01-30,data/evidence/IA/2026-01-30_ia_noia_phthorc26010_best_and_brightest_rural_healthcare_workforc.pdf,59
