state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,determination_basis,amount_basis,organisation_award_total,round_name,announcement_date,source_archive_path,basis_type,verified_by,verified_basis,recipient_subtype,cms_enrolment_match,cms_enrolment_record
AR,11,Arkansas Surgical Hospital,473000,HOSPITAL_OR_SYSTEM,Yes,"Initiative: Recruitment, Innovation, Skills, and Education for Arkansas Healthcare (RISE). ROUND 2 of Arkansas's Year 1. Arkansas published $473,000.00 to this organisation across RISE AR and HEART; this row is its RISE AR figure alone. Published by DF&A in its Year 1 RISE AR / HEART award list (posted 2026-09-24), linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE LIST STATES NO ORGANISATIONAL FORM, so `recipient_type` is derived from the recipient's own name (§8) unless the row says otherwise.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 RISE AR and HEART Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/09/ada_Year-1-Award-totals.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,MEDIUM,AMOUNT_PRELIMINARY,RISE AR,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"The figure DF&A publishes for this organisation under this initiative, read with session 32's run model (the three amount columns weld under the line model). The 38 rows reconcile to the list's own `Total:` row on all three columns to the cent, and the Governor's 54 priced projects reconcile to the same figures once Conway Regional's mis-printed '$203, 520.00' is read as $203,520.00.",473000,"Recruitment, Innovation, Skills, and Education for Arkansas Healthcare (RISE)",2026-09-24,data/evidence/recheck/2026-09-25/AR/2026-09-24_ar_dfa_year1_rise_heart_award_list.pdf,,,,,,
AR,12,Baptist Health,418883,HOSPITAL_OR_SYSTEM,Yes,"Initiative: Recruitment, Innovation, Skills, and Education for Arkansas Healthcare (RISE). ROUND 2 of Arkansas's Year 1. Arkansas published $418,883.00 to this organisation across RISE AR and HEART; this row is its RISE AR figure alone. Published by DF&A in its Year 1 RISE AR / HEART award list (posted 2026-09-24), linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE LIST STATES NO ORGANISATIONAL FORM, so `recipient_type` is derived from the recipient's own name (§8) unless the row says otherwise. TYPE CARRIED FROM ROUND 1 (session 69): the award list spells this organisation character-for-character as round 1 did, and session 49 verified its form there (ORG_WEBSITE; IN).",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 RISE AR and HEART Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/09/ada_Year-1-Award-totals.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,MEDIUM,AMOUNT_PRELIMINARY,RISE AR,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,"RECIPIENT TYPE CARRIED FROM ROUND 1'S VERIFICATION (session 49 -> 69): HOSPITAL_OR_SYSTEM. Basis (ORG_WEBSITE, IN): Verified on website: https://www.baptist-health.org/ §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.","The figure DF&A publishes for this organisation under this initiative, read with session 32's run model (the three amount columns weld under the line model). The 38 rows reconcile to the list's own `Total:` row on all three columns to the cent, and the Governor's 54 priced projects reconcile to the same figures once Conway Regional's mis-printed '$203, 520.00' is read as $203,520.00.",418883,"Recruitment, Innovation, Skills, and Education for Arkansas Healthcare (RISE)",2026-09-24,data/evidence/recheck/2026-09-25/AR/2026-09-24_ar_dfa_year1_rise_heart_award_list.pdf,ORG_WEBSITE,IN,Verified on website: https://www.baptist-health.org/,,,
AR,13,CARTI,1000000,NONPROFIT_CBO,No,"Initiative: Recruitment, Innovation, Skills, and Education for Arkansas Healthcare (RISE). ROUND 2 of Arkansas's Year 1. Arkansas published $1,000,000.00 to this organisation across RISE AR and HEART; this row is its RISE AR figure alone. Published by DF&A in its Year 1 RISE AR / HEART award list (posted 2026-09-24), linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE LIST STATES NO ORGANISATIONAL FORM, so `recipient_type` is derived from the recipient's own name (§8) unless the row says otherwise. QUEUED, NOT TYPED ON RECOGNITION (owner's instruction, session 69): AR_R2_QUEUED_FORM. The type here is what §8's name rule says and nothing more.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 RISE AR and HEART Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/09/ada_Year-1-Award-totals.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_PRELIMINARY;RECIPIENT_TYPE_INFERRED,RISE AR,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read with session 32's run model (the three amount columns weld under the line model). The 38 rows reconcile to the list's own `Total:` row on all three columns to the cent, and the Governor's 54 priced projects reconcile to the same figures once Conway Regional's mis-printed '$203, 520.00' is read as $203,520.00.",1000000,"Recruitment, Innovation, Skills, and Education for Arkansas Healthcare (RISE)",2026-09-24,data/evidence/recheck/2026-09-25/AR/2026-09-24_ar_dfa_year1_rise_heart_award_list.pdf,,,,,,
AR,14,Conway Regional Health System,761440,HOSPITAL_OR_SYSTEM,Yes,"Initiative: Recruitment, Innovation, Skills, and Education for Arkansas Healthcare (RISE). ROUND 2 of Arkansas's Year 1. Arkansas published $761,440.00 to this organisation across RISE AR and HEART; this row is its RISE AR figure alone. Published by DF&A in its Year 1 RISE AR / HEART award list (posted 2026-09-24), linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE LIST STATES NO ORGANISATIONAL FORM, so `recipient_type` is derived from the recipient's own name (§8) unless the row says otherwise.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 RISE AR and HEART Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/09/ada_Year-1-Award-totals.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient name rule: name states a health system.,MEDIUM,AMOUNT_PRELIMINARY,RISE AR,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a health system. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"The figure DF&A publishes for this organisation under this initiative, read with session 32's run model (the three amount columns weld under the line model). The 38 rows reconcile to the list's own `Total:` row on all three columns to the cent, and the Governor's 54 priced projects reconcile to the same figures once Conway Regional's mis-printed '$203, 520.00' is read as $203,520.00.",761440,"Recruitment, Innovation, Skills, and Education for Arkansas Healthcare (RISE)",2026-09-24,data/evidence/recheck/2026-09-25/AR/2026-09-24_ar_dfa_year1_rise_heart_award_list.pdf,,,,,,
AR,15,North Arkansas Rural Health Consortium,1000000,NONPROFIT_CBO,No,"Initiative: Healthy Eating, Active Recreation, & Transformation (HEART). ROUND 2 of Arkansas's Year 1. Arkansas published $1,000,000.00 to this organisation across RISE AR and HEART; this row is its HEART figure alone. Published by DF&A in its Year 1 RISE AR / HEART award list (posted 2026-09-24), linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE LIST STATES NO ORGANISATIONAL FORM, so `recipient_type` is derived from the recipient's own name (§8) unless the row says otherwise. TYPE CARRIED FROM ROUND 1 (session 69): the award list spells this organisation character-for-character as round 1 did, and session 49 verified its form there (GENERAL_KNOWLEDGE; Claude, run by IN).",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 RISE AR and HEART Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/09/ada_Year-1-Award-totals.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_PRELIMINARY;RECIPIENT_TYPE_INFERRED,HEART,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"RECIPIENT TYPE SETTLED ACROSS BOTH ROUNDS (session 70): NONPROFIT_CBO + LOW + RECIPIENT_TYPE_INFERRED, §8's standing fallback, in round 1 AND round 2. Neither DF&A's lists nor the Governor's releases state a form ('Deckmax dba North Arkansas Rural Health Consortium'). Session 49's OTHER was withdrawn: its basis ('Deckmax (doing business as the North Arkansas Rural Health Consortium') names the entity and states no form, and OTHER requires one. No record in CMS AR hospital/FQHC/RHC enrolment, NPPES or the IRS AR EO BMF (data/evidence/federal_records/2026-09-25/). Not a hospital on any reading: §10.2 NON_HOSPITAL, distributed_to_hospital = No, $0 moved. PRIOR BASIS: RECIPIENT TYPE CARRIED FROM ROUND 1'S VERIFICATION (session 49 -> 69): OTHER. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Deckmax (doing business as the North Arkansas Rural Health Consortium §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read with session 32's run model (the three amount columns weld under the line model). The 38 rows reconcile to the list's own `Total:` row on all three columns to the cent, and the Governor's 54 priced projects reconcile to the same figures once Conway Regional's mis-printed '$203, 520.00' is read as $203,520.00.",1000000,"Healthy Eating, Active Recreation, & Transformation (HEART)",2026-09-24,data/evidence/recheck/2026-09-25/AR/2026-09-24_ar_dfa_year1_rise_heart_award_list.pdf,,"Claude, run by IN",Deckmax (doing business as the North Arkansas Rural Health Consortium,,,
AR,16,Division of Agriculture - UA,2645425,STATE_AGENCY,No,"Initiative: Healthy Eating, Active Recreation, & Transformation (HEART). ROUND 2 of Arkansas's Year 1. Arkansas published $2,645,425.00 to this organisation across RISE AR and HEART; this row is its HEART figure alone. Published by DF&A in its Year 1 RISE AR / HEART award list (posted 2026-09-24), linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE LIST STATES NO ORGANISATIONAL FORM, so `recipient_type` is derived from the recipient's own name (§8) unless the row says otherwise.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 RISE AR and HEART Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/09/ada_Year-1-Award-totals.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient name rule: name states a state agency.,MEDIUM,AMOUNT_PRELIMINARY,HEART,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states a state agency. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read with session 32's run model (the three amount columns weld under the line model). The 38 rows reconcile to the list's own `Total:` row on all three columns to the cent, and the Governor's 54 priced projects reconcile to the same figures once Conway Regional's mis-printed '$203, 520.00' is read as $203,520.00.",2645425,"Healthy Eating, Active Recreation, & Transformation (HEART)",2026-09-24,data/evidence/recheck/2026-09-25/AR/2026-09-24_ar_dfa_year1_rise_heart_award_list.pdf,,,,,,
AR,17,"Every Arkansan, Inc.",1004348.1,NONPROFIT_CBO,No,"Initiative: Healthy Eating, Active Recreation, & Transformation (HEART). ROUND 2 of Arkansas's Year 1. Arkansas published $1,004,348.10 to this organisation across RISE AR and HEART; this row is its HEART figure alone. Published by DF&A in its Year 1 RISE AR / HEART award list (posted 2026-09-24), linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE LIST STATES NO ORGANISATIONAL FORM, so `recipient_type` is derived from the recipient's own name (§8) unless the row says otherwise.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 RISE AR and HEART Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/09/ada_Year-1-Award-totals.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_PRELIMINARY;RECIPIENT_TYPE_INFERRED,HEART,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read with session 32's run model (the three amount columns weld under the line model). The 38 rows reconcile to the list's own `Total:` row on all three columns to the cent, and the Governor's 54 priced projects reconcile to the same figures once Conway Regional's mis-printed '$203, 520.00' is read as $203,520.00.",1004348.1,"Healthy Eating, Active Recreation, & Transformation (HEART)",2026-09-24,data/evidence/recheck/2026-09-25/AR/2026-09-24_ar_dfa_year1_rise_heart_award_list.pdf,,,,,,
AR,18,"GoodLife Innovations, Inc.",802420,NONPROFIT_CBO,No,"Initiative: Recruitment, Innovation, Skills, and Education for Arkansas Healthcare (RISE). ROUND 2 of Arkansas's Year 1. Arkansas published $802,420.00 to this organisation across RISE AR and HEART; this row is its RISE AR figure alone. Published by DF&A in its Year 1 RISE AR / HEART award list (posted 2026-09-24), linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE LIST STATES NO ORGANISATIONAL FORM, so `recipient_type` is derived from the recipient's own name (§8) unless the row says otherwise.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 RISE AR and HEART Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/09/ada_Year-1-Award-totals.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_PRELIMINARY;RECIPIENT_TYPE_INFERRED,RISE AR,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read with session 32's run model (the three amount columns weld under the line model). The 38 rows reconcile to the list's own `Total:` row on all three columns to the cent, and the Governor's 54 priced projects reconcile to the same figures once Conway Regional's mis-printed '$203, 520.00' is read as $203,520.00.",802420,"Recruitment, Innovation, Skills, and Education for Arkansas Healthcare (RISE)",2026-09-24,data/evidence/recheck/2026-09-25/AR/2026-09-24_ar_dfa_year1_rise_heart_award_list.pdf,,,,,,
AR,19,"Grand Prairie Health Direct Primary Care, PLLC",35000,NONPROFIT_CBO,No,"Initiative: Healthy Eating, Active Recreation, & Transformation (HEART). ROUND 2 of Arkansas's Year 1. Arkansas published $35,000.00 to this organisation across RISE AR and HEART; this row is its HEART figure alone. Published by DF&A in its Year 1 RISE AR / HEART award list (posted 2026-09-24), linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE LIST STATES NO ORGANISATIONAL FORM, so `recipient_type` is derived from the recipient's own name (§8) unless the row says otherwise.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 RISE AR and HEART Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/09/ada_Year-1-Award-totals.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_PRELIMINARY;RECIPIENT_TYPE_INFERRED,HEART,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read with session 32's run model (the three amount columns weld under the line model). The 38 rows reconcile to the list's own `Total:` row on all three columns to the cent, and the Governor's 54 priced projects reconcile to the same figures once Conway Regional's mis-printed '$203, 520.00' is read as $203,520.00.",35000,"Healthy Eating, Active Recreation, & Transformation (HEART)",2026-09-24,data/evidence/recheck/2026-09-25/AR/2026-09-24_ar_dfa_year1_rise_heart_award_list.pdf,,,,,,
AR,20,Heartland Whole Health,8420000,NONPROFIT_CBO,No,"Initiative: Healthy Eating, Active Recreation, & Transformation (HEART). ROUND 2 of Arkansas's Year 1. Arkansas published $8,420,000.00 to this organisation across RISE AR and HEART; this row is its HEART figure alone. Published by DF&A in its Year 1 RISE AR / HEART award list (posted 2026-09-24), linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE LIST STATES NO ORGANISATIONAL FORM, so `recipient_type` is derived from the recipient's own name (§8) unless the row says otherwise.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 RISE AR and HEART Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/09/ada_Year-1-Award-totals.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_PRELIMINARY;RECIPIENT_TYPE_INFERRED,HEART,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read with session 32's run model (the three amount columns weld under the line model). The 38 rows reconcile to the list's own `Total:` row on all three columns to the cent, and the Governor's 54 priced projects reconcile to the same figures once Conway Regional's mis-printed '$203, 520.00' is read as $203,520.00.",8420000,"Healthy Eating, Active Recreation, & Transformation (HEART)",2026-09-24,data/evidence/recheck/2026-09-25/AR/2026-09-24_ar_dfa_year1_rise_heart_award_list.pdf,,,,,,
AR,21,Italians of Sunnyside Foundation,348016,NONPROFIT_CBO,No,"Initiative: Healthy Eating, Active Recreation, & Transformation (HEART). ROUND 2 of Arkansas's Year 1. Arkansas published $348,016.00 to this organisation across RISE AR and HEART; this row is its HEART figure alone. Published by DF&A in its Year 1 RISE AR / HEART award list (posted 2026-09-24), linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE LIST STATES NO ORGANISATIONAL FORM, so `recipient_type` is derived from the recipient's own name (§8) unless the row says otherwise.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 RISE AR and HEART Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/09/ada_Year-1-Award-totals.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_PRELIMINARY;RECIPIENT_TYPE_INFERRED,HEART,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure DF&A publishes for this organisation under this initiative, read with session 32's run model (the three amount columns weld under the line model). The 38 rows reconcile to the list's own `Total:` row on all three columns to the cent, and the Governor's 54 priced projects reconcile to the same figures once Conway Regional's mis-printed '$203, 520.00' is read as $203,520.00.",348016,"Healthy Eating, Active Recreation, & Transformation (HEART)",2026-09-24,data/evidence/recheck/2026-09-25/AR/2026-09-24_ar_dfa_year1_rise_heart_award_list.pdf,,,,,,
AR,22,Jefferson Hospital Association,670000,HOSPITAL_OR_SYSTEM,Yes,"Initiative: Recruitment, Innovation, Skills, and Education for Arkansas Healthcare (RISE). ROUND 2 of Arkansas's Year 1. Arkansas published $1,030,000.00 to this organisation across RISE AR and HEART; this row is its RISE AR figure alone. Published by DF&A in its Year 1 RISE AR / HEART award list (posted 2026-09-24), linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE LIST STATES NO ORGANISATIONAL FORM, so `recipient_type` is derived from the recipient's own name (§8) unless the row says otherwise.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 RISE AR and HEART Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/09/ada_Year-1-Award-totals.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,MEDIUM,AMOUNT_PRELIMINARY,RISE AR,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"The figure DF&A publishes for this organisation under this initiative, read with session 32's run model (the three amount columns weld under the line model). The 38 rows reconcile to the list's own `Total:` row on all three columns to the cent, and the Governor's 54 priced projects reconcile to the same figures once Conway Regional's mis-printed '$203, 520.00' is read as $203,520.00.",1030000,"Recruitment, Innovation, Skills, and Education for Arkansas Healthcare (RISE)",2026-09-24,data/evidence/recheck/2026-09-25/AR/2026-09-24_ar_dfa_year1_rise_heart_award_list.pdf,,,,,,
AR,23,Jefferson Hospital Association,360000,HOSPITAL_OR_SYSTEM,Yes,"Initiative: Healthy Eating, Active Recreation, & Transformation (HEART). ROUND 2 of Arkansas's Year 1. Arkansas published $1,030,000.00 to this organisation across RISE AR and HEART; this row is its HEART figure alone. Published by DF&A in its Year 1 RISE AR / HEART award list (posted 2026-09-24), linked from arkansasrhtp.com under Arkansas's own words ""Download the List of Organization and Award amounts"". THE AMOUNT IS NOT FINAL AND ARKANSAS SAYS SO: ""Project specifics are based off recipient organizations' applications and the details of each grant will not be finalized until DFA signs an official agreement with each grantee."" THE LIST STATES NO ORGANISATIONAL FORM, so `recipient_type` is derived from the recipient's own name (§8) unless the row says otherwise.",Yes,No,2026,"Arkansas DF&A, RHTP Year 1 RISE AR and HEART Awards -- List of Organization and Award amounts",https://arkansasrhtp.com/wp-content/uploads/2026/09/ada_Year-1-Award-totals.pdf,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03ai_ar_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,MEDIUM,AMOUNT_PRELIMINARY,HEART,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"The figure DF&A publishes for this organisation under this initiative, read with session 32's run model (the three amount columns weld under the line model). The 38 rows reconcile to the list's own `Total:` row on all three columns to the cent, and the Governor's 54 priced projects reconcile to the same figures once Conway Regional's mis-printed '$203, 520.00' is read as $203,520.00.",1030000,"Healthy Eating, Active Recreation, & Transformation (HEART)",2026-09-24,data/evidence/recheck/2026-09-25/AR/2026-09-24_ar_dfa_year1_rise_heart_award_list.pdf,,,,,,
