state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,flow_type,hospital_benefiting,determination_basis,source_archive_path,recipient_names_source_url,amount_basis,amount_precision,disbursement_status,classification_rule,activity_type_raw,app_id,project_type,initiative_raw,project_title,project_summary,service_area,organization_type_raw,notification_date
AK,37,City of Togiak,225852,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,Implementation | Health Care Access | Dillingham Census Area,Yes,No,FY2026 (Year 1),Alaska RHTP Awards Notice 2026 - Notice of Intent to Award,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,Local government,HIGH,AMOUNT_PRELIMINARY,NON_HOSPITAL,No,"The state's own Organization Type field states 'Local government'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Source: Alaska DOH's rolling RHTP award notice (sheet 'Notice of Intent to Award'), project BP1-IA-104, notified 2026-08-21. The amount is published as preliminary and the document is a notice of intent to award, not a notice of award.",data/evidence/AK/2026-08-28_ak_rhtp_awardsnotice_2026.xlsx,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,PER_PROJECT,PRELIMINARY_AS_PUBLISHED,INTENT_TO_AWARD,STATE_ORG_TYPE,Health Care Access,BP1-IA-104,Implementation,Health Care Access,Togiak Family Resource Center Renovation: Jake's Place Satellite Facility and Community Wellness Center,"The City of Togiak proposes to renovate the Family Resource Center to establish a Jake's Place satellite residential substance use disorder treatment program, in partnership with Bristol Bay Area Health Corporation, alongside a community wellness gathering space, addressing the absence of local treatment options for Togiak and the western Bristol Bay region, where residents must leave their home communities to access care. The year one planning phase reduces risk by establishing operational sustainability before capital investment occurs.",Dillingham Census Area,Local government,2026-08-21
AK,38,Community Connections,244568,NONPROFIT_CBO,No,Implementation | Strengthen Workforce | Ketchikan Gateway Borough; Prince of Wales-Hyder Census Area,Yes,No,FY2026 (Year 1),Alaska RHTP Awards Notice 2026 - Notice of Intent to Award,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,"Behavioral health/substance use disorder treatment; Non-Profit, Social Service, or Community Based Organization",HIGH,AMOUNT_PRELIMINARY,NON_HOSPITAL,No,"The state's own Organization Type field states 'Non-Profit, Social Service, or Community Based Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Source: Alaska DOH's rolling RHTP award notice (sheet 'Notice of Intent to Award'), project BP1-IA-106, notified 2026-08-21. The amount is published as preliminary and the document is a notice of intent to award, not a notice of award.",data/evidence/AK/2026-08-28_ak_rhtp_awardsnotice_2026.xlsx,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,PER_PROJECT,PRELIMINARY_AS_PUBLISHED,INTENT_TO_AWARD,STATE_ORG_TYPE,Strengthen Workforce,BP1-IA-106,Implementation,Strengthen Workforce,Grow Your Own Behavioral Health Workforce and Training Supports,"Community Connections proposes to develop and implement a locally rooted behavioral health workforce pipeline to address critical workforce shortages limiting access to children’s mental health services in Ketchikan and remote communities on Prince of Wales Island, building capacity through credential advancement, structured internships, onboarding improvements, and community-based career pathways.",Ketchikan Gateway Borough; Prince of Wales-Hyder Census Area,"Behavioral health/substance use disorder treatment; Non-Profit, Social Service, or Community Based Organization",2026-08-21
AK,39,Cordova Community Medical Center,1291355,HOSPITAL_OR_SYSTEM,Yes,Implementation | Health Care Access | Chugach Census Area,Yes,No,FY2026 (Year 1),Alaska RHTP Awards Notice 2026 - Notice of Intent to Award,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,Hospital (all types); Pharmacy,HIGH,AMOUNT_PRELIMINARY,DIRECT,Yes,"The state's own Organization Type field states 'Hospital (all types)'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Alaska DOH's rolling RHTP award notice (sheet 'Notice of Intent to Award'), project BP1-IA-113, notified 2026-08-21. The amount is published as preliminary and the document is a notice of intent to award, not a notice of award.",data/evidence/AK/2026-08-28_ak_rhtp_awardsnotice_2026.xlsx,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,PER_PROJECT,PRELIMINARY_AS_PUBLISHED,INTENT_TO_AWARD,STATE_ORG_TYPE,Health Care Access,BP1-IA-113,Implementation,Health Care Access,"Rural Pharmacy Transformation: Safe Compounding, Automated Dispensing, and Infusion Care","Cordova Community Medical Center proposes to modernize its pharmacy infrastructure and clinical workforce to launch safe, on-site chemotherapy and biologic infusion services by achieving USP <797>/<800> compliance through certified cleanroom installation and deploying an automated dispensing system to replace manual medication management. These investments will close the infrastructure gap that currently forces Cordova patients to travel by plane or ferry to Anchorage for treatments that are standard of care elsewhere.",Chugach Census Area,Hospital (all types); Pharmacy,2026-08-21
AK,40,Council of Athabascan Tribal Governments,370511.6,FQHC_OR_RHC,No,Implementation | Healthy Communities | Yukon-Koyukuk Census Area,Yes,No,FY2026 (Year 1),Alaska RHTP Awards Notice 2026 - Notice of Intent to Award,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,"Federally qualified health center; Non-Profit, Social Service, or Community Based Organization; Tribal Health Organization",HIGH,AMOUNT_PRELIMINARY,NON_HOSPITAL,No,"The state's own Organization Type field states 'Federally qualified health center'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Source: Alaska DOH's rolling RHTP award notice (sheet 'Notice of Intent to Award'), project BP1-IA-117, notified 2026-08-21. The amount is published as preliminary and the document is a notice of intent to award, not a notice of award.",data/evidence/AK/2026-08-28_ak_rhtp_awardsnotice_2026.xlsx,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,PER_PROJECT,PRELIMINARY_AS_PUBLISHED,INTENT_TO_AWARD,STATE_ORG_TYPE,Healthy Communities,BP1-IA-117,Implementation,Healthy Communities,"Growing Health in the Yukon Flats: SDPI Expansion for Food Security, Community Wellness, and Diabetes Prevention","The Council of Athabascan Tribal Governments proposes to expand its Special Diabetes Program for Indians by increasing access to healthy foods, nutrition education, traditional foods activities, physical activity opportunities, and diabetes prevention services to address food insecurity, chronic disease risk, and barriers to healthy living among Alaska Native residents of Arctic Village, Beaver, Fort Yukon, and Venetie through community gardening, wellness activities, healthy cooking education, food preservation training, and community-based health promotion.",Yukon-Koyukuk Census Area,"Federally qualified health center; Non-Profit, Social Service, or Community Based Organization; Tribal Health Organization",2026-08-21
AK,41,Department of Education & Early Development,4272636,STATE_AGENCY,No,Implementation | Strengthen Workforce | Statewide,Yes,No,FY2026 (Year 1),Alaska RHTP Awards Notice 2026 - Notice of Intent to Award,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,State agency,HIGH,AMOUNT_PRELIMINARY,NON_HOSPITAL,No,"The state's own Organization Type field states 'State agency'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Source: Alaska DOH's rolling RHTP award notice (sheet 'Notice of Intent to Award'), project BP1-INT-17, notified 2026-08-21. The amount is published as preliminary and the document is a notice of intent to award, not a notice of award.",data/evidence/AK/2026-08-28_ak_rhtp_awardsnotice_2026.xlsx,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,PER_PROJECT,PRELIMINARY_AS_PUBLISHED,INTENT_TO_AWARD,STATE_ORG_TYPE,Strengthen Workforce,BP1-INT-17,Implementation,Strengthen Workforce,Alaska School District Healthcare Programs of Study,"The Alaska Department of Education & Early Development (DEED) will provide competitive subgrants to school districts, partnering vocation training institutions and local regional employers to deliver programs of study in healthcare careers to secondary students. Public school districts currently receive federal Carl Perkins funding to provide exposure and training to students to connect them to workforce opportunities after graduation. Of Alaska’s 53 districts, 36 small and rural districts receive only $20,000 of these federal funds to provide Career and Technical Education across fourteen different career clusters of which Healthcare and Human Services is just one. Currently, 26 of Alaska’s smallest districts do not offer any federally funded healthcare career and technical education due to limited capacity or resources. Each school district is part of DEED’s existing network that supports and promotes career and technical education programming. The healthcare program of study grants would allow smaller rural districts to focus on providing options to rural students to explore healthcare career options and receive technical training leading to careers in the local, regional, and statewide healthcare sector. The grants would serve students with priority given to smaller rural districts facing economy of scale limitations.",Statewide,State agency,2026-08-21
AK,42,"Division of Health Care Services, Department of Health",132300,STATE_AGENCY,No,Implementation | Spark Technology and Innovation | Statewide,Yes,No,FY2026 (Year 1),Alaska RHTP Awards Notice 2026 - Notice of Intent to Award,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,State agency,HIGH,AMOUNT_PRELIMINARY,NON_HOSPITAL,No,"The state's own Organization Type field states 'State agency'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Source: Alaska DOH's rolling RHTP award notice (sheet 'Notice of Intent to Award'), project BP1-INT-04, notified 2026-08-21. The amount is published as preliminary and the document is a notice of intent to award, not a notice of award.",data/evidence/AK/2026-08-28_ak_rhtp_awardsnotice_2026.xlsx,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,PER_PROJECT,PRELIMINARY_AS_PUBLISHED,INTENT_TO_AWARD,STATE_ORG_TYPE,Spark Technology and Innovation,BP1-INT-04,Implementation,Spark Technology and Innovation,Real-Time Digital Access for Applicants to the Alaska Background Check Program,"The Division of Health Care Services proposes to modernize the digital Applicant Site to enable real-time background check management, addressing the delays and administrative barriers of outdated, mail-based processing that exacerbate workforce shortages for health care providers across rural and frontier Alaska.",Statewide,State agency,2026-08-21
AK,43,"Division of Public Health, Department of Health",1374000,STATE_AGENCY,No,Implementation | Healthy Communities | Statewide,Yes,No,FY2026 (Year 1),Alaska RHTP Awards Notice 2026 - Notice of Intent to Award,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,State agency,HIGH,AMOUNT_PRELIMINARY,NON_HOSPITAL,No,"The state's own Organization Type field states 'State agency'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Source: Alaska DOH's rolling RHTP award notice (sheet 'Notice of Intent to Award'), project BP1-INT-02, notified 2026-08-21. The amount is published as preliminary and the document is a notice of intent to award, not a notice of award.",data/evidence/AK/2026-08-28_ak_rhtp_awardsnotice_2026.xlsx,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,PER_PROJECT,PRELIMINARY_AS_PUBLISHED,INTENT_TO_AWARD,STATE_ORG_TYPE,Healthy Communities,BP1-INT-02,Implementation,Healthy Communities,Fresh Start Expansion,"The Section of Chronic Disease Prevention and Health Promotion within the State of Alaska Department of Health, Division of Public Health, proposes to increase access to chronic disease prevention and management programs for Alaskans statewide.",Statewide,State agency,2026-08-21
AK,44,"Division of Public Health, Department of Health",618916.24,STATE_AGENCY,No,Implementation | Health Care Access | Statewide,Yes,No,FY2026 (Year 1),Alaska RHTP Awards Notice 2026 - Notice of Intent to Award,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,State agency,HIGH,AMOUNT_PRELIMINARY,NON_HOSPITAL,No,"The state's own Organization Type field states 'State agency'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Source: Alaska DOH's rolling RHTP award notice (sheet 'Notice of Intent to Award'), project BP1-INT-03, notified 2026-08-21. The amount is published as preliminary and the document is a notice of intent to award, not a notice of award.",data/evidence/AK/2026-08-28_ak_rhtp_awardsnotice_2026.xlsx,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,PER_PROJECT,PRELIMINARY_AS_PUBLISHED,INTENT_TO_AWARD,STATE_ORG_TYPE,Health Care Access,BP1-INT-03,Implementation,Health Care Access,Emergency Medical Services Modernization & Expansion,"The Office of Emergency Medical Services proposes establishing statewide policies, technical assistance, standardized leadership training, and reimbursement strategies to modernize emergency medical services across Alaska. The project addresses limited reimbursement options, training and management gaps, and barriers to providing care without transport to an emergency department. It will support EMS agencies, tribal organizations, healthcare providers, and rural communities by developing standardized guidance, training, and innovative emergency care delivery models.",Statewide,State agency,2026-08-21
AK,45,Eastern Aleutian Tribes,3786120.84,FQHC_OR_RHC,No,Implementation | Health Care Access | Aleutians East Borough; Aleutians West Census Area,Yes,No,FY2026 (Year 1),Alaska RHTP Awards Notice 2026 - Notice of Intent to Award,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,Dental; Federally qualified health center; Tribal Health Organization,HIGH,AMOUNT_PRELIMINARY,NON_HOSPITAL,No,"The state's own Organization Type field states 'Federally qualified health center'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Source: Alaska DOH's rolling RHTP award notice (sheet 'Notice of Intent to Award'), project BP1-IA-129, notified 2026-08-21. The amount is published as preliminary and the document is a notice of intent to award, not a notice of award.",data/evidence/AK/2026-08-28_ak_rhtp_awardsnotice_2026.xlsx,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,PER_PROJECT,PRELIMINARY_AS_PUBLISHED,INTENT_TO_AWARD,STATE_ORG_TYPE,Health Care Access,BP1-IA-129,Implementation,Health Care Access,Healthier Alaskans: Rural Oral Health Access and Dental Infrastructure Modernization Initiative,"Eastern Aleutian Tribes proposes to modernize regional dental infrastructure, replace aging equipment, deploy portable dental treatment systems, and expand oral health access across remote communities. The project addresses limited access to dental care, aging clinical infrastructure, and geographic barriers affecting residents of Adak, Akutan, Cold Bay, False Pass, King Cove, Nelson Lagoon, and Sand Point.",Aleutians East Borough; Aleutians West Census Area,Dental; Federally qualified health center; Tribal Health Organization,2026-08-21
AK,46,Eastern Aleutian Tribes,116621.59,FQHC_OR_RHC,No,Implementation | Health Care Access | Aleutians East Borough,Yes,No,FY2026 (Year 1),Alaska RHTP Awards Notice 2026 - Notice of Intent to Award,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,Clinic; Emergency Medical Services; Family medicine or primary care; Federally qualified health center; Tribal Health Organization,HIGH,AMOUNT_PRELIMINARY,NON_HOSPITAL,No,"The state's own Organization Type field states 'Federally qualified health center'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Source: Alaska DOH's rolling RHTP award notice (sheet 'Notice of Intent to Award'), project BP1-IA-125, notified 2026-08-21. The amount is published as preliminary and the document is a notice of intent to award, not a notice of award.",data/evidence/AK/2026-08-28_ak_rhtp_awardsnotice_2026.xlsx,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,PER_PROJECT,PRELIMINARY_AS_PUBLISHED,INTENT_TO_AWARD,STATE_ORG_TYPE,Health Care Access,BP1-IA-125,Implementation,Health Care Access,Healthier Alaskan: Portable Digital X-Ray Access for Nelson Lagoon,"Eastern Aleutian Tribes proposes implementing portable digital x-ray services in Nelson Lagoon to improve access to diagnostic imaging, address delays in medical evaluation and treatment, and reduce transportation barriers for residents of Nelson Lagoon and surrounding rural communities in our service area.",Aleutians East Borough,Clinic; Emergency Medical Services; Family medicine or primary care; Federally qualified health center; Tribal Health Organization,2026-08-21
AK,47,Envoy Integrated Health,6349886.26,PHYSICIAN_PRACTICE,No,Implementation | Pay for Value | Statewide,Yes,No,FY2026 (Year 1),Alaska RHTP Awards Notice 2026 - Notice of Intent to Award,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,Clinic; Family medicine or primary care; Other health care provider; Private practitioner; Specialist,HIGH,AMOUNT_PRELIMINARY,NON_HOSPITAL,No,"The state's own Organization Type field states 'Private practitioner'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Source: Alaska DOH's rolling RHTP award notice (sheet 'Notice of Intent to Award'), project BP1-IA-137, notified 2026-08-21. The amount is published as preliminary and the document is a notice of intent to award, not a notice of award.",data/evidence/AK/2026-08-28_ak_rhtp_awardsnotice_2026.xlsx,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,PER_PROJECT,PRELIMINARY_AS_PUBLISHED,INTENT_TO_AWARD,STATE_ORG_TYPE,Pay for Value,BP1-IA-137,Implementation,Pay for Value,Statewide Population Health Service Organization,"Envoy Integrated Health proposes building a statewide shared services model that gives Alaska’s providers access to high quality and affordable electronic health records, data analytics, and care coordination tools. This statewide population health services model addresses Alaska’s fragmented healthcare system, limited interoperability, and high infrastructure costs by enabling Alaska’s providers – especially those in small, independent, or rural practices – to manage the health of their patients and participate in value-based care.",Statewide,Clinic; Family medicine or primary care; Other health care provider; Private practitioner; Specialist,2026-08-21
AK,48,Envoy Integrated Health,1509019.17,PHYSICIAN_PRACTICE,No,Implementation | Pay for Value | Anchorage (Municipality); Kenai Peninsula Borough; Matanuska-Susitna Borough,Yes,No,FY2026 (Year 1),Alaska RHTP Awards Notice 2026 - Notice of Intent to Award,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,Clinic; Family medicine or primary care; Other health care provider; Private practitioner; Specialist,HIGH,AMOUNT_PRELIMINARY,NON_HOSPITAL,No,"The state's own Organization Type field states 'Private practitioner'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Source: Alaska DOH's rolling RHTP award notice (sheet 'Notice of Intent to Award'), project BP1-IA-135, notified 2026-08-21. The amount is published as preliminary and the document is a notice of intent to award, not a notice of award.",data/evidence/AK/2026-08-28_ak_rhtp_awardsnotice_2026.xlsx,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,PER_PROJECT,PRELIMINARY_AS_PUBLISHED,INTENT_TO_AWARD,STATE_ORG_TYPE,Pay for Value,BP1-IA-135,Implementation,Pay for Value,Medicaid Accountable Care Organization Pilot,"Envoy Integrated Health proposes to pilot a Medicaid Accountable Care Organization (ACO) that brings providers together to coordinate care, improve quality, and reduce avoidable costs for Alaska Medicaid beneficiaries. Our project will take a tried-and-true value-based care model, which Envoy has already proven can be successful in Alaska, and translate it to Alaska’s Medicaid population.",Anchorage (Municipality); Kenai Peninsula Borough; Matanuska-Susitna Borough,Clinic; Family medicine or primary care; Other health care provider; Private practitioner; Specialist,2026-08-21
AK,49,Fond of You Inc (Somethings),2617260,VENDOR_OR_CONTRACTOR,No,Implementation | Health Care Access | Statewide,Yes,No,FY2026 (Year 1),Alaska RHTP Awards Notice 2026 - Notice of Intent to Award,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,Behavioral health/substance use disorder treatment; Organizations providing health technology solutions; Other vendors partnering with an Alaska healthcare or community organization,HIGH,AMOUNT_PRELIMINARY,NON_HOSPITAL,No,"The state's own Organization Type field states 'Organizations providing health technology solutions'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Source: Alaska DOH's rolling RHTP award notice (sheet 'Notice of Intent to Award'), project BP1-IA-141, notified 2026-08-21. The amount is published as preliminary and the document is a notice of intent to award, not a notice of award.",data/evidence/AK/2026-08-28_ak_rhtp_awardsnotice_2026.xlsx,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,PER_PROJECT,PRELIMINARY_AS_PUBLISHED,INTENT_TO_AWARD,STATE_ORG_TYPE,Health Care Access,BP1-IA-141,Implementation,Health Care Access,Virtual Low-Bandwidth Certified Peer Support for Youth and Young Adults in Rural Alaska,"Somethings will provide accessible, low-bandwidth virtual peer mentorship to over 3,000 Alaska youth ages 13 to 26 in rural, frontier, and Alaska Native communities. Through Alaska-based Certified Peer Specialists who share lived experience and local context, the program expands behavioral health access, strengthens the peer support workforce, and opens a new front door for youth mental health care, with local partners across the state for referral pathways. The goal is to reduce depression, anxiety, and emergency department utilization in areas with limited behavioral health access.",Statewide,Behavioral health/substance use disorder treatment; Organizations providing health technology solutions; Other vendors partnering with an Alaska healthcare or community organization,2026-08-21
AK,50,Frontier Community Services,249208.8,NONPROFIT_CBO,No,Implementation | Health Care Access | Kenai Peninsula Borough,Yes,No,FY2026 (Year 1),Alaska RHTP Awards Notice 2026 - Notice of Intent to Award,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,"Home-and-community-based services provider; Non-Profit, Social Service, or Community Based Organization",HIGH,AMOUNT_PRELIMINARY,IN_KIND_BENEFIT,Yes,"The state's own Organization Type field states 'Non-Profit, Social Service, or Community Based Organization'. §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded. Source: Alaska DOH's rolling RHTP award notice (sheet 'Notice of Intent to Award'), project BP1-IA-143, notified 2026-08-21. The amount is published as preliminary and the document is a notice of intent to award, not a notice of award.",data/evidence/AK/2026-08-28_ak_rhtp_awardsnotice_2026.xlsx,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,PER_PROJECT,PRELIMINARY_AS_PUBLISHED,INTENT_TO_AWARD,STATE_ORG_TYPE,Health Care Access,BP1-IA-143,Implementation,Health Care Access,Alaska Community Care for Medical Complexity Pilot,"Frontier Community Services proposes implementing a specialized community-based care model for Alaskans with intellectual and developmental disabilities who have complex medical needs. The project addresses the lack of residential providers able to support individuals with higher medical acuity, resulting in extended hospital stays and institutional placements. Services will focus on rural and frontier communities across Alaska while evaluating provider capacity, reimbursement structures, and support-level assessment approaches to inform future system planning.",Kenai Peninsula Borough,"Home-and-community-based services provider; Non-Profit, Social Service, or Community Based Organization",2026-08-21
AK,51,Frontier Community Services,240033.48,NONPROFIT_CBO,No,Implementation | Spark Technology and Innovation | Kenai Peninsula Borough,Yes,No,FY2026 (Year 1),Alaska RHTP Awards Notice 2026 - Notice of Intent to Award,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,"Home-and-community-based services provider; Non-Profit, Social Service, or Community Based Organization",HIGH,AMOUNT_PRELIMINARY,NON_HOSPITAL,No,"The state's own Organization Type field states 'Non-Profit, Social Service, or Community Based Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Source: Alaska DOH's rolling RHTP award notice (sheet 'Notice of Intent to Award'), project BP1-IA-144, notified 2026-08-21. The amount is published as preliminary and the document is a notice of intent to award, not a notice of award.",data/evidence/AK/2026-08-28_ak_rhtp_awardsnotice_2026.xlsx,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,PER_PROJECT,PRELIMINARY_AS_PUBLISHED,INTENT_TO_AWARD,STATE_ORG_TYPE,Spark Technology and Innovation,BP1-IA-144,Implementation,Spark Technology and Innovation,Connected Independence: Advancing Rural Aging in Place,"Frontier Community Services proposes implementing a hybrid aging-in-place service model that combines structured in-home supports with technology-enabled monitoring, communication, wellness engagement, and care coordination tools, addressing workforce shortages, transportation barriers, geographic isolation, social disconnection, and limited access to affordable safety supports for older adults living independently across the Kenai Peninsula. The model strengthens existing services while enhancing connection, safety, and access to community resources.",Kenai Peninsula Borough,"Home-and-community-based services provider; Non-Profit, Social Service, or Community Based Organization",2026-08-21
AK,52,Frontier Community Services,233922.68,NONPROFIT_CBO,No,Planning | Healthy Beginnings | Kenai Peninsula Borough,Yes,No,FY2026 (Year 1),Alaska RHTP Awards Notice 2026 - Notice of Intent to Award,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,"Non-Profit, Social Service, or Community Based Organization",HIGH,AMOUNT_PRELIMINARY,NON_HOSPITAL,No,"The state's own Organization Type field states 'Non-Profit, Social Service, or Community Based Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Source: Alaska DOH's rolling RHTP award notice (sheet 'Notice of Intent to Award'), project BP1-PL-015, notified 2026-08-21. The amount is published as preliminary and the document is a notice of intent to award, not a notice of award.",data/evidence/AK/2026-08-28_ak_rhtp_awardsnotice_2026.xlsx,https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,PER_PROJECT,PRELIMINARY_AS_PUBLISHED,INTENT_TO_AWARD,STATE_ORG_TYPE,Healthy Beginnings,BP1-PL-015,Planning,Healthy Beginnings,Bringing Alaska’s Children Home: Community-Based Therapeutic Care and Family Supports,"Frontier Community Services proposes to develop a coordinated system of therapeutic childcare, after-school programs, and licensed therapeutic foster care for children with developmental disabilities and complex behavioral health needs on the Kenai Peninsula. The project will also work toward creating in-state residential alternatives for the more than 50 Alaska children currently in out-of-state institutional care, and will offer childcare options for Direct Support Professionals working extended shifts to support workforce retention. The approach leverages FCS's existing Medicaid provider infrastructure, billing systems, and Infant Learning Program to support sustainable implementation.",Kenai Peninsula Borough,"Non-Profit, Social Service, or Community Based Organization",2026-08-21
