state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,determination_basis,amount_basis,round_name,round_awards,round_amount,hub_region,announcement_date,source_archive_path,row_in_pool
NC,11,Caswell County EMS,,EMS_OR_PSAP,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,11
NC,12,Catawba County EMS,,EMS_OR_PSAP,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,12
NC,13,Cherokee County EMS,,EMS_OR_PSAP,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,13
NC,14,Clay County,,NONPROFIT_CBO,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not. QUEUED (NC_MIH_FORM_NOT_STATED): the release prints this recipient WITHOUT the ""EMS"" that the other thirty-eight carry, while calling all 39 ""local EMS agencies"". The source's own inconsistency is kept as published (§8) and the name rule therefore falls to §8's standing fallback rather than being given a token the document does not print.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_MISSING;RECIPIENT_TYPE_INFERRED,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,14
NC,15,Columbus County EMS,,EMS_OR_PSAP,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,15
NC,16,Davie County EMS,,EMS_OR_PSAP,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,16
NC,17,Edgecombe County EMS,,EMS_OR_PSAP,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,17
NC,18,Franklin County EMS,,EMS_OR_PSAP,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,18
NC,19,Gaston County EMS,,EMS_OR_PSAP,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,19
NC,20,Graham County EMS,,EMS_OR_PSAP,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,20
NC,21,Henderson County EMS,,EMS_OR_PSAP,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,21
NC,22,Lenoir County EMS,,EMS_OR_PSAP,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,22
NC,23,McDowell County EMS,,EMS_OR_PSAP,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,23
NC,24,Mitchell County EMS,,EMS_OR_PSAP,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,24
NC,25,Nash County EMS,,EMS_OR_PSAP,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,25
NC,26,Onslow County EMS,,EMS_OR_PSAP,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,26
NC,27,Orange County EMS,,EMS_OR_PSAP,No,"Announced by NCDHHS on 2026-06-08: ""it will provide $10 million to 39 local EMS agencies through the NC Rural Health Transformation Program"", with the roster printed under ""The Mobile Integrated Health grant recipients include:"". THE $10,000,000 IS A POOL FIGURE -- NCDHHS publishes no per-recipient amount, so `amount` is empty and nothing is divided (§6.2). The award is made in the release's own words (""The funds awarded by the NCDHHS Office of Emergency Medical Services""), so the recipient is confirmed and the amount is not.",Yes,No,2026,NCDHHS announces $10 million for EMS workforce through NC Rural Health Transformation Program (2026-06-08),https://www.ncdhhs.gov/news/press-releases/2026/06/08/ncdhhs-announces-10-million-ems-workforce-through-nc-rural-health-transformation-program,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ah_nc_year1_sources.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING,Mobile Integrated Health,BP1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","North Carolina publishes NO per-recipient amount. The MIH round's $10,000,000 is a POOL figure carried in `round_amount`, repeated on each of that round's rows and never summed down the column. The ROOTS round has NO published figure at all: the only currency on either ROOTS document is the $213,008,356.47 STATE ALLOTMENT, which is Tier 1 and is never read as this round's money (§0.2).",Mobile Integrated Health (Office of EMS),39,10000000,,2026-06-08,data/evidence/NC/2026-06-08_nc_pr_mobile_integrated_health.html,27
