state,row_no,awardee,awardee_as_published,spelling_differs,award_pool,amount,project_title,project_description,recipient_type,recipient_type_from_release_spelling,flow_type,distributed_to_hospital,hospital_benefiting,determination_basis,validation_source_type,state_source_url,source_archive_path,note
AR,11,Baxter Health,Baxter Health,FALSE,THRIVE,7738729.91,Baxter Health THRIVE at Home,"Baxter Health THRIVE at Home (Baxter, Fulton, Marion, Boone, Izard, and Stone counties) will expand home-based and virtual care through EMS equipment, community paramedicine, hospital-at-home services, remote patient monitoring, telehealth, chronic care support, cybersecurity, and interoperability planning.",NONPROFIT_CBO,NONPROFIT_CBO,IN_KIND_BENEFIT,No,Yes,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,12,"Carriage Hill Family Care, PLLC","Carriage Hill Family Care, PLC",TRUE,THRIVE,150000,Carriage Hill Rural Digital Health Transformation Initiative,"Carriage Hill Rural Digital Health Transformation Initiative (Greene County) will replace its electronic medical record system and improve cybersecurity, staff workflows, patient communications, and information exchange with hospitals, specialists, laboratories, and other care partners.",PHYSICIAN_PRACTICE,PHYSICIAN_PRACTICE,IN_KIND_BENEFIT,No,Yes,"Recipient name rule: name states a clinical practice. §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,13,"Community Health Centers of Arkansas, Inc.","Community Health Centers of Arkansas, Inc.",FALSE,THRIVE,1911394,Arkansas Community Health Intelligence Platform,"Arkansas Community Health Intelligence Platform (Arkansas, Ashley, Baxter, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Franklin, Fulton, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Prairie, Randolph, Scott, Searcy, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, White, Woodruff, and Yell counties) will build a shared technology platform for Arkansas’ 13 federally qualified health centers, including health information exchange connections, population health analytics, interoperability tools, cybersecurity services, and implementation support.",FQHC_OR_RHC,FQHC_OR_RHC,NON_HOSPITAL,No,No,"Recipient name rule: community/primary health center. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,14,"Community Health Centers of Arkansas, Inc.","Community Health Centers of Arkansas, Inc.",FALSE,THRIVE,130410,Arkansas FQHC Clinical Decision Support & Specialty Access Initiative,"Arkansas FQHC Clinical Decision Support & Specialty Access Initiative (Arkansas, Ashley, Baxter, Boone, Bradley, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Cleveland, Columbia, Conway, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Franklin, Fulton, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Izard, Jackson, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Newton, Ouachita, Perry, Phillips, Pike, Poinsett, Polk, Prairie, Randolph, Scott, Searcy, Sevier, Sharp, St. Francis, Stone, Union, Van Buren, White, Woodruff, and Yell counties) will implement VisualDx software, training, and program management to help participating FQHC clinicians diagnose and manage conditions that often require specialty input.",FQHC_OR_RHC,FQHC_OR_RHC,NON_HOSPITAL,No,No,"Recipient name rule: community/primary health center. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,15,Harbor House Inc. of Fort Smith Arkansas,Harbor House Inc. of Fort Smith Arkansas,FALSE,THRIVE,37230,THRIVE Rural TeleCounseling Project,"THRIVE Rural TeleCounseling Project (Washington, Sebastian, Garland, and Benton counties) will expand one-on-one telecounseling with licensed mental health professionals for rural Arkansans with substance-use and mental health needs.",NONPROFIT_CBO,NONPROFIT_CBO,NON_HOSPITAL,No,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,16,Johnson Regional Medical Center,Johnson Regional Medical Center,FALSE,THRIVE,974455,Tele-Cardiology Access Initiative and Network Infrastructure and Cybersecurity Modernization,"Tele-Cardiology Access Initiative and Network Infrastructure and Cybersecurity Modernization (Johnson County) will modernize wireless and network infrastructure, add telecardiology carts, and provide managed cybersecurity needed for local virtual cardiology consultations.",HOSPITAL_OR_SYSTEM,HOSPITAL_OR_SYSTEM,DIRECT,Yes,Yes,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,17,LilyLink/The Perinatal Center,LilyLink in partnership with the Perinatal Center,TRUE,THRIVE,871736,Rural Arkansas Technology-Enabled Maternal Diabetes Program,"Rural Arkansas Technology-Enabled Maternal Diabetes Program (Benton County) will provide connected glucose devices, patient onboarding, diabetes education, weekly clinical review, treatment adjustment, and postpartum follow-up for rural pregnant patients with gestational or pre-existing diabetes.",NONPROFIT_CBO,NONPROFIT_CBO,NON_HOSPITAL,No,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,18,Mercy Health Fort Smith Communities,Mercy Health Fort Smith Communities,FALSE,THRIVE,6340043,Mercy Arkansas Rural Digital Health Initiative,"Mercy Arkansas Rural Digital Health Initiative (Carroll, Logan, Franklin, Scott, and Sebastian counties) will upgrade rural hospitals and clinics with specialty telehealth, AI-enabled SMART rooms, telemetry and imaging equipment, digital integration, and emergency teleconsultation capability.",NONPROFIT_CBO,NONPROFIT_CBO,IN_KIND_BENEFIT,No,Yes,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,19,Methodist Le Bonheur Community Outreach,Methodist Le Bonheur Community Outreach,FALSE,THRIVE,340725,Le Bonheur Jonesboro Outpatient Center Telehealth Expansion,"Le Bonheur Jonesboro Outpatient Center Telehealth Expansion (Craighead County) will add Level 2 fetal ultrasounds, EEG epileptology screenings, and pediatric subspecialty consultations at the Jonesboro Outpatient Center.",NONPROFIT_CBO,NONPROFIT_CBO,NON_HOSPITAL,No,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,20,St. Bernards Development Foundation,St. Bernards Development Foundation,FALSE,THRIVE,5000000,St. Bernards Rural Care Connectivity Network,"St. Bernards Rural Care Connectivity Network (Baxter, Cross, Randolph, Fulton, Mississippi, Lawrence, Clay, and Craighead counties) will expand telehealth, remote patient monitoring, smart-room technology, interoperability, cybersecurity, digital care coordination, and selected emergency-response tools.",NONPROFIT_CBO,NONPROFIT_CBO,NON_HOSPITAL,No,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,21,University of Arkansas,University of Arkansas,FALSE,THRIVE,176847,Rural Telehealth Readiness Initiative for Older Adults and Caregivers in Arkansas,"Rural Telehealth Readiness Initiative for Older Adults and Caregivers in Arkansas (Dallas County) will pilot telehealth-readiness training for older adults and caregivers through training materials, a resource website, AI-supported navigation, train-the-trainer workshops, and community education.",UNIVERSITY_OR_AHC,UNIVERSITY_OR_AHC,NON_HOSPITAL,No,No,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,22,University of Arkansas,University of Arkansas,FALSE,THRIVE,777351,Rural Access Data Analytics and Resource Platform,"Rural Access Data Analytics and Resource Platform (statewide) will expand the Arkansas Health Survey into THRIVE RADAR, an interactive rural health dashboard covering providers, telehealth, service gaps, workforce, broadband, transportation, health indicators, and geographic mapping.",UNIVERSITY_OR_AHC,UNIVERSITY_OR_AHC,NON_HOSPITAL,No,No,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,23,University of Arkansas for Medical Sciences,University of Arkansas for Medical Sciences,FALSE,THRIVE,2337402,Virtu-RURAL (Remote Upgrades to Rural Arkansas Locations),"Virtu-RURAL (Remote Upgrades to Rural Arkansas Locations) (Searcy, Bradley, Carroll, Johnson, Jefferson, and Pulaski counties) will provide telehealth assessments, infrastructure upgrades, access points, and digital health training through seven rural partners.",UNIVERSITY_OR_AHC,UNIVERSITY_OR_AHC,NON_HOSPITAL,No,No,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,24,University of Arkansas for Medical Sciences,University of Arkansas for Medical Sciences,FALSE,THRIVE,5438244,Stroke Pathways to Advance Rural Knowledge (SPARK),"Stroke Pathways to Advance Rural Knowledge (SPARK) (24 rural Delta communities in Year 1) will connect communities, EMS, emergency departments, primary care, and stroke specialists through education, virtual neurology decision support, survivor navigation, workflow tools, and performance tracking.",UNIVERSITY_OR_AHC,UNIVERSITY_OR_AHC,NON_HOSPITAL,No,No,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,25,"Wolfe Street Foundation, Inc.","Wolfe Street Foundation, Inc.",FALSE,THRIVE,369619,Rural Recovery Connect,"Rural Recovery Connect (Pulaski, Clark, Saline, Faulkner, Sevier, Garland, Hot Spring, Polk, Montgomery, Pope, Grant, Miller, Yell, Franklin, Van Buren, Searcy, Sebastian, Craighead, Logan, and Hempstead counties) will install tablet-based telehealth kiosks, train providers, and offer clinic-supported peer recovery services at rural clinics and detention centers, with later connections from overdose response to peer support.",NONPROFIT_CBO,NONPROFIT_CBO,NON_HOSPITAL,No,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,26,Arkansas Rural Health Partnership,Arkansas Rural Health Partnership,FALSE,PACT,5000000,Arkansas Rural Hospital Emergency Power Resilience Initiative 2026,"Arkansas Rural Hospital Emergency Power Resilience Initiative 2026 (Hempstead, Ashley, Dallas, Jefferson, Desha, Arkansas, Polk, Johnson, and Cross counties) will purchase and install emergency generators, integrate electrical systems, and conduct testing and preparedness activities so participating rural hospitals can maintain critical services during outages and disasters.",NONPROFIT_CBO,NONPROFIT_CBO,IN_KIND_BENEFIT,No,Yes,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,27,Arkansas Rural Health Partnership,Arkansas Rural Health Partnership,FALSE,PACT,1455689,"Arkansas Rural Behavioral Health Access, Safety & Stabilization (PACT-SAFE) Initiative","Arkansas Rural Behavioral Health Access, Safety & Stabilization (PACT-SAFE) Initiative (Polk, Independence, Desha, Dallas, Howard, Ashley, Chicot, Phillips, Arkansas, Sevier, Ouachita, Hempstead, Little River, Drew, Cleburne, Union, Columbia, Clark, and Bradley counties) will expand rural behavioral health crisis response, local treatment capacity, and patient and staff safety in communities facing service gaps, recent trauma, and provider shortages.",NONPROFIT_CBO,NONPROFIT_CBO,NON_HOSPITAL,No,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,28,Arkansas Rural Health Partnership,Arkansas Rural Health Partnership,FALSE,PACT,4480877,Rural Specialty Care on Command,"Rural Specialty Care on Command (Drew, Lincoln, Bradley, Columbia, Chicot, Cleveland, Union, Ashley, Clay, Randolph, Lawrence, Sharp, Greene, Fulton, Dallas, Desha, Crittenden, Poinsett, Phillips, Mississippi, Lee, Howard, Monroe, Arkansas, Polk, Ouachita, St. Francis, Logan, Scott, Sebastian, Crawford, Sevier, Hempstead, Jefferson, Pope, Garland, Clark, Faulkner, and Miller counties) will deploy virtual physician carts and portable telemedicine systems in participating rural hospitals to expand specialty consultation, care coordination, and local clinical decision-making while reducing avoidable transfers.",NONPROFIT_CBO,NONPROFIT_CBO,IN_KIND_BENEFIT,No,Yes,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
AR,29,Baptist Health,Baptist Health,FALSE,PACT,12000000,South Arkansas Regional Hospital Transition and Integration,"South Arkansas Regional Hospital Transition and Integration (Union County) will stabilize services across a seven-county region serving more than 120,000 residents through facility improvements, replacement clinical equipment, systemwide IT infrastructure, and operational integration into Baptist Health.",NONPROFIT_CBO,NONPROFIT_CBO,IN_KIND_BENEFIT,No,Yes,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",GOVERNOR_PRESS_RELEASE,https://governor.arkansas.gov/news_post/sanders-announces-nearly-150-million-awarded-in-rural-health-transformation-funds/,data/evidence/AR/2026-08-27_governor_sanders_nearly_150_million_awarded.html,"THE SAME MONEY AS `ar_year1_awardees.csv`, AT A FINER GRAIN. NEVER ADD THE TWO FILES: the 50 rows here and the 37 there are one $149,177,618.45, read from two publishers. This file exists for the project DESCRIPTION, which the award list does not carry, and for the Governor's own count of 50, which is neither 31 organisations nor 37 award actions. `recipient_type` is derived from the AWARD LIST's spelling of the name (the primary source, §8); `recipient_type_from_release_spelling` records what the release's own spelling would give, which differs for Arkansas Children's and is worth $301,400."
