state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,nhvn_member_of,city,determination_basis,classification_rule,source_archive_path,basis_type,verified_by,verified_basis
NE,13,Blue Valley Community Action Inc,128068.33,NONPROFIT_CBO,No,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Community action agency (southeast Nebraska); 4.4a chronic disease navigation. https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN",Community action agency (southeast Nebraska); 4.4a chronic disease navigation. https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf
NE,14,Boone County Health Center,340000,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Boone County Health Center (Albion), critical access hospital; already coded a hospital elsewhere in the NE file. This award is 4.4a chronic disease navigation. https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN","Boone County Health Center (Albion), critical access hospital; already coded a hospital elsewhere in the NE file. This award is 4.4a chronic disease navigation. https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf"
NE,15,Urban Indian Medical Center,338726.41,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,,,
NE,16,Morrill County Community Hospital,340000,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,,,
NE,17,Winnebago Comprehensive Health System,339612.19,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,MEDIUM,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,Recipient name rule: name states a health system. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,,,
NE,18,Encounter Telehealth,317711.3,VENDOR_OR_CONTRACTOR,No,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): VENDOR_OR_CONTRACTOR. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Telehealth services company; award is 4.4a chronic disease navigation and education. [Org type from general knowledge; URL is the award source.] https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN",Telehealth services company; award is 4.4a chronic disease navigation and education. [Org type from general knowledge; URL is the award source.] https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf
NE,19,Niobrara Valley Hospital,340000,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,,,
NE,20,Beatrice Community Hospital (Virtual Nursing),334524.04,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,,,
NE,21,Panhandle Public Health District,308856.08,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,,,,"RECIPIENT TYPE VERIFIED (session 49): LOCAL_GOVT_OR_PUBLIC_HEALTH. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Panhandle Public Health District, multi-county local health department. https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN","Panhandle Public Health District, multi-county local health department. https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf"
NE,22,Memorial Community Hospital and Health System,152274.61,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,,,
NE,23,Southeast District Health Department,195746.93,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,,,,"Recipient name rule: a health department, or a body named Public Health <place>: a local public health body. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",PATTERN,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,,,
NE,24,Chase Community Hospital,338714.13,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,,,
NE,25,Pawnee County Memorial Hospital,339996.26,HOSPITAL_OR_SYSTEM,Yes,Initiative 4.4a Chronic Disease Navigation and Education,Yes,Yes,FY2026,RHTP Initiative 4.4a Awards -- Chronic Disease Navigation and Education,https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,Initiative 4.4a Chronic Disease Navigation and Education,BP1,DIRECT,Yes,NAMED_HOSPITAL,,,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/NE/2026-08-31_ne_dhhs_public_notice_of_award_4.4a.pdf,,,
