state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,determination_basis,amount_basis,ein,score,requested_amount,recommended_amount,approval_condition,county,round_amount,award_source,approval_date,source_archive_path
WY,11,Sublette County Hospital,1750000,HOSPITAL_OR_SYSTEM,Yes,"Initiative 1.1 Critical Access Hospital - Basic. APPROVED BY THE RURAL HEALTH TRANSFORMATION ADVISORY COMMITTEE ON 2026-08-11, NOT EXECUTED: Wyoming's Year 1 obligation deadline for executed contracts is End of October 2026 (the minutes' own words) and WDH's programme-page timeline gives 2026-10-01. `round_amount` is this INITIATIVE's approved pool and repeats on every row of it -- never sum that column (Georgia's trap); use wy_reconcile(). ",Yes,No,2026,"Wyoming Rural Health Transformation Advisory Committee, Award Approvals - 8.11.26",https://health.wyo.gov/admin/rural-health-transformation-program/,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03aj_wy_year1_awardees.R,,,,,"Recipient form STATED BY WYOMING, not inferred from the name: the award table's first column is headed ""Hospital"", the initiative is ""1.1. Critical Access Hospital - Basic"", and the Year 1 Revised Budget Narrative's Eligible Applicants block for Initiative 1.1 gives one Facility Type -- ""Critical Access Hospital (18 Total)"". §8's name rule reaches only 15 of the 18 approved; typing the other three from this pipeline's own knowledge would be the §0.4 failure, and leaving them on §8's standing fallback would assert the form is undetermined where the state has stated it (session 38's UNC precedent, session 39's MCO precedent).",MEDIUM,AMOUNT_PRELIMINARY,1.1 Critical Access Hospital - Basic,Budget Period 1 (2025-12-29 to 2026-10-30),DIRECT,Yes,NAMED_HOSPITAL,,"Recipient form STATED BY WYOMING, not inferred from the name: the award table's first column is headed ""Hospital"", the initiative is ""1.1. Critical Access Hospital - Basic"", and the Year 1 Revised Budget Narrative's Eligible Applicants block for Initiative 1.1 gives one Facility Type -- ""Critical Access Hospital (18 Total)"". §8's name rule reaches only 15 of the 18 approved; typing the other three from this pipeline's own knowledge would be the §0.4 failure, and leaving them on §8's standing fallback would assert the form is undetermined where the state has stated it (session 38's UNC precedent, session 39's MCO precedent). §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.","The figure in the committee document's own APPROVED column for this row, read with session 32's run model. Six of this document's rows carry the recipient name in a SEPARATE PAINTED RUN from the rest of the row, so the line model splits them and loses $5,156,000 of Initiative 1.1 in silence; the runs keep the name and the money together. Every table reconciles to the document's own Total row, to the budget summary's Approved award column, and thence to the $205,004,742 allotment.",86-1595514,19.7,1750000,1750000,,,48200174,APPROVALS_TABLE,2026-08-11,data/evidence/WY/2026-09-03_wy_advisory_committee_award_approvals_2026-08-11.pdf
WY,12,Memorial Hospital of Carbon County,5750000,HOSPITAL_OR_SYSTEM,Yes,"Initiative 1.1 Critical Access Hospital - Basic. APPROVED BY THE RURAL HEALTH TRANSFORMATION ADVISORY COMMITTEE ON 2026-08-11, NOT EXECUTED: Wyoming's Year 1 obligation deadline for executed contracts is End of October 2026 (the minutes' own words) and WDH's programme-page timeline gives 2026-10-01. `round_amount` is this INITIATIVE's approved pool and repeats on every row of it -- never sum that column (Georgia's trap); use wy_reconcile(). ",Yes,No,2026,"Wyoming Rural Health Transformation Advisory Committee, Award Approvals - 8.11.26",https://health.wyo.gov/admin/rural-health-transformation-program/,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03aj_wy_year1_awardees.R,,,,,"Recipient form STATED BY WYOMING, not inferred from the name: the award table's first column is headed ""Hospital"", the initiative is ""1.1. Critical Access Hospital - Basic"", and the Year 1 Revised Budget Narrative's Eligible Applicants block for Initiative 1.1 gives one Facility Type -- ""Critical Access Hospital (18 Total)"". §8's name rule reaches only 15 of the 18 approved; typing the other three from this pipeline's own knowledge would be the §0.4 failure, and leaving them on §8's standing fallback would assert the form is undetermined where the state has stated it (session 38's UNC precedent, session 39's MCO precedent).",MEDIUM,AMOUNT_PRELIMINARY,1.1 Critical Access Hospital - Basic,Budget Period 1 (2025-12-29 to 2026-10-30),DIRECT,Yes,NAMED_HOSPITAL,,"Recipient form STATED BY WYOMING, not inferred from the name: the award table's first column is headed ""Hospital"", the initiative is ""1.1. Critical Access Hospital - Basic"", and the Year 1 Revised Budget Narrative's Eligible Applicants block for Initiative 1.1 gives one Facility Type -- ""Critical Access Hospital (18 Total)"". §8's name rule reaches only 15 of the 18 approved; typing the other three from this pipeline's own knowledge would be the §0.4 failure, and leaving them on §8's standing fallback would assert the form is undetermined where the state has stated it (session 38's UNC precedent, session 39's MCO precedent). §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.","The figure in the committee document's own APPROVED column for this row, read with session 32's run model. Six of this document's rows carry the recipient name in a SEPARATE PAINTED RUN from the rest of the row, so the line model splits them and loses $5,156,000 of Initiative 1.1 in silence; the runs keep the name and the money together. Every table reconciles to the document's own Total row, to the budget summary's Approved award column, and thence to the $205,004,742 allotment.",83-6000025,19.7,2750000,5750000,,,48200174,APPROVALS_TABLE,2026-08-11,data/evidence/WY/2026-09-03_wy_advisory_committee_award_approvals_2026-08-11.pdf
WY,13,Teton County Hospital District dba St. John’s Health,1250000,HOSPITAL_OR_SYSTEM,Yes,"Initiative 1.1 Critical Access Hospital - Basic. APPROVED BY THE RURAL HEALTH TRANSFORMATION ADVISORY COMMITTEE ON 2026-08-11, NOT EXECUTED: Wyoming's Year 1 obligation deadline for executed contracts is End of October 2026 (the minutes' own words) and WDH's programme-page timeline gives 2026-10-01. `round_amount` is this INITIATIVE's approved pool and repeats on every row of it -- never sum that column (Georgia's trap); use wy_reconcile(). ",Yes,No,2026,"Wyoming Rural Health Transformation Advisory Committee, Award Approvals - 8.11.26",https://health.wyo.gov/admin/rural-health-transformation-program/,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03aj_wy_year1_awardees.R,,,,,"Recipient form STATED BY WYOMING, not inferred from the name: the award table's first column is headed ""Hospital"", the initiative is ""1.1. Critical Access Hospital - Basic"", and the Year 1 Revised Budget Narrative's Eligible Applicants block for Initiative 1.1 gives one Facility Type -- ""Critical Access Hospital (18 Total)"". §8's name rule reaches only 15 of the 18 approved; typing the other three from this pipeline's own knowledge would be the §0.4 failure, and leaving them on §8's standing fallback would assert the form is undetermined where the state has stated it (session 38's UNC precedent, session 39's MCO precedent).",MEDIUM,AMOUNT_PRELIMINARY,1.1 Critical Access Hospital - Basic,Budget Period 1 (2025-12-29 to 2026-10-30),DIRECT,Yes,NAMED_HOSPITAL,,"Recipient form STATED BY WYOMING, not inferred from the name: the award table's first column is headed ""Hospital"", the initiative is ""1.1. Critical Access Hospital - Basic"", and the Year 1 Revised Budget Narrative's Eligible Applicants block for Initiative 1.1 gives one Facility Type -- ""Critical Access Hospital (18 Total)"". §8's name rule reaches only 15 of the 18 approved; typing the other three from this pipeline's own knowledge would be the §0.4 failure, and leaving them on §8's standing fallback would assert the form is undetermined where the state has stated it (session 38's UNC precedent, session 39's MCO precedent). §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.","The figure in the committee document's own APPROVED column for this row, read with session 32's run model. Six of this document's rows carry the recipient name in a SEPARATE PAINTED RUN from the rest of the row, so the line model splits them and loses $5,156,000 of Initiative 1.1 in silence; the runs keep the name and the money together. Every table reconciles to the document's own Total row, to the budget summary's Approved award column, and thence to the $205,004,742 allotment.",83-0230892,17.7,1250000,1250000,,,48200174,APPROVALS_TABLE,2026-08-11,data/evidence/WY/2026-09-03_wy_advisory_committee_award_approvals_2026-08-11.pdf
WY,14,South Lincoln Hospital District,5750000,HOSPITAL_OR_SYSTEM,Yes,"Initiative 1.1 Critical Access Hospital - Basic. APPROVED BY THE RURAL HEALTH TRANSFORMATION ADVISORY COMMITTEE ON 2026-08-11, NOT EXECUTED: Wyoming's Year 1 obligation deadline for executed contracts is End of October 2026 (the minutes' own words) and WDH's programme-page timeline gives 2026-10-01. `round_amount` is this INITIATIVE's approved pool and repeats on every row of it -- never sum that column (Georgia's trap); use wy_reconcile(). CONDITION AS PUBLISHED: ""N/A"" sustainability plan condition upon approval by WDH re: costs, allowability ",Yes,No,2026,"Wyoming Rural Health Transformation Advisory Committee, Award Approvals - 8.11.26",https://health.wyo.gov/admin/rural-health-transformation-program/,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03aj_wy_year1_awardees.R,,,,,"Recipient form STATED BY WYOMING, not inferred from the name: the award table's first column is headed ""Hospital"", the initiative is ""1.1. Critical Access Hospital - Basic"", and the Year 1 Revised Budget Narrative's Eligible Applicants block for Initiative 1.1 gives one Facility Type -- ""Critical Access Hospital (18 Total)"". §8's name rule reaches only 15 of the 18 approved; typing the other three from this pipeline's own knowledge would be the §0.4 failure, and leaving them on §8's standing fallback would assert the form is undetermined where the state has stated it (session 38's UNC precedent, session 39's MCO precedent).",MEDIUM,AMOUNT_PRELIMINARY,1.1 Critical Access Hospital - Basic,Budget Period 1 (2025-12-29 to 2026-10-30),DIRECT,Yes,NAMED_HOSPITAL,,"Recipient form STATED BY WYOMING, not inferred from the name: the award table's first column is headed ""Hospital"", the initiative is ""1.1. Critical Access Hospital - Basic"", and the Year 1 Revised Budget Narrative's Eligible Applicants block for Initiative 1.1 gives one Facility Type -- ""Critical Access Hospital (18 Total)"". §8's name rule reaches only 15 of the 18 approved; typing the other three from this pipeline's own knowledge would be the §0.4 failure, and leaving them on §8's standing fallback would assert the form is undetermined where the state has stated it (session 38's UNC precedent, session 39's MCO precedent). §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.","The figure in the committee document's own APPROVED column for this row, read with session 32's run model. Six of this document's rows carry the recipient name in a SEPARATE PAINTED RUN from the rest of the row, so the line model splits them and loses $5,156,000 of Initiative 1.1 in silence; the runs keep the name and the money together. Every table reconciles to the document's own Total row, to the budget summary's Approved award column, and thence to the $205,004,742 allotment.",83-0128950,14.3,1750000,0,"""N/A"" sustainability plan condition upon approval by WDH re: costs, allowability",,48200174,APPROVALS_TABLE,2026-08-11,data/evidence/WY/2026-09-03_wy_advisory_committee_award_approvals_2026-08-11.pdf
WY,15,North Big Horn Hospital District,1000000,HOSPITAL_OR_SYSTEM,Yes,"Initiative 1.1 Critical Access Hospital - Basic. APPROVED BY THE RURAL HEALTH TRANSFORMATION ADVISORY COMMITTEE ON 2026-08-11, NOT EXECUTED: Wyoming's Year 1 obligation deadline for executed contracts is End of October 2026 (the minutes' own words) and WDH's programme-page timeline gives 2026-10-01. `round_amount` is this INITIATIVE's approved pool and repeats on every row of it -- never sum that column (Georgia's trap); use wy_reconcile(). ",Yes,No,2026,"Wyoming Rural Health Transformation Advisory Committee, Award Approvals - 8.11.26",https://health.wyo.gov/admin/rural-health-transformation-program/,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03aj_wy_year1_awardees.R,,,,,"Recipient form STATED BY WYOMING, not inferred from the name: the award table's first column is headed ""Hospital"", the initiative is ""1.1. Critical Access Hospital - Basic"", and the Year 1 Revised Budget Narrative's Eligible Applicants block for Initiative 1.1 gives one Facility Type -- ""Critical Access Hospital (18 Total)"". §8's name rule reaches only 15 of the 18 approved; typing the other three from this pipeline's own knowledge would be the §0.4 failure, and leaving them on §8's standing fallback would assert the form is undetermined where the state has stated it (session 38's UNC precedent, session 39's MCO precedent).",MEDIUM,AMOUNT_PRELIMINARY,1.1 Critical Access Hospital - Basic,Budget Period 1 (2025-12-29 to 2026-10-30),DIRECT,Yes,NAMED_HOSPITAL,,"Recipient form STATED BY WYOMING, not inferred from the name: the award table's first column is headed ""Hospital"", the initiative is ""1.1. Critical Access Hospital - Basic"", and the Year 1 Revised Budget Narrative's Eligible Applicants block for Initiative 1.1 gives one Facility Type -- ""Critical Access Hospital (18 Total)"". §8's name rule reaches only 15 of the 18 approved; typing the other three from this pipeline's own knowledge would be the §0.4 failure, and leaving them on §8's standing fallback would assert the form is undetermined where the state has stated it (session 38's UNC precedent, session 39's MCO precedent). §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.","The figure in the committee document's own APPROVED column for this row, read with session 32's run model. Six of this document's rows carry the recipient name in a SEPARATE PAINTED RUN from the rest of the row, so the line model splits them and loses $5,156,000 of Initiative 1.1 in silence; the runs keep the name and the money together. Every table reconciles to the document's own Total row, to the budget summary's Approved award column, and thence to the $205,004,742 allotment.",83-6000891,14,1000000,1000000,,,48200174,APPROVALS_TABLE,2026-08-11,data/evidence/WY/2026-09-03_wy_advisory_committee_award_approvals_2026-08-11.pdf
WY,16,Evanston Regional Hospital,1250000,HOSPITAL_OR_SYSTEM,Yes,"Initiative 1.1 Critical Access Hospital - Basic. APPROVED BY THE RURAL HEALTH TRANSFORMATION ADVISORY COMMITTEE ON 2026-08-11, NOT EXECUTED: Wyoming's Year 1 obligation deadline for executed contracts is End of October 2026 (the minutes' own words) and WDH's programme-page timeline gives 2026-10-01. `round_amount` is this INITIATIVE's approved pool and repeats on every row of it -- never sum that column (Georgia's trap); use wy_reconcile(). CONDITION AS PUBLISHED: ""N/A"" sustainability plan Conditional to timely submission of sustainability plan ",Yes,No,2026,"Wyoming Rural Health Transformation Advisory Committee, Award Approvals - 8.11.26",https://health.wyo.gov/admin/rural-health-transformation-program/,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03aj_wy_year1_awardees.R,,,,,"Recipient form STATED BY WYOMING, not inferred from the name: the award table's first column is headed ""Hospital"", the initiative is ""1.1. Critical Access Hospital - Basic"", and the Year 1 Revised Budget Narrative's Eligible Applicants block for Initiative 1.1 gives one Facility Type -- ""Critical Access Hospital (18 Total)"". §8's name rule reaches only 15 of the 18 approved; typing the other three from this pipeline's own knowledge would be the §0.4 failure, and leaving them on §8's standing fallback would assert the form is undetermined where the state has stated it (session 38's UNC precedent, session 39's MCO precedent).",MEDIUM,AMOUNT_PRELIMINARY,1.1 Critical Access Hospital - Basic,Budget Period 1 (2025-12-29 to 2026-10-30),DIRECT,Yes,NAMED_HOSPITAL,,"Recipient form STATED BY WYOMING, not inferred from the name: the award table's first column is headed ""Hospital"", the initiative is ""1.1. Critical Access Hospital - Basic"", and the Year 1 Revised Budget Narrative's Eligible Applicants block for Initiative 1.1 gives one Facility Type -- ""Critical Access Hospital (18 Total)"". §8's name rule reaches only 15 of the 18 approved; typing the other three from this pipeline's own knowledge would be the §0.4 failure, and leaving them on §8's standing fallback would assert the form is undetermined where the state has stated it (session 38's UNC precedent, session 39's MCO precedent). §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.","The figure in the committee document's own APPROVED column for this row, read with session 32's run model. Six of this document's rows carry the recipient name in a SEPARATE PAINTED RUN from the rest of the row, so the line model splits them and loses $5,156,000 of Initiative 1.1 in silence; the runs keep the name and the money together. Every table reconciles to the document's own Total row, to the budget summary's Approved award column, and thence to the $205,004,742 allotment.",83-0327475,13.3,1250000,0,"""N/A"" sustainability plan Conditional to timely submission of sustainability plan",,48200174,APPROVALS_TABLE,2026-08-11,data/evidence/WY/2026-09-03_wy_advisory_committee_award_approvals_2026-08-11.pdf
WY,17,Niobrara County Hospital District,1000000,HOSPITAL_OR_SYSTEM,Yes,"Initiative 1.1 Critical Access Hospital - Basic. APPROVED BY THE RURAL HEALTH TRANSFORMATION ADVISORY COMMITTEE ON 2026-08-11, NOT EXECUTED: Wyoming's Year 1 obligation deadline for executed contracts is End of October 2026 (the minutes' own words) and WDH's programme-page timeline gives 2026-10-01. `round_amount` is this INITIATIVE's approved pool and repeats on every row of it -- never sum that column (Georgia's trap); use wy_reconcile(). ",Yes,No,2026,"Wyoming Rural Health Transformation Advisory Committee, Award Approvals - 8.11.26",https://health.wyo.gov/admin/rural-health-transformation-program/,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03aj_wy_year1_awardees.R,,,,,"Recipient form STATED BY WYOMING, not inferred from the name: the award table's first column is headed ""Hospital"", the initiative is ""1.1. Critical Access Hospital - Basic"", and the Year 1 Revised Budget Narrative's Eligible Applicants block for Initiative 1.1 gives one Facility Type -- ""Critical Access Hospital (18 Total)"". §8's name rule reaches only 15 of the 18 approved; typing the other three from this pipeline's own knowledge would be the §0.4 failure, and leaving them on §8's standing fallback would assert the form is undetermined where the state has stated it (session 38's UNC precedent, session 39's MCO precedent).",MEDIUM,AMOUNT_PRELIMINARY,1.1 Critical Access Hospital - Basic,Budget Period 1 (2025-12-29 to 2026-10-30),DIRECT,Yes,NAMED_HOSPITAL,,"Recipient form STATED BY WYOMING, not inferred from the name: the award table's first column is headed ""Hospital"", the initiative is ""1.1. Critical Access Hospital - Basic"", and the Year 1 Revised Budget Narrative's Eligible Applicants block for Initiative 1.1 gives one Facility Type -- ""Critical Access Hospital (18 Total)"". §8's name rule reaches only 15 of the 18 approved; typing the other three from this pipeline's own knowledge would be the §0.4 failure, and leaving them on §8's standing fallback would assert the form is undetermined where the state has stated it (session 38's UNC precedent, session 39's MCO precedent). §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.","The figure in the committee document's own APPROVED column for this row, read with session 32's run model. Six of this document's rows carry the recipient name in a SEPARATE PAINTED RUN from the rest of the row, so the line model splits them and loses $5,156,000 of Initiative 1.1 in silence; the runs keep the name and the money together. Every table reconciles to the document's own Total row, to the budget summary's Approved award column, and thence to the $205,004,742 allotment.",87-0725536,12.7,1000000,1000000,,,48200174,APPROVALS_TABLE,2026-08-11,data/evidence/WY/2026-09-03_wy_advisory_committee_award_approvals_2026-08-11.pdf
WY,18,North Platte Valley Medical Center,1750000,HOSPITAL_OR_SYSTEM,Yes,"Initiative 1.1 Critical Access Hospital - Basic. APPROVED BY THE RURAL HEALTH TRANSFORMATION ADVISORY COMMITTEE ON 2026-08-11, NOT EXECUTED: Wyoming's Year 1 obligation deadline for executed contracts is End of October 2026 (the minutes' own words) and WDH's programme-page timeline gives 2026-10-01. `round_amount` is this INITIATIVE's approved pool and repeats on every row of it -- never sum that column (Georgia's trap); use wy_reconcile(). ",Yes,No,2026,"Wyoming Rural Health Transformation Advisory Committee, Award Approvals - 8.11.26",https://health.wyo.gov/admin/rural-health-transformation-program/,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03aj_wy_year1_awardees.R,,,,,"Recipient form STATED BY WYOMING, not inferred from the name: the award table's first column is headed ""Hospital"", the initiative is ""1.1. Critical Access Hospital - Basic"", and the Year 1 Revised Budget Narrative's Eligible Applicants block for Initiative 1.1 gives one Facility Type -- ""Critical Access Hospital (18 Total)"". §8's name rule reaches only 15 of the 18 approved; typing the other three from this pipeline's own knowledge would be the §0.4 failure, and leaving them on §8's standing fallback would assert the form is undetermined where the state has stated it (session 38's UNC precedent, session 39's MCO precedent).",MEDIUM,AMOUNT_PRELIMINARY,1.1 Critical Access Hospital - Basic,Budget Period 1 (2025-12-29 to 2026-10-30),DIRECT,Yes,NAMED_HOSPITAL,,"Recipient form STATED BY WYOMING, not inferred from the name: the award table's first column is headed ""Hospital"", the initiative is ""1.1. Critical Access Hospital - Basic"", and the Year 1 Revised Budget Narrative's Eligible Applicants block for Initiative 1.1 gives one Facility Type -- ""Critical Access Hospital (18 Total)"". §8's name rule reaches only 15 of the 18 approved; typing the other three from this pipeline's own knowledge would be the §0.4 failure, and leaving them on §8's standing fallback would assert the form is undetermined where the state has stated it (session 38's UNC precedent, session 39's MCO precedent). §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.","The figure in the committee document's own APPROVED column for this row, read with session 32's run model. Six of this document's rows carry the recipient name in a SEPARATE PAINTED RUN from the rest of the row, so the line model splits them and loses $5,156,000 of Initiative 1.1 in silence; the runs keep the name and the money together. Every table reconciles to the document's own Total row, to the budget summary's Approved award column, and thence to the $205,004,742 allotment.",84-2280561,10.3,1750000,1750000,,,48200174,APPROVALS_TABLE,2026-08-11,data/evidence/WY/2026-09-03_wy_advisory_committee_award_approvals_2026-08-11.pdf
WY,19,Cody Regional Health,2200000,HOSPITAL_OR_SYSTEM,Yes,"Initiative 1.2 EMS Regionalization. APPROVED BY THE RURAL HEALTH TRANSFORMATION ADVISORY COMMITTEE ON 2026-08-11, NOT EXECUTED: Wyoming's Year 1 obligation deadline for executed contracts is End of October 2026 (the minutes' own words) and WDH's programme-page timeline gives 2026-10-01. `round_amount` is this INITIATIVE's approved pool and repeats on every row of it -- never sum that column (Georgia's trap); use wy_reconcile(). ",Yes,No,2026,"Wyoming Rural Health Transformation Advisory Committee, Award Approvals - 8.11.26",https://health.wyo.gov/admin/rural-health-transformation-program/,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03aj_wy_year1_awardees.R,,,,,"Recipient form taken from table 1.1 of the SAME document, joined on the EIN and never on the name: Wyoming's own Critical Access Hospital table carries this exact EIN under a column headed ""Hospital"". §0.3a judges the RECIPIENT and not the activity -- the activity here is EMS regionalization and the named lead agency is a hospital, which is Delaware's Beebe school-based health centre coded DIRECT, not Nebraska's school kitchen coded NON_HOSPITAL.",MEDIUM,AMOUNT_PRELIMINARY,1.2 EMS Regionalization,Budget Period 1 (2025-12-29 to 2026-10-30),DIRECT,Yes,NAMED_HOSPITAL,,"Recipient form taken from table 1.1 of the SAME document, joined on the EIN and never on the name: Wyoming's own Critical Access Hospital table carries this exact EIN under a column headed ""Hospital"". §0.3a judges the RECIPIENT and not the activity -- the activity here is EMS regionalization and the named lead agency is a hospital, which is Delaware's Beebe school-based health centre coded DIRECT, not Nebraska's school kitchen coded NON_HOSPITAL. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.","The figure in the committee document's own APPROVED column for this row, read with session 32's run model. Six of this document's rows carry the recipient name in a SEPARATE PAINTED RUN from the rest of the row, so the line model splits them and loses $5,156,000 of Initiative 1.1 in silence; the runs keep the name and the money together. Every table reconciles to the document's own Total row, to the budget summary's Approved award column, and thence to the $205,004,742 allotment.",83-0207671,42,2200000,2200000,,,23260000,APPROVALS_TABLE,2026-08-11,data/evidence/WY/2026-09-03_wy_advisory_committee_award_approvals_2026-08-11.pdf
WY,20,Uinta County Fire and Ambulance,1960000,EMS_OR_PSAP,No,"Initiative 1.2 EMS Regionalization. APPROVED BY THE RURAL HEALTH TRANSFORMATION ADVISORY COMMITTEE ON 2026-08-11, NOT EXECUTED: Wyoming's Year 1 obligation deadline for executed contracts is End of October 2026 (the minutes' own words) and WDH's programme-page timeline gives 2026-10-01. `round_amount` is this INITIATIVE's approved pool and repeats on every row of it -- never sum that column (Georgia's trap); use wy_reconcile(). ",Yes,No,2026,"Wyoming Rural Health Transformation Advisory Committee, Award Approvals - 8.11.26",https://health.wyo.gov/admin/rural-health-transformation-program/,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03aj_wy_year1_awardees.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_PRELIMINARY,1.2 EMS Regionalization,Budget Period 1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure in the committee document's own APPROVED column for this row, read with session 32's run model. Six of this document's rows carry the recipient name in a SEPARATE PAINTED RUN from the rest of the row, so the line model splits them and loses $5,156,000 of Initiative 1.1 in silence; the runs keep the name and the money together. Every table reconciles to the document's own Total row, to the budget summary's Approved award column, and thence to the $205,004,742 allotment.",83-0313192,37,1960000,1960000,,,23260000,APPROVALS_TABLE,2026-08-11,data/evidence/WY/2026-09-03_wy_advisory_committee_award_approvals_2026-08-11.pdf
WY,21,Laramie Fire Department/City of Laramie,2200000,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"Initiative 1.2 EMS Regionalization. APPROVED BY THE RURAL HEALTH TRANSFORMATION ADVISORY COMMITTEE ON 2026-08-11, NOT EXECUTED: Wyoming's Year 1 obligation deadline for executed contracts is End of October 2026 (the minutes' own words) and WDH's programme-page timeline gives 2026-10-01. `round_amount` is this INITIATIVE's approved pool and repeats on every row of it -- never sum that column (Georgia's trap); use wy_reconcile(). ",Yes,No,2026,"Wyoming Rural Health Transformation Advisory Committee, Award Approvals - 8.11.26",https://health.wyo.gov/admin/rural-health-transformation-program/,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03aj_wy_year1_awardees.R,,,,,Recipient name rule: name states a local government.,MEDIUM,AMOUNT_PRELIMINARY,1.2 EMS Regionalization,Budget Period 1 (2025-12-29 to 2026-10-30),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states a local government. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","The figure in the committee document's own APPROVED column for this row, read with session 32's run model. Six of this document's rows carry the recipient name in a SEPARATE PAINTED RUN from the rest of the row, so the line model splits them and loses $5,156,000 of Initiative 1.1 in silence; the runs keep the name and the money together. Every table reconciles to the document's own Total row, to the budget summary's Approved award column, and thence to the $205,004,742 allotment.",83-6000072,32.7,2200000,2200000,,,23260000,APPROVALS_TABLE,2026-08-11,data/evidence/WY/2026-09-03_wy_advisory_committee_award_approvals_2026-08-11.pdf
WY,22,Sheridan Memorial Hospital,2200000,HOSPITAL_OR_SYSTEM,Yes,"Initiative 1.2 EMS Regionalization. APPROVED BY THE RURAL HEALTH TRANSFORMATION ADVISORY COMMITTEE ON 2026-08-11, NOT EXECUTED: Wyoming's Year 1 obligation deadline for executed contracts is End of October 2026 (the minutes' own words) and WDH's programme-page timeline gives 2026-10-01. `round_amount` is this INITIATIVE's approved pool and repeats on every row of it -- never sum that column (Georgia's trap); use wy_reconcile(). ",Yes,No,2026,"Wyoming Rural Health Transformation Advisory Committee, Award Approvals - 8.11.26",https://health.wyo.gov/admin/rural-health-transformation-program/,NOTICE_OF_INTENT_TO_AWARD,PARSED_PDF_RUNS,R/03aj_wy_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,MEDIUM,AMOUNT_PRELIMINARY,1.2 EMS Regionalization,Budget Period 1 (2025-12-29 to 2026-10-30),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,"The figure in the committee document's own APPROVED column for this row, read with session 32's run model. Six of this document's rows carry the recipient name in a SEPARATE PAINTED RUN from the rest of the row, so the line model splits them and loses $5,156,000 of Initiative 1.1 in silence; the runs keep the name and the money together. Every table reconciles to the document's own Total row, to the budget summary's Approved award column, and thence to the $205,004,742 allotment.",92-0606087,31,2230658,2200000,,,23260000,APPROVALS_TABLE,2026-08-11,data/evidence/WY/2026-09-03_wy_advisory_committee_award_approvals_2026-08-11.pdf
