state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,flow_type,hospital_benefiting,determination_basis,source_archive_path,recipient_names_source_url,amount_basis,amount_precision,disbursement_status,classification_rule,activity_type_raw,region,initiative_raw,project_description
PA,11,WellSpan Evangelical Community Hospital,1000000,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | Central region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,Central,Tech & Infrastructure,"The purchase and installation of ten new automated transfer switches is a one-time project that will stabilize electrical systems, which immediately and automatically connect critical hospital systems to back-up generators in the event of a local or regional power outage. During 2025 these ten units were inspected by a third-party consultant and recommended for replacement due to being obsolete and replacement parts no longer being available."
PA,12,WRC Pennsylvania Memorial Home,821409,NONPROFIT_CBO,No,Tech & Infrastructure | North Central region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: continuing-care retirement community, not a hospital. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,Tech & Infrastructure,North Central,Tech & Infrastructure,"This project seeks funding to address urgent infrastructure needs that directly impact senior residents’ safety, health outcomes, and organizational operational efficiency. The requested funds will support roof replacement, flooring updates, chiller sustem replacement, and replacement of the phone system, internet, and resident call system network"
PA,13,Uniontown Hospital,678456,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | Southwest region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,Southwest,Tech & Infrastructure,"Funding will replace aging roof infrastructure, a critical project necessary to maintain safe, reliable, and high-quality healthcare services."
PA,14,Lehigh Valley Hospital Schuylkill,997428,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | Northeast region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,Northeast,Tech & Infrastructure,"The program payment for Lehigh Valley Hospital-Schuylkill will be used to purchase supplies and equipment that stabilize and enhance rural health access. These supplies and euipment include an ultrasound machine to support both telehealth and in person Maternal Fetal Medicine specialty care. Teladoc TV Pro 300 carts that will allow the hospital to connect bedside patients with remote clinicians and have these visits integrated with the electronic medical record. Smart beds will replace beds across acute care units to prevent falls and improve patient outcomes. Five Retina Vue Scanners will provide retinal screening for more than 2605 patients with diabetes. Twelve Stryker Medical stretchers with 30” wheels, 700lbs capacity and a scale will allow for seamless transport through the Emergency Department as well assist with accurate vital signs."
PA,15,Armstrong County Memorial Hospital (ACMH),987284,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | Southwest region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,Southwest,Tech & Infrastructure,"The ACMH Infrastructure Enhancement Project is designed to strengthen rural healthcare delivery capacity by modernizing critical infrastructure, improving access to care, and enhancing operational efficiency. The project focuses on upgrading clinical equipment and supporting facility improvements to better serve the community. This includes the purchase of a mammography unit, a breast cancer ultrasound machine, and a medical vacuum system."
PA,16,Bucktail Medical Center,78895,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | Central region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,Central,Tech & Infrastructure,"By not having to shut the facility down during warm temperatures, it will maintain access to care in the rural communities of Western Clinton Bucktail Medical Center faces a significant and ongoing challenge related to its aging infrastructure, particularly the hospital’s HVAC system. The installation of minisplit HVAC units offers a practical, cost effective interim solution to a critical infrastructure issue at Bucktail Medical Center. This project directly supports patient safety, protects essential medical equipment, ensures access and continuity of care, and aligns with the hospital’s current financial realities while longer term capital solutions are evaluated."
PA,17,"Carbon Schuylkill Community Hospital dba St. Luke's Miner's Memorial Hospital, St. Luke's Hospital-Miners Campus",909231,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | Northeast region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,Northeast,Tech & Infrastructure,"The one-time payment will support medical imaging technology and infrastructure enhancements by purchasing a new fluoroscopy system, enabling the hospital to continue this service for patients throughout the rural region. The equipment will replace the current system that is quickly approaching total failure; no manufacturer parts can be ordered for it and the unit cannot be serviced. Frequent fluoroscopy system down times during FY26 delayed patient care, or patients had no care due to the unsurmountable burden to travel long distances to receive this diagnostic testing. The one-time payment will also be used to purchase technology equipment required in three operating rooms to support perioperative workflow visibility and remote clinical support functions"
PA,18,Clarion Hospital,751107,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | Northwest region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,Northwest,Tech & Infrastructure,"Rapid Response funds will support a one-time capital investment to replace the aging 17-year-old CT scanner at Clarion Hospital, ensuring the stabilization and continued availability of essential diagnostic imaging services in Clarion County."
PA,19,St. Luke's Hospital - Carbon Campus,996519,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | Northeast region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,Northeast,Tech & Infrastructure,St. Luke’s Hospital – Carbon Campus plans to use this one-time payment to purchase new equipment and update a shell space for sterile storage for our operating rooms. The equipment is needed either to replace existing equipment that has reached its end of life or to augment existing equipment to meet increased patient demand. The sterile storage room for operating room instruments and equipment is needed to enhance workflows and efficiency for the operating rooms themselves and the operating room staff.
PA,20,Barnes-Kasson County Hospital,1000000,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | Northern Tier region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,Northern Tier,Tech & Infrastructure,"The hospital’s operating room (OR) air handling system has experienced complete failure and is no longer operational. The system has exceeded its useful life, and repair is no longer feasible. As a result, the operating room cannot be safely used for surgical procedures, required environmental controls cannot be maintained, and infection prevention standards cannot be met. This failure has made the operating room non-functional. Replacement of the failed operating room air handling system is an urgent, one-time infrastructure investment necessary to stabilize a distressed Critical Access Hospital and preserve access to essential rural health services."
PA,21,Counselling Services of Southeastern Erie County dba Corry Counseling of LECOM Health,548200,NONPROFIT_CBO,No,Tech & Infrastructure | Northwest region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: community behavioral health provider; 'County' must not read as a local government. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,Tech & Infrastructure,Northwest,Tech & Infrastructure,"A one-time infrastructure investment to stabilize the Corry Counseling of LECOM Health facility and expand behavioral health service capacity for rural populations. The funding will support an AI-suppprted documentation sustem to improve efficency, video conferencing equipment, repair of water damage and sewage systems, and repurposing of office spece to support clinical capacity."
PA,22,"Jeffco Health Services, Inc.",907296,NONPROFIT_CBO,No,Tech & Infrastructure | North Central region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,LOW,,NON_HOSPITAL,No,"Curated override: organisational form not stated by the source. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,Tech & Infrastructure,North Central,Tech & Infrastructure,"This project will replce five air handlers, walk-in refrigeratir and freezer, three elevators, and the basement chiller system. Without these infrastructure upgrades, the ability of PHJM to provide necessary, high-quality care and a proper home for the elderly population of the area would be jeopardized, greatly increasing the chances of negative health outcomes for the community."
PA,23,Robert Packer Hospital,1000000,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | Northern Tier region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,Northern Tier,Tech & Infrastructure,"The upgrade of the cogeneration engine at Robert Packer Hospital (RPH) is a critical infrastructure investment necessary to ensure uninterrupted access to essential healthcare services across a rural, multi-campus system. The existing cogeneration unit is quickly approaching the manufacturerrecommended threshold for major overhaul, at approximately 80,000 run-time hours, which is anticipated to be reached by April 2027."
PA,24,Wakefield Ambulance Association,270900,EMS_OR_PSAP,No,EMS & Transportation | South Central region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,NON_HOSPITAL,No,"Curated override: volunteer ambulance service. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,EMS & Transportation,South Central,EMS & Transportation,Purchase of an ambulance
PA,25,Wayne Memorial Community Health Centers,997423,FQHC_OR_RHC,No,Tech & Infrastructure | Northeast region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: FQHC affiliated with Wayne Memorial Hospital. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,OVERRIDE,Tech & Infrastructure,Northeast,Tech & Infrastructure,WMCHC has two minor renovations including in this funding. One of which will increase patient access particularly women’s health and obstetrics in an area (Pike County) where Wayne Memorial Community Health Centers provides the only OB care with the nearest other resources can be an hour away from patients’ homes. The second renovation is adding a gutter system to one office in Wayne County. Heavy rains are deteriorating the pavement and walkways creating a continuous maintenance issue in order provide safe footing entering and exiting. The remainder of the budget is comprised of technology embracing AI and innovation.
PA,26,Wellspan Waynesboro Hospital,881989,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | South Central region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,South Central,Tech & Infrastructure,"WWH will modify an outpatient clinical space in order to expand access to care and ensure the long-term sustainability of essential rural health services. A key component of the project is the modification of the existing wound clinic area to create a shared, modernized space with IV therapy. The funding will also replace an ultrasound unit and and echocaridgram unit."
PA,27,"Windber Hospital, Inc. dba Chan Soon-Shiong Medical Center at Windber",985100,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | Southern Alleghenies region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,Southern Alleghenies,Tech & Infrastructure,"Chan Soon-Shiong Medical Center at Windber will use the Rapid Response Stabilization Program payment to complete critical elevator repairs and modernization that directly support patient safety, access to care, emergency readiness, and uninterrupted hospital operations. The hospital’s elevators are essential for safely moving patients, staff, medications, supplies, medical equipment, and emergency response personnel between clinical, diagnostic, inpatient, outpatient, and support areas."
PA,28,"Punxsutawney Area Hospital, Inc.",605721,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | North Central region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,North Central,Tech & Infrastructure,"Funding will be used to repair and reroute a collapsed sewer line, ensure propoer sanitation and hygiene for staff, and repair drainage structure. In addition funding will be used to omplement an IP-based paging, alerting, and visual communication system and replace the wireless handset communications system."
PA,29,Meadville Medical Center dba Meadville Medical Center Health Services (MMCHS),997900,HOSPITAL_OR_SYSTEM,Yes,Tech & Infrastructure | Northwest region,Yes,Yes,FY2026 (Year 1),"Supporting Rural Health Care: Shapiro Administration Announces $42 Million to Support Technology and Infrastructure Improvements, Upgrades for Rural Hospitals, Emergency Medicine, and Health Care Providers",https://www.pa.gov/agencies/dhs/newsroom/supporting-rural-health-care,NOTICE_OF_INTENT_TO_AWARD,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: PA DHS announced 66 authorized projects on 2026-07-23; the names and amounts are from the DHS Rural Health Selected Projects page it links to. Distribution is pending approval of selected projects, so this is an intent to award.",data/evidence/PA/2026-07-23_dhs_supporting_rural_health_care.html,https://www.pa.gov/agencies/dhs/programs-services/healthcare/rural-health/rural-health-selected-projects,PER_RECIPIENT,EXACT_AS_PUBLISHED,PENDING_APPROVAL,PATTERN,Tech & Infrastructure,Northwest,Tech & Infrastructure,"Funds will support the full replacement of rooftop Air Handling Unit (AHU-18) and associated heating, ventilation, structural, electrical, and controls systems serving the majority portion of the 2nd, 3rd, and 4th floors. The existing unit has degraded performance and requires replacement to maintain reliable hospital operations, environmental control, patient comfort, and continuity of care in a rural healthcare setting."
