state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,county,project,tdh_class,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,determination_basis,amount_basis,basis_type,round_amount,announcement_date,source_archive_path
TN,11,City of Lewisburg,,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: 2026 Jones Park & Comprehensive Master Plan. County(ies): Marshall. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Marshall,2026 Jones Park & Comprehensive Master Plan,GOVERNMENT,TYPED FROM TDH'S SPLIT (session 59): One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name. Classifier said LOCAL_GOVT_OR_PUBLIC_HEALTH/MEDIUM.,MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name.,"NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,12,City of Manchester,,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: Manchester Systemwide Parks and Recreation Master Plan. County(ies): Coffee. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Coffee,Manchester Systemwide Parks and Recreation Master Plan,GOVERNMENT,TYPED FROM TDH'S SPLIT (session 59): One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name. Classifier said LOCAL_GOVT_OR_PUBLIC_HEALTH/MEDIUM.,MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name.,"NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,13,City of Maynardville,,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: Liberty Park Placemaking & Enhancement Project. County(ies): Union. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Union,Liberty Park Placemaking & Enhancement Project,GOVERNMENT,TYPED FROM TDH'S SPLIT (session 59): One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name. Classifier said LOCAL_GOVT_OR_PUBLIC_HEALTH/MEDIUM.,MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name.,"NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,14,City of McMinnville,,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: Warren County Multi-River Health & Safety Trail. County(ies): Warren. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Warren,Warren County Multi-River Health & Safety Trail,GOVERNMENT,TYPED FROM TDH'S SPLIT (session 59): One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name. Classifier said LOCAL_GOVT_OR_PUBLIC_HEALTH/MEDIUM.,MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name.,"NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,15,City of Mount Pleasant,,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: 2026 Mount Pleasant Community Access and Safety Enhancements on 3rd Avenue. County(ies): Wayne. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Wayne,2026 Mount Pleasant Community Access and Safety Enhancements on 3rd Avenue,GOVERNMENT,TYPED FROM TDH'S SPLIT (session 59): One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name. Classifier said LOCAL_GOVT_OR_PUBLIC_HEALTH/MEDIUM.,MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name.,"NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,16,City of Murfreesboro,,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: MPRD We-Go Wheelchair Accessible Swing Project. County(ies): Rutherford. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Rutherford,MPRD We-Go Wheelchair Accessible Swing Project,GOVERNMENT,TYPED FROM TDH'S SPLIT (session 59): One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name. Classifier said LOCAL_GOVT_OR_PUBLIC_HEALTH/MEDIUM.,MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name.,"NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,17,City of Parsons,,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: City of Parsons Safe Pedestrian Corridor Planning Project. County(ies): Decatur. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Decatur,City of Parsons Safe Pedestrian Corridor Planning Project,GOVERNMENT,TYPED FROM TDH'S SPLIT (session 59): One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name. Classifier said LOCAL_GOVT_OR_PUBLIC_HEALTH/MEDIUM.,MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name.,"NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,18,City of Rockwood,,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: Rockwood Forest Trail Improvement Project. County(ies): Roane. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Roane,Rockwood Forest Trail Improvement Project,GOVERNMENT,TYPED FROM TDH'S SPLIT (session 59): One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name. Classifier said LOCAL_GOVT_OR_PUBLIC_HEALTH/MEDIUM.,MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name.,"NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,19,City of Tennessee Ridge,,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: Herb Gould Veterans Park Public Health Improvements. County(ies): Houston. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Houston,Herb Gould Veterans Park Public Health Improvements,GOVERNMENT,TYPED FROM TDH'S SPLIT (session 59): One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name. Classifier said LOCAL_GOVT_OR_PUBLIC_HEALTH/MEDIUM.,MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name.,"NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,20,Civic Design Center,,NONPROFIT_CBO,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: Highlander Trail Connection Plan: A Continuation of Oneida痴 Active Living Workshop. County(ies): Scott. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Scott,Highlander Trail Connection Plan: A Continuation of Oneida痴 Active Living Workshop,NONPROFIT,"TYPED FROM TDH'S SPLIT (session 59): One of TDH's 22 'community-based nonprofit organizations' (the release): this file's partition reproduces TDH's 31/22 exactly, so the form is the state's, not a guess. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: One of TDH's 22 'community-based nonprofit organizations' (the release): this file's partition reproduces TDH's 31/22 exactly, so the form is the state's, not a guess.","NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,21,Claiborne County Government,,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: Claiborne County Healthy Places and Active Living Initiative. County(ies): Claiborne. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Claiborne,Claiborne County Healthy Places and Active Living Initiative,GOVERNMENT,TYPED FROM TDH'S SPLIT (session 59): One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name. Classifier said LOCAL_GOVT_OR_PUBLIC_HEALTH/MEDIUM.,MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name.,"NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,22,Clay County Government,,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: Safe Routes to Hermitage Springs Park. County(ies): Clay. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Clay,Safe Routes to Hermitage Springs Park,GOVERNMENT,TYPED FROM TDH'S SPLIT (session 59): One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name. Classifier said LOCAL_GOVT_OR_PUBLIC_HEALTH/MEDIUM.,MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: One of TDH's 31 'county and municipal governments' (the release); typed LOCAL_GOVT_OR_PUBLIC_HEALTH from its own name.,"NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,23,Cleveland City Schools,,SCHOOL_OR_DISTRICT,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: TDC HART. County(ies): Bradley. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Bradley,TDC HART,GOVERNMENT,TYPED FROM TDH'S SPLIT (session 59): One of TDH's 31 'county and municipal governments' (the release); typed SCHOOL_OR_DISTRICT from its own name. Classifier said NONPROFIT_CBO/LOW.,MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: One of TDH's 31 'county and municipal governments' (the release); typed SCHOOL_OR_DISTRICT from its own name.,"NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,24,"Clinch-Powell Resource Conservation and Development Council, Inc",,NONPROFIT_CBO,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: The Rutledge Active Living and Community Connectivity Initiative. County(ies): Grainger. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Grainger,The Rutledge Active Living and Community Connectivity Initiative,NONPROFIT,"TYPED FROM TDH'S SPLIT (session 59): One of TDH's 22 'community-based nonprofit organizations' (the release): this file's partition reproduces TDH's 31/22 exactly, so the form is the state's, not a guess. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: One of TDH's 22 'community-based nonprofit organizations' (the release): this file's partition reproduces TDH's 31/22 exactly, so the form is the state's, not a guess.","NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,25,Cocke County Cradle to Career Coalition,,NONPROFIT_CBO,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: Youth-Led Development of a Complete Streets Plan for Cocke County. County(ies): Cocke. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Cocke,Youth-Led Development of a Complete Streets Plan for Cocke County,NONPROFIT,"TYPED FROM TDH'S SPLIT (session 59): One of TDH's 22 'community-based nonprofit organizations' (the release): this file's partition reproduces TDH's 31/22 exactly, so the form is the state's, not a guess. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: One of TDH's 22 'community-based nonprofit organizations' (the release): this file's partition reproduces TDH's 31/22 exactly, so the form is the state's, not a guess.","NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,26,Cookeville Regional Medical Center Foundation,,HOSPITAL_OR_SYSTEM,Yes,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: Community Wellness Loop. County(ies): Putnam. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Putnam,Community Wellness Loop,NONPROFIT,"TYPED (session 59): §10.2 HOSPITAL-FOUNDATION ROW (session 49): the foundation of a NAMED hospital whose full name it carries -- CMS Hospital Enrollment: COOKEVILLE REGIONAL MEDICAL CENTER, 1 Medical Center Blvd, Cookeville (Putnam County, the county this award names), CCN 440059. The parent tie is a reading, not a stated fact, so LOW (Cabell Huntington Foundation, WV, session 54). The activity is a community wellness loop; §0.3a judges the recipient. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",LOW,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: §10.2 HOSPITAL-FOUNDATION ROW (session 49): the foundation of a NAMED hospital whose full name it carries -- CMS Hospital Enrollment: COOKEVILLE REGIONAL MEDICAL CENTER, 1 Medical Center Blvd, Cookeville (Putnam County, the county this award names), CCN 440059. The parent tie is a reading, not a stated fact, so LOW (Cabell Huntington Foundation, WV, session 54). The activity is a community wellness loop; §0.3a judges the recipient.","NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",GENERAL_KNOWLEDGE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,27,Echoes of the Rail Foundation,,NONPROFIT_CBO,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: Highlander Trail. County(ies): Scott. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Scott,Highlander Trail,NONPROFIT,"TYPED FROM TDH'S SPLIT (session 59): One of TDH's 22 'community-based nonprofit organizations' (the release): this file's partition reproduces TDH's 31/22 exactly, so the form is the state's, not a guess. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: One of TDH's 22 'community-based nonprofit organizations' (the release): this file's partition reproduces TDH's 31/22 exactly, so the form is the state's, not a guess.","NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
TN,28,Foundation of the Dyersburg/Dyer County Chamber of Commerce,,NONPROFIT_CBO,No,"HART award, 'initial recipients' announced 2026-09-03 by TDH. Project: Wild on the Wing Walking Trail. County(ies): Dyer. NO AMOUNT PUBLISHED.",Yes,No,FY2026 (Year 1),"2026 Healthy Active Rural Tennessee (HART) Grant Awards (TDH, sheet 'Sept. 2, 2026')",https://www.tn.gov/content/dam/tn/health/xlsx/2026-RHTP-HART-Grant-Awards-FINAL.xlsx,AGENCY_PRESS_RELEASE,DIRECT_TEXT,R/03ay_tn_year1_awardees.R,,,,,Dyer,Wild on the Wing Walking Trail,NONPROFIT,"TYPED FROM TDH'S SPLIT (session 59): One of TDH's 22 'community-based nonprofit organizations' (the release): this file's partition reproduces TDH's 31/22 exactly, so the form is the state's, not a guess. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,AMOUNT_MISSING,Healthy Active Rural Tennessee (HART),Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: One of TDH's 22 'community-based nonprofit organizations' (the release): this file's partition reproduces TDH's 31/22 exactly, so the form is the state's, not a guess.","NOT PUBLISHED. TDH's release and workbook name 53 recipients and price none; the release's only award figure is the $206,888,882.11 ALLOTMENT in its CMS footer (§0.2), never divided.",STATE_SOURCE,,2026-09-03,data/evidence/recheck/2026-09-23/TN/tn_2026_RHTP_HART_Grant_Awards_FINAL.xlsx
