state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,award_pool,flow_type,hospital_benefiting,hospital_attribution,determination_confidence,determination_basis,classification_rule,flag_reason,source_archive_path,basis_type,verified_by,verified_basis
KS,11,Memorial Health System,1500000,HOSPITAL_OR_SYSTEM,Yes,KDHE REH_CAP award. Recipient name rule: name states a health system. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,REH_CAP,DIRECT,Yes,NAMED_HOSPITAL,MEDIUM,Recipient name rule: name states a health system. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,,,
KS,12,Hillsboro Community Hospital,837000,HOSPITAL_OR_SYSTEM,Yes,KDHE REH_CAP award. Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,REH_CAP,DIRECT,Yes,NAMED_HOSPITAL,HIGH,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,,,
KS,13,Smith County Memorial Hospital,550000,HOSPITAL_OR_SYSTEM,Yes,KDHE REH_CAP award. Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,REH_CAP,DIRECT,Yes,NAMED_HOSPITAL,HIGH,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,,,
KS,14,Greeley County Health Services,458286,HOSPITAL_OR_SYSTEM,Yes,"KDHE REH_CAP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,REH_CAP,DIRECT,Yes,NAMED_HOSPITAL,MEDIUM,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (ORG_WEBSITE, MPB): Verified on website: https://greeley.health/ flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,ORG_WEBSITE,MPB,Verified on website: https://greeley.health/
KS,15,Mercy Hospital Columbus,375981,HOSPITAL_OR_SYSTEM,Yes,KDHE REH_CAP award. Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,REH_CAP,DIRECT,Yes,NAMED_HOSPITAL,HIGH,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,,,
KS,16,Ashland District Hospital,361478,HOSPITAL_OR_SYSTEM,Yes,KDHE REH_CAP award. Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,REH_CAP,DIRECT,Yes,NAMED_HOSPITAL,HIGH,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,,,
KS,17,Compass Behavioral Health,165000,NONPROFIT_CBO,No,"KDHE REH_CAP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,REH_CAP,NON_HOSPITAL,No,NOT_HOSPITAL,LOW,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Compass Behavioral Health (southwest Kansas), community mental health center. Classified with other CMHCs. [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957 flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,GENERAL_KNOWLEDGE,"Claude, run by IN","Compass Behavioral Health (southwest Kansas), community mental health center. Classified with other CMHCs. [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957"
KS,18,Children’s Mercy Hospital,6096062,HOSPITAL_OR_SYSTEM,Yes,KDHE RPGP award. Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,DIRECT,Yes,NAMED_HOSPITAL,HIGH,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,,,
KS,19,Stormont Vail Health,5465969,HOSPITAL_OR_SYSTEM,Yes,"KDHE RPGP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,DIRECT,Yes,NAMED_HOSPITAL,MEDIUM,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (ORG_WEBSITE, MPB): Verified on website: https://www.stormontvail.org/we-are-stormont/about-us/ flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,ORG_WEBSITE,MPB,Verified on website: https://www.stormontvail.org/we-are-stormont/about-us/
KS,20,Great Plains Health Alliance,5000000,VENDOR_OR_CONTRACTOR,No,"KDHE RPGP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,IN_KIND_BENEFIT,Yes,NOT_HOSPITAL,MEDIUM,"RECIPIENT TYPE VERIFIED (session 49): VENDOR_OR_CONTRACTOR. Basis (ORG_WEBSITE, MPB): Hospital management organization. Verified on website: https://gpha.com/ flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,ORG_WEBSITE,MPB,Hospital management organization. Verified on website: https://gpha.com/
KS,21,Recovery Unlimited,4290000,NONPROFIT_CBO,No,"KDHE RPGP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,NON_HOSPITAL,No,NOT_HOSPITAL,MEDIUM,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (ORG_WEBSITE, MPB): Verified on website: https://recovery-unlimited.com/ flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,ORG_WEBSITE,MPB,Verified on website: https://recovery-unlimited.com/
KS,22,Garden City Community College,3439901,UNIVERSITY_OR_AHC,No,"KDHE RPGP award. Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,NON_HOSPITAL,No,NOT_HOSPITAL,HIGH,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",PATTERN,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,,,
KS,23,Citizen’s Foundation (Citizens Health),2832423,HOSPITAL_OR_SYSTEM,Yes,"KDHE RPGP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,DIRECT,Yes,NAMED_HOSPITAL,LOW,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (GENERAL_KNOWLEDGE, policy 2 (§10.2 hospital-foundation row)): §10.2, hospital foundations and affiliated arms: the fundraising arm of Citizens Medical Center, Colby; the parent is NAMED in the awardee string itself. Parent: Citizens Health (Citizens Medical Center). flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,GENERAL_KNOWLEDGE,policy 2 (§10.2 hospital-foundation row),"§10.2, hospital foundations and affiliated arms: the fundraising arm of Citizens Medical Center, Colby; the parent is NAMED in the awardee string itself. Parent: Citizens Health (Citizens Medical Center)."
KS,24,Special Olympics Kansas,2546981,NONPROFIT_CBO,No,"KDHE RPGP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,IN_KIND_BENEFIT,Yes,NOT_HOSPITAL,MEDIUM,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (ORG_WEBSITE, MPB): Verified on website: https://soks.org/ flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,ORG_WEBSITE,MPB,Verified on website: https://soks.org/
KS,25,Clay County Medical Center,2536000,HOSPITAL_OR_SYSTEM,Yes,KDHE RPGP award. Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,DIRECT,Yes,NAMED_HOSPITAL,HIGH,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,,,
KS,26,Coffeyville Regional Medical Center,2500000,HOSPITAL_OR_SYSTEM,Yes,KDHE RPGP award. Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,DIRECT,Yes,NAMED_HOSPITAL,HIGH,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,,,
KS,27,InterHab (StationMD),2028980,NONPROFIT_CBO,No,"KDHE RPGP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,NON_HOSPITAL,No,NOT_HOSPITAL,LOW,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (GENERAL_KNOWLEDGE, MPB): Could also be a contractor - StationMD provides contracted telehealth services to agencies and organizations flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,GENERAL_KNOWLEDGE,MPB,Could also be a contractor - StationMD provides contracted telehealth services to agencies and organizations
KS,28,Iroquois Center for Human Development,1720957,NONPROFIT_CBO,No,"KDHE RPGP award. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",Yes,Yes,FY2026,REH CAP and RPGP Award Winners,https://www.kdhe.ks.gov/2361/Rural-Health-Transformation-Program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,RPGP,NON_HOSPITAL,No,NOT_HOSPITAL,MEDIUM,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (ORG_WEBSITE, MPB): Verified on website: https://www.irqcenter.com/ flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,,data/evidence/KS/2026-08-29_kdhe_reh_cap_and_rpgp_award_winners.pdf,ORG_WEBSITE,MPB,Verified on website: https://www.irqcenter.com/
