state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,award_pool,site,activity_raw,recipient_type_source,determination_confidence,flag_reason,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,determination_basis,amount_basis,basis_type,round_amount,announcement_date,source_archive_path
NJ,11,Bridgeway Behavioral Health Services A NJ Nonprofit Corporation,208537,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Increase coordinated, prevention-focused interventions for individuals with serious mental illness (SMI) and co-occurring metabolic conditions in rural Sussex County.","TYPED (session 61, HAND-READ): The state's own string states the form: 'A NJ Nonprofit Corporation'. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: The state's own string states the form: 'A NJ Nonprofit Corporation'.,"Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",STATE_SOURCE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,12,Burlington County,100956,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Improve health outcomes through mobile health unit services, community partnerships, and coordinated care.","TYPED (session 61, HAND-READ): A New Jersey county government; the form is in the state's own string. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: A New Jersey county government; the form is in the state's own string.,"Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",STATE_SOURCE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,13,"Camden Coalition, Inc.",179058,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,Enhance maternal health systems in rural Atlantic and Cape May counties through early identification and coordinated care connections for uninsured high-risk pregnant individuals.,"TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,14,Cape May County Council on Alcoholism/Drug,159194,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Strengthen caregiver and family health by delivering evidence- based education in chronic disease, mental health awareness, and substance abuse prevention.","TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,15,Center for Health Equity a Public Health Institute Inc.,21748500,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Improve rural community capacity to deliver preventive health interventions and addressing social drivers of health, improve access to health coverage and primary care by using AI outreach platforms to conduct eligibility screening and care connections, and improve the clinical workforce through recruitment and retention efforts.","TYPED (session 61, HAND-READ): The state's own string states the form: 'a Public Health Institute Inc.' -- a nonprofit public health institute. The largest single row ($21,748,500); not a hospital on any reading. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The state's own string states the form: 'a Public Health Institute Inc.' -- a nonprofit public health institute. The largest single row ($21,748,500); not a hospital on any reading.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",STATE_SOURCE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,16,Center for Prevention & Counseling Inc.,196796,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,Strengthen preventive services and expand healthcare access to improve health outcomes in rural Sussex County.,"TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,17,Cherry Hill Free Clinic Inc.,447906,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Improve access to comprehensive primary care, chronic disease management, and mental health services for rural residents of southern NJ by eliminating distance and financial barriers to high- quality, timely medical care.","TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,18,Child Mind Institute Inc.,504429,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Increase healthcare access and improve health outcomes in rural communities of Mercer, Monmouth, Sussex, and Warren Counties through interactive mental health workshops for educators, school staff, and caregivers.","TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,19,CompleteCare Health Network,464538,FQHC_OR_RHC,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,Improve access to preventive and primary care among rural residents of Cumberland and Cape May Counties and improve patient care through technology solutions for clinical decision- making and workflow adherence.,"TYPED (session 61, FEDERAL RECORD): EXACT federal record: CMS NJ FQHC Enrollment carries this string as an ORGANIZATION NAME or DBA (normalised for case, punctuation, a leading THE and a trailing INC) at CCNs 311016/311807/311860/311864/311888/311897/311905/311918/311930/311935/311941. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: EXACT federal record: CMS NJ FQHC Enrollment carries this string as an ORGANIZATION NAME or DBA (normalised for case, punctuation, a leading THE and a trailing INC) at CCNs 311016/311807/311860/311864/311888/311897/311905/311918/311930/311935/311941.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",ORG_WEBSITE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,20,Crossroads4Hope,329734,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Expand access to cancer prevention education, screening and early detection awareness, technology-enabled supportive care resources, and coordinated referral pathways for rural residents of Hunterdon, Sussex, and Warren Counties.","TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,21,Cumberland County,273396,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Increase access to preventive care, chronic disease screening and management, vaccinations, care coordination, and health education.","TYPED (session 61, HAND-READ): A New Jersey county government; the form is in the state's own string. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,§10.2 NON_HOSPITAL: A New Jersey county government; the form is in the state's own string.,"Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",STATE_SOURCE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,22,Deborah Heart and Lung Center,1246393,HOSPITAL_OR_SYSTEM,Yes,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,310031,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Improve access, care coordination, and continuity of services for rural residents of Burlington and Ocean Counties through preventive, primary, specialty, and home-based telehealth services, supported by remote patient monitoring.","TYPED (session 61, FEDERAL RECORD): EXACT federal record: CMS NJ Hospital Enrollment carries this string as an ORGANIZATION NAME or DBA (normalised for case, punctuation, a leading THE and a trailing INC) at CCN 310031. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: EXACT federal record: CMS NJ Hospital Enrollment carries this string as an ORGANIZATION NAME or DBA (normalised for case, punctuation, a leading THE and a trailing INC) at CCN 310031. §0.3a: the recipient is a hospital whatever the activity.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",ORG_WEBSITE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,23,FamCare Incorporated,419072,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Conduct community-based outreach, screening, and patient navigation services to improve early identification and linkage to care for sexually transmitted infections (STIs), hypertension, and cancer-related health needs with the use of technology solutions and to strengthen the capacity of the rural health workforce in Salem and Cumberland Counties through education, training, and experiential opportunities.","TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,24,"Fond of You, Inc.",499498,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Improve mental health outcomes among rural youth and young adults in New Jersey through clinically supervised, technology- enabled peer support, early intervention, and coordinated behavioral health services.","TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,25,"Health Center Network of New York, Inc. aka Health Efficient",727658,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,Improve care quality and access by enhancing rural health center Electronic Health Record (EHR) systems and implementing e- consults to support data-driven care and timely specialty input.,"TYPED (session 61, FALLBACK): The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED. Classifier said NONPROFIT_CBO/LOW.",LOW,RECIPIENT_TYPE_INFERRED,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: The source states no form (§8's standing fallback, RECIPIENT_TYPE_INFERRED); queued as NJ_RECIPIENT_FORM_NOT_STATED.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,26,Health Research and Educational Trust of NJ/NJHA,898854,NONPROFIT_CBO,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,Improve patient outcomes by streamlining real-time clinical decision support systems and tools in rural hospitals across New Jersey.,"TYPED (session 61, HAND-READ): §10.2 ASSOCIATION ROW, IN-KIND HALF: the New Jersey Hospital Association's research and education affiliate. Its activity is 'streamlining real-time clinical decision support systems and tools in rural hospitals' -- tools reach hospitals, dollars do not (Georgia's GHA carts). Classifier said NONPROFIT_CBO/LOW.",LOW,,Budget Period 1,IN_KIND_BENEFIT,Yes,NOT_HOSPITAL,,"§10.2 IN_KIND_BENEFIT: §10.2 ASSOCIATION ROW, IN-KIND HALF: the New Jersey Hospital Association's research and education affiliate. Its activity is 'streamlining real-time clinical decision support systems and tools in rural hospitals' -- tools reach hospitals, dollars do not (Georgia's GHA carts).","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",GENERAL_KNOWLEDGE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,27,HMH Hospitals Corporation,1550815,HOSPITAL_OR_SYSTEM,Yes,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Improve early identification of and outcomes for pediatric and caregiver mental health needs in rural communities across New Jersey by strengthening rural provider capacities to deliver standardized, trauma-informed screening. Additionally, improve chronic disease outcomes through Remote Patient Monitoring (RPM) programs.","TYPED (session 61, FEDERAL RECORD): EXACT federal record: CMS NJ Hospital Enrollment carries this string as an ORGANIZATION NAME or DBA (normalised for case, punctuation, a leading THE and a trailing INC) at CCNs 310001/310003/310034/310039/310052/310073/310108/310112/310113/31S001/31S073/31T034/31T052/31T108. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",MEDIUM,,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: EXACT federal record: CMS NJ Hospital Enrollment carries this string as an ORGANIZATION NAME or DBA (normalised for case, punctuation, a leading THE and a trailing INC) at CCNs 310001/310003/310034/310039/310052/310073/310108/310112/310113/31S001/31S073/31T034/31T052/31T108. §0.3a: the recipient is a hospital whatever the activity.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",ORG_WEBSITE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,28,Hunterdon County,401359,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"Expand access to preventive care, cancer screening, vision health, and mental health through mobile delivery, transportation support, and community-based programming.","TYPED (session 61, HAND-READ): A New Jersey county government -- NOT Hunterdon Medical Center, a different recipient on this same roster. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: A New Jersey county government -- NOT Hunterdon Medical Center, a different recipient on this same roster.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",STATE_SOURCE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
NJ,29,Hunterdon Medical Center,1088184,HOSPITAL_OR_SYSTEM,Yes,"NJRHT first-round award, 2026-07-31. Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey.",Yes,Yes,FY2026 (Year 1),"Rural Health Transformation Program Funding Allocations – July 31, 2026 (NJ DOH/DHS)",https://nj.gov/rural-health-transformation/documents/njrht-funding-allocations-2026.pdf,GOVERNOR_PRESS_RELEASE,DIRECT_TEXT,R/03bf_nj_year1_awardees.R,310005,,,,"Advancing Technology, Prevention, and Workforce Capacity in Rural New Jersey",,"To reduce avoidable hospital readmissions and improve continuity of care for high-risk rural patients by strengthening care transitions from inpatient to community settings and expanding access to wellness resources and to improve access to timely, safe, and coordinated care by implementing and integrating a virtual care platform across key hospital settings and care transition workflows.","TYPED (session 61, FEDERAL RECORD): EXACT federal record: CMS NJ Hospital Enrollment carries this string as an ORGANIZATION NAME or DBA (normalised for case, punctuation, a leading THE and a trailing INC) at CCN 310005. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",MEDIUM,,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: EXACT federal record: CMS NJ Hospital Enrollment carries this string as an ORGANIZATION NAME or DBA (normalised for case, punctuation, a leading THE and a trailing INC) at CCN 310005. §0.3a: the recipient is a hospital whatever the activity.","Award Amount column of the state's allocations PDF, exact to the dollar. The PDF prints no total; the 103 rows sum to $83,060,837 against the Governor's '$83 million' and '103 projects'.",ORG_WEBSITE,,2026-07-31,data/evidence/recheck/2026-09-24/NJ/njrht_funding_allocations_2026-07-31.pdf
