state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,award_pool,award_date,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,determination_confidence,determination_basis,classification_rule,flag_reason,amount_basis,source_archive_path
MO,11,Bothwell Regional Health Center,,HOSPITAL_OR_SYSTEM,Yes,"RHTP Strategic Minor Renovations Program award (DSS, page Last-Modified 2026-09-22): minor facility improvements, equipment upgrades and infrastructure at a rural hospital. One of 20 awards making up 'approximately $35 million'; DSS publishes NO per-recipient amount.",Yes,No,FY2026,RHTP Strategic Minor Renovations Program,https://dss.mo.gov/rhtp-strategic-minor-renovations-program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,STRATEGIC_MINOR_RENOVATIONS,2026-09-22,DIRECT,Yes,NAMED_HOSPITAL,,MEDIUM,"§10.2 DIRECT: DSS names this hospital among the 20 SMRP awardees ('has awarded ... A full list of awardees is below') and the programme 'helps rural hospitals'. Form: CMS Hospital Enrollment, BOTHWELL REGIONAL HEALTH CENTER, Sedalia, CCN 260009. Classifier said NONPROFIT_CBO/LOW.",FEDERAL_RECORD_CMS_HOSPITAL_ENROLLMENT,AMOUNT_MISSING,"NOT PUBLISHED. DSS gives only the programme total, 'approximately $35 million' for 20 projects; $1.75M each is nobody's figure (§6.2). A congressman's $1.7M for Salem Memorial, quoted on CMS's page, is NOT a state figure and is not used.",data/evidence/MO/2026-09-23_dss_smrp_awardees.html
MO,12,Cameron Regional Medical Center,,HOSPITAL_OR_SYSTEM,Yes,"RHTP Strategic Minor Renovations Program award (DSS, page Last-Modified 2026-09-22): minor facility improvements, equipment upgrades and infrastructure at a rural hospital. One of 20 awards making up 'approximately $35 million'; DSS publishes NO per-recipient amount.",Yes,No,FY2026,RHTP Strategic Minor Renovations Program,https://dss.mo.gov/rhtp-strategic-minor-renovations-program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,STRATEGIC_MINOR_RENOVATIONS,2026-09-22,DIRECT,Yes,NAMED_HOSPITAL,,HIGH,"§10.2 DIRECT: DSS names this hospital among the 20 SMRP awardees ('has awarded ... A full list of awardees is below') and the programme 'helps rural hospitals'. Form: CMS Hospital Enrollment, CAMERON REGIONAL MEDICAL CENTER INC, Cameron, CCN 260057. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",FEDERAL_RECORD_CMS_HOSPITAL_ENROLLMENT,AMOUNT_MISSING,"NOT PUBLISHED. DSS gives only the programme total, 'approximately $35 million' for 20 projects; $1.75M each is nobody's figure (§6.2). A congressman's $1.7M for Salem Memorial, quoted on CMS's page, is NOT a state figure and is not used.",data/evidence/MO/2026-09-23_dss_smrp_awardees.html
MO,13,Carroll County Memorial Hospital,,HOSPITAL_OR_SYSTEM,Yes,"RHTP Strategic Minor Renovations Program award (DSS, page Last-Modified 2026-09-22): minor facility improvements, equipment upgrades and infrastructure at a rural hospital. One of 20 awards making up 'approximately $35 million'; DSS publishes NO per-recipient amount.",Yes,No,FY2026,RHTP Strategic Minor Renovations Program,https://dss.mo.gov/rhtp-strategic-minor-renovations-program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,STRATEGIC_MINOR_RENOVATIONS,2026-09-22,DIRECT,Yes,NAMED_HOSPITAL,,HIGH,"§10.2 DIRECT: DSS names this hospital among the 20 SMRP awardees ('has awarded ... A full list of awardees is below') and the programme 'helps rural hospitals'. Form: CMS Hospital Enrollment, CARROLL COUNTY MEMORIAL HOSPITAL, Carrollton, CCN 261332. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",FEDERAL_RECORD_CMS_HOSPITAL_ENROLLMENT,AMOUNT_MISSING,"NOT PUBLISHED. DSS gives only the programme total, 'approximately $35 million' for 20 projects; $1.75M each is nobody's figure (§6.2). A congressman's $1.7M for Salem Memorial, quoted on CMS's page, is NOT a state figure and is not used.",data/evidence/MO/2026-09-23_dss_smrp_awardees.html
MO,14,Hannibal Regional Healthcare system,,HOSPITAL_OR_SYSTEM,Yes,"RHTP Strategic Minor Renovations Program award (DSS, page Last-Modified 2026-09-22): minor facility improvements, equipment upgrades and infrastructure at a rural hospital. One of 20 awards making up 'approximately $35 million'; DSS publishes NO per-recipient amount.",Yes,No,FY2026,RHTP Strategic Minor Renovations Program,https://dss.mo.gov/rhtp-strategic-minor-renovations-program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,STRATEGIC_MINOR_RENOVATIONS,2026-09-22,DIRECT,Yes,NAMED_HOSPITAL,,MEDIUM,"§10.2 DIRECT: DSS names this hospital among the 20 SMRP awardees ('has awarded ... A full list of awardees is below') and the programme 'helps rural hospitals'. Form: CMS Hospital Enrollment, HANNIBAL REGIONAL HEALTHCARE SYSTEM INC dba HANNIBAL REGIONAL HOSPITAL, Hannibal, CCN 260025. Classifier said HOSPITAL_OR_SYSTEM/MEDIUM.",FEDERAL_RECORD_CMS_HOSPITAL_ENROLLMENT,AMOUNT_MISSING,"NOT PUBLISHED. DSS gives only the programme total, 'approximately $35 million' for 20 projects; $1.75M each is nobody's figure (§6.2). A congressman's $1.7M for Salem Memorial, quoted on CMS's page, is NOT a state figure and is not used.",data/evidence/MO/2026-09-23_dss_smrp_awardees.html
MO,15,Hermann Area District Hospital,,HOSPITAL_OR_SYSTEM,Yes,"RHTP Strategic Minor Renovations Program award (DSS, page Last-Modified 2026-09-22): minor facility improvements, equipment upgrades and infrastructure at a rural hospital. One of 20 awards making up 'approximately $35 million'; DSS publishes NO per-recipient amount.",Yes,No,FY2026,RHTP Strategic Minor Renovations Program,https://dss.mo.gov/rhtp-strategic-minor-renovations-program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,STRATEGIC_MINOR_RENOVATIONS,2026-09-22,DIRECT,Yes,NAMED_HOSPITAL,,HIGH,"§10.2 DIRECT: DSS names this hospital among the 20 SMRP awardees ('has awarded ... A full list of awardees is below') and the programme 'helps rural hospitals'. Form: CMS Hospital Enrollment, HERMANN AREA HOSPITAL DISTRICT dba HERMANN AREA DISTRICT HOSPITAL, Hermann, CCN 261314. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",FEDERAL_RECORD_CMS_HOSPITAL_ENROLLMENT,AMOUNT_MISSING,"NOT PUBLISHED. DSS gives only the programme total, 'approximately $35 million' for 20 projects; $1.75M each is nobody's figure (§6.2). A congressman's $1.7M for Salem Memorial, quoted on CMS's page, is NOT a state figure and is not used.",data/evidence/MO/2026-09-23_dss_smrp_awardees.html
MO,16,Missouri Delta Medical Center,,HOSPITAL_OR_SYSTEM,Yes,"RHTP Strategic Minor Renovations Program award (DSS, page Last-Modified 2026-09-22): minor facility improvements, equipment upgrades and infrastructure at a rural hospital. One of 20 awards making up 'approximately $35 million'; DSS publishes NO per-recipient amount.",Yes,No,FY2026,RHTP Strategic Minor Renovations Program,https://dss.mo.gov/rhtp-strategic-minor-renovations-program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,STRATEGIC_MINOR_RENOVATIONS,2026-09-22,DIRECT,Yes,NAMED_HOSPITAL,,HIGH,"§10.2 DIRECT: DSS names this hospital among the 20 SMRP awardees ('has awarded ... A full list of awardees is below') and the programme 'helps rural hospitals'. Form: CMS Hospital Enrollment, MISSOURI DELTA MEDICAL CENTER, Sikeston, CCN 260113. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",FEDERAL_RECORD_CMS_HOSPITAL_ENROLLMENT,AMOUNT_MISSING,"NOT PUBLISHED. DSS gives only the programme total, 'approximately $35 million' for 20 projects; $1.75M each is nobody's figure (§6.2). A congressman's $1.7M for Salem Memorial, quoted on CMS's page, is NOT a state figure and is not used.",data/evidence/MO/2026-09-23_dss_smrp_awardees.html
MO,17,Nevada Regional Medical Center,,HOSPITAL_OR_SYSTEM,Yes,"RHTP Strategic Minor Renovations Program award (DSS, page Last-Modified 2026-09-22): minor facility improvements, equipment upgrades and infrastructure at a rural hospital. One of 20 awards making up 'approximately $35 million'; DSS publishes NO per-recipient amount.",Yes,No,FY2026,RHTP Strategic Minor Renovations Program,https://dss.mo.gov/rhtp-strategic-minor-renovations-program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,STRATEGIC_MINOR_RENOVATIONS,2026-09-22,DIRECT,Yes,NAMED_HOSPITAL,,HIGH,"§10.2 DIRECT: DSS names this hospital among the 20 SMRP awardees ('has awarded ... A full list of awardees is below') and the programme 'helps rural hospitals'. Form: CMS Hospital Enrollment, NEVADA CITY HOSPITAL dba NEVADA REGIONAL MEDICAL CENTER, Nevada, CCN 260061. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",FEDERAL_RECORD_CMS_HOSPITAL_ENROLLMENT,AMOUNT_MISSING,"NOT PUBLISHED. DSS gives only the programme total, 'approximately $35 million' for 20 projects; $1.75M each is nobody's figure (§6.2). A congressman's $1.7M for Salem Memorial, quoted on CMS's page, is NOT a state figure and is not used.",data/evidence/MO/2026-09-23_dss_smrp_awardees.html
MO,18,Phelps County Regional Medical Center,,HOSPITAL_OR_SYSTEM,Yes,"RHTP Strategic Minor Renovations Program award (DSS, page Last-Modified 2026-09-22): minor facility improvements, equipment upgrades and infrastructure at a rural hospital. One of 20 awards making up 'approximately $35 million'; DSS publishes NO per-recipient amount.",Yes,No,FY2026,RHTP Strategic Minor Renovations Program,https://dss.mo.gov/rhtp-strategic-minor-renovations-program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,STRATEGIC_MINOR_RENOVATIONS,2026-09-22,DIRECT,Yes,NAMED_HOSPITAL,,HIGH,"§10.2 DIRECT: DSS names this hospital among the 20 SMRP awardees ('has awarded ... A full list of awardees is below') and the programme 'helps rural hospitals'. Form: CMS Hospital Enrollment, PHELPS COUNTY REGIONAL MEDICAL CENTER dba PHELPS HEALTH, Rolla, CCN 260017. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",FEDERAL_RECORD_CMS_HOSPITAL_ENROLLMENT,AMOUNT_MISSING,"NOT PUBLISHED. DSS gives only the programme total, 'approximately $35 million' for 20 projects; $1.75M each is nobody's figure (§6.2). A congressman's $1.7M for Salem Memorial, quoted on CMS's page, is NOT a state figure and is not used.",data/evidence/MO/2026-09-23_dss_smrp_awardees.html
MO,19,Ray County Memorial Hospital,,HOSPITAL_OR_SYSTEM,Yes,"RHTP Strategic Minor Renovations Program award (DSS, page Last-Modified 2026-09-22): minor facility improvements, equipment upgrades and infrastructure at a rural hospital. One of 20 awards making up 'approximately $35 million'; DSS publishes NO per-recipient amount.",Yes,No,FY2026,RHTP Strategic Minor Renovations Program,https://dss.mo.gov/rhtp-strategic-minor-renovations-program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,STRATEGIC_MINOR_RENOVATIONS,2026-09-22,DIRECT,Yes,NAMED_HOSPITAL,,HIGH,"§10.2 DIRECT: DSS names this hospital among the 20 SMRP awardees ('has awarded ... A full list of awardees is below') and the programme 'helps rural hospitals'. Form: CMS Hospital Enrollment, RAY COUNTY MEMORIAL HOSPITAL, Richmond, CCN 261327. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",FEDERAL_RECORD_CMS_HOSPITAL_ENROLLMENT,AMOUNT_MISSING,"NOT PUBLISHED. DSS gives only the programme total, 'approximately $35 million' for 20 projects; $1.75M each is nobody's figure (§6.2). A congressman's $1.7M for Salem Memorial, quoted on CMS's page, is NOT a state figure and is not used.",data/evidence/MO/2026-09-23_dss_smrp_awardees.html
MO,20,Saint Francis Medical Center,,HOSPITAL_OR_SYSTEM,Yes,"RHTP Strategic Minor Renovations Program award (DSS, page Last-Modified 2026-09-22): minor facility improvements, equipment upgrades and infrastructure at a rural hospital. One of 20 awards making up 'approximately $35 million'; DSS publishes NO per-recipient amount.",Yes,No,FY2026,RHTP Strategic Minor Renovations Program,https://dss.mo.gov/rhtp-strategic-minor-renovations-program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,STRATEGIC_MINOR_RENOVATIONS,2026-09-22,DIRECT,Yes,NAMED_HOSPITAL,,HIGH,"§10.2 DIRECT: DSS names this hospital among the 20 SMRP awardees ('has awarded ... A full list of awardees is below') and the programme 'helps rural hospitals'. Form: CMS Hospital Enrollment, SAINT FRANCIS MEDICAL CENTER, Cape Girardeau, CCN 260183 (NOT Mercy St Francis Hospital, Mountain View -- a different body; the string matches Cape Girardeau exactly). Classifier said HOSPITAL_OR_SYSTEM/HIGH.",FEDERAL_RECORD_CMS_HOSPITAL_ENROLLMENT,AMOUNT_MISSING,"NOT PUBLISHED. DSS gives only the programme total, 'approximately $35 million' for 20 projects; $1.75M each is nobody's figure (§6.2). A congressman's $1.7M for Salem Memorial, quoted on CMS's page, is NOT a state figure and is not used.",data/evidence/MO/2026-09-23_dss_smrp_awardees.html
MO,21,Salem Memorial District Hospital,,HOSPITAL_OR_SYSTEM,Yes,"RHTP Strategic Minor Renovations Program award (DSS, page Last-Modified 2026-09-22): minor facility improvements, equipment upgrades and infrastructure at a rural hospital. One of 20 awards making up 'approximately $35 million'; DSS publishes NO per-recipient amount.",Yes,No,FY2026,RHTP Strategic Minor Renovations Program,https://dss.mo.gov/rhtp-strategic-minor-renovations-program,NOTICE_OF_AWARD,DIRECT_TEXT,AUTO,,,,,STRATEGIC_MINOR_RENOVATIONS,2026-09-22,DIRECT,Yes,NAMED_HOSPITAL,,HIGH,"§10.2 DIRECT: DSS names this hospital among the 20 SMRP awardees ('has awarded ... A full list of awardees is below') and the programme 'helps rural hospitals'. Form: CMS Hospital Enrollment, SALEM MEMORIAL HOSPITAL, Salem, CCN 261318 (CMS enrols it as 'SALEM MEMORIAL HOSPITAL'; the page's 'District' is its public form). Classifier said HOSPITAL_OR_SYSTEM/HIGH.",FEDERAL_RECORD_CMS_HOSPITAL_ENROLLMENT,AMOUNT_MISSING,"NOT PUBLISHED. DSS gives only the programme total, 'approximately $35 million' for 20 projects; $1.75M each is nobody's figure (§6.2). A congressman's $1.7M for Salem Memorial, quoted on CMS's page, is NOT a state figure and is not used.",data/evidence/MO/2026-09-23_dss_smrp_awardees.html
