state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,initiative,award_pool,row_in_pool,awardee_as_published,recipient_type_source,determination_confidence,flag_reason,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,determination_basis,amount_basis,round_amount,announcement_date,source_archive_path,basis_type,verified_by,verified_basis
SC,72,SCDBHDD Office of Mental Health (Beckman Center),104000,STATE_AGENCY,No,Wellness Within Reach / Expanding Community Care Sites,Yes,Yes,FY2026 (Year 1),SC RHTP Year 1 Award List,https://www.scdhhs.gov/sites/dhhs/files/SC%20RHTP%20Year%201%20Award%20List%20to%20CMS.pdf,NOTICE_OF_AWARD,PDF_TEXT,R/03ao_sc_year1_awardees.R,NA,NA,NA,NA,Wellness Within Reach,Expanding Community Care Sites,2,SCDBHDD Office of Mental Health (Beckman Center),"§8's STANDING FALLBACK. The award list publishes a recipient and an amount and NOTHING about the recipient's organisational form -- no type column, no county, no project description -- so Kansas's, Maryland's, Nebraska's, Oklahoma's, Nevada's, Michigan's, Missouri's, Iowa's, North Carolina's, Arkansas's, Wyoming's and Mississippi's shape a THIRTEENTH time. NOTHING WAS PROMOTED (§0.4), and the refusal runs BOTH ways: Self Regional Healthcare, McLeod Health, AnMed, Prisma Health and Tidelands Health read as hospital systems to anyone who knows South Carolina and are NOT promoted, while the nineteen SCDBHDD rows are the state's own behavioral health department and are NOT demoted to STATE_AGENCY. Both would be this pipeline asserting a form the document has not.",LOW,NA,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,NA,"RECIPIENT TYPE DETERMINED (session 50): STATE_AGENCY -- a South Carolina state agency (Department of Behavioral Health and Developmental Disabilities) and its state-operated community mental health centres. Basis (GENERAL_KNOWLEDGE): SCDBHDD is the South Carolina Department of Behavioral Health and Developmental Disabilities -- a STATE AGENCY -- and the centre named in the parenthesis is one of its own state-operated community mental health centres, not an independent grantee. Session 47 deliberately left these nineteen rows on §8's fallback because §8's NAME rule does not reach an acronym; typing them directly is what this pass is for, and it moves $0 because they were already distributed_to_hospital = No. Source: no citable source for the FORM; the answer is this project's own knowledge (§0.4, session 49 policy 3). flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because §2.1 says a correction shows what moved: §10.2 -- the named recipient is not a hospital on the only evidence the document offers, which is its name. Where recipient_type is §8's standing fallback this is the CONSERVATIVE answer and the row is queued as SC_RECIPIENT_FORM_NOT_STATED: resolving it could only RAISE South Carolina's hospital figure, never lower it.","EXACT and per-recipient, published by SCDHHS for every one of the 228 rows. The document carries NO total of any kind, so the $167,299,900.69 this file reports is the SUM OF THE ROWS, corroborated from outside by CMS's own '228 grants' and '$167 Million' (2026-09-17) and by each project numbering 1..n with no gap.",NA,2026-09-15,data/evidence/SC/2026-09-21_sc_rhtp_year1_award_list_THE_ROSTER.pdf,GENERAL_KNOWLEDGE,session 50 unstated-form typing,"a South Carolina state agency (Department of Behavioral Health and Developmental Disabilities) and its state-operated community mental health centres. SCDBHDD is the South Carolina Department of Behavioral Health and Developmental Disabilities -- a STATE AGENCY -- and the centre named in the parenthesis is one of its own state-operated community mental health centres, not an independent grantee. Session 47 deliberately left these nineteen rows on §8's fallback because §8's NAME rule does not reach an acronym; typing them directly is what this pass is for, and it moves $0 because they were already distributed_to_hospital = No. Source: no citable source for the FORM; the answer is this project's own knowledge (§0.4, session 49 policy 3)"
SC,73,Good Samaritan Clinic,120000,NONPROFIT_CBO,No,Wellness Within Reach / Expanding Community Care Sites,Yes,Yes,FY2026 (Year 1),SC RHTP Year 1 Award List,https://www.scdhhs.gov/sites/dhhs/files/SC%20RHTP%20Year%201%20Award%20List%20to%20CMS.pdf,NOTICE_OF_AWARD,PDF_TEXT,R/03ao_sc_year1_awardees.R,NA,NA,NA,NA,Wellness Within Reach,Expanding Community Care Sites,3,Good Samaritan Clinic,"§8's STANDING FALLBACK. The award list publishes a recipient and an amount and NOTHING about the recipient's organisational form -- no type column, no county, no project description -- so Kansas's, Maryland's, Nebraska's, Oklahoma's, Nevada's, Michigan's, Missouri's, Iowa's, North Carolina's, Arkansas's, Wyoming's and Mississippi's shape a THIRTEENTH time. NOTHING WAS PROMOTED (§0.4), and the refusal runs BOTH ways: Self Regional Healthcare, McLeod Health, AnMed, Prisma Health and Tidelands Health read as hospital systems to anyone who knows South Carolina and are NOT promoted, while the nineteen SCDBHDD rows are the state's own behavioral health department and are NOT demoted to STATE_AGENCY. Both would be this pipeline asserting a form the document has not.",LOW,NA,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,NA,"RECIPIENT TYPE DETERMINED (session 50): NONPROFIT_CBO -- charitable free clinic. Basis (GENERAL_KNOWLEDGE): A charitable free clinic. Source: no citable source for the FORM; the answer is this project's own knowledge (§0.4, session 49 policy 3). flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because §2.1 says a correction shows what moved: §10.2 -- the named recipient is not a hospital on the only evidence the document offers, which is its name. Where recipient_type is §8's standing fallback this is the CONSERVATIVE answer and the row is queued as SC_RECIPIENT_FORM_NOT_STATED: resolving it could only RAISE South Carolina's hospital figure, never lower it.","EXACT and per-recipient, published by SCDHHS for every one of the 228 rows. The document carries NO total of any kind, so the $167,299,900.69 this file reports is the SUM OF THE ROWS, corroborated from outside by CMS's own '228 grants' and '$167 Million' (2026-09-17) and by each project numbering 1..n with no gap.",NA,2026-09-15,data/evidence/SC/2026-09-21_sc_rhtp_year1_award_list_THE_ROSTER.pdf,GENERAL_KNOWLEDGE,session 50 unstated-form typing,"charitable free clinic. A charitable free clinic. Source: no citable source for the FORM; the answer is this project's own knowledge (§0.4, session 49 policy 3)"
SC,74,Self Regional Healthcare (Lakelands Region),124800,HOSPITAL_OR_SYSTEM,Yes,Wellness Within Reach / Expanding Community Care Sites,Yes,Yes,FY2026 (Year 1),SC RHTP Year 1 Award List,https://www.scdhhs.gov/sites/dhhs/files/SC%20RHTP%20Year%201%20Award%20List%20to%20CMS.pdf,NOTICE_OF_AWARD,PDF_TEXT,R/03ao_sc_year1_awardees.R,NA,NA,NA,NA,Wellness Within Reach,Expanding Community Care Sites,4,Self Regional Healthcare (Lakelands Region),"§8's STANDING FALLBACK. The award list publishes a recipient and an amount and NOTHING about the recipient's organisational form -- no type column, no county, no project description -- so Kansas's, Maryland's, Nebraska's, Oklahoma's, Nevada's, Michigan's, Missouri's, Iowa's, North Carolina's, Arkansas's, Wyoming's and Mississippi's shape a THIRTEENTH time. NOTHING WAS PROMOTED (§0.4), and the refusal runs BOTH ways: Self Regional Healthcare, McLeod Health, AnMed, Prisma Health and Tidelands Health read as hospital systems to anyone who knows South Carolina and are NOT promoted, while the nineteen SCDBHDD rows are the state's own behavioral health department and are NOT demoted to STATE_AGENCY. Both would be this pipeline asserting a form the document has not.",MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"RECIPIENT TYPE DETERMINED (session 50): HOSPITAL_OR_SYSTEM -- health system (Self Regional Healthcare, CCN 420071). Basis (ORG_WEBSITE): CMS Hospital Enrollments carries ORGANIZATION NAME 'SELF REGIONAL HEALTHCARE', Greenwood SC, against CCN 420071, plus four RHC enrolments. South Carolina spells it EIGHT ways, each with a different site in parentheses; none is merged (§2). Source: https://data.cms.gov/provider-data/dataset/xubh-q36u (Hospital Enrollments, 2026-07-31). flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because §2.1 says a correction shows what moved: §10.2 -- the named recipient is not a hospital on the only evidence the document offers, which is its name. Where recipient_type is §8's standing fallback this is the CONSERVATIVE answer and the row is queued as SC_RECIPIENT_FORM_NOT_STATED: resolving it could only RAISE South Carolina's hospital figure, never lower it.","EXACT and per-recipient, published by SCDHHS for every one of the 228 rows. The document carries NO total of any kind, so the $167,299,900.69 this file reports is the SUM OF THE ROWS, corroborated from outside by CMS's own '228 grants' and '$167 Million' (2026-09-17) and by each project numbering 1..n with no gap.",NA,2026-09-15,data/evidence/SC/2026-09-21_sc_rhtp_year1_award_list_THE_ROSTER.pdf,ORG_WEBSITE,session 50 unstated-form typing,"health system (Self Regional Healthcare, CCN 420071). CMS Hospital Enrollments carries ORGANIZATION NAME 'SELF REGIONAL HEALTHCARE', Greenwood SC, against CCN 420071, plus four RHC enrolments. South Carolina spells it EIGHT ways, each with a different site in parentheses; none is merged (§2). Source: https://data.cms.gov/provider-data/dataset/xubh-q36u (Hospital Enrollments, 2026-07-31)"
SC,75,The Free Medical Clinic,127300,NONPROFIT_CBO,No,Wellness Within Reach / Expanding Community Care Sites,Yes,Yes,FY2026 (Year 1),SC RHTP Year 1 Award List,https://www.scdhhs.gov/sites/dhhs/files/SC%20RHTP%20Year%201%20Award%20List%20to%20CMS.pdf,NOTICE_OF_AWARD,PDF_TEXT,R/03ao_sc_year1_awardees.R,NA,NA,NA,NA,Wellness Within Reach,Expanding Community Care Sites,5,The Free Medical Clinic,"§8's STANDING FALLBACK. The award list publishes a recipient and an amount and NOTHING about the recipient's organisational form -- no type column, no county, no project description -- so Kansas's, Maryland's, Nebraska's, Oklahoma's, Nevada's, Michigan's, Missouri's, Iowa's, North Carolina's, Arkansas's, Wyoming's and Mississippi's shape a THIRTEENTH time. NOTHING WAS PROMOTED (§0.4), and the refusal runs BOTH ways: Self Regional Healthcare, McLeod Health, AnMed, Prisma Health and Tidelands Health read as hospital systems to anyone who knows South Carolina and are NOT promoted, while the nineteen SCDBHDD rows are the state's own behavioral health department and are NOT demoted to STATE_AGENCY. Both would be this pipeline asserting a form the document has not.",LOW,NA,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,NA,"RECIPIENT TYPE DETERMINED (session 50): NONPROFIT_CBO -- charitable free clinic. Basis (GENERAL_KNOWLEDGE): A charitable free clinic. Source: no citable source for the FORM; the answer is this project's own knowledge (§0.4, session 49 policy 3). flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because §2.1 says a correction shows what moved: §10.2 -- the named recipient is not a hospital on the only evidence the document offers, which is its name. Where recipient_type is §8's standing fallback this is the CONSERVATIVE answer and the row is queued as SC_RECIPIENT_FORM_NOT_STATED: resolving it could only RAISE South Carolina's hospital figure, never lower it.","EXACT and per-recipient, published by SCDHHS for every one of the 228 rows. The document carries NO total of any kind, so the $167,299,900.69 this file reports is the SUM OF THE ROWS, corroborated from outside by CMS's own '228 grants' and '$167 Million' (2026-09-17) and by each project numbering 1..n with no gap.",NA,2026-09-15,data/evidence/SC/2026-09-21_sc_rhtp_year1_award_list_THE_ROSTER.pdf,GENERAL_KNOWLEDGE,session 50 unstated-form typing,"charitable free clinic. A charitable free clinic. Source: no citable source for the FORM; the answer is this project's own knowledge (§0.4, session 49 policy 3)"
SC,76,Prisma Health-Upstate,172036,HOSPITAL_OR_SYSTEM,Yes,Wellness Within Reach / Expanding Community Care Sites,Yes,Yes,FY2026 (Year 1),SC RHTP Year 1 Award List,https://www.scdhhs.gov/sites/dhhs/files/SC%20RHTP%20Year%201%20Award%20List%20to%20CMS.pdf,NOTICE_OF_AWARD,PDF_TEXT,R/03ao_sc_year1_awardees.R,NA,NA,NA,NA,Wellness Within Reach,Expanding Community Care Sites,6,Prisma Health-Upstate,"§8's STANDING FALLBACK. The award list publishes a recipient and an amount and NOTHING about the recipient's organisational form -- no type column, no county, no project description -- so Kansas's, Maryland's, Nebraska's, Oklahoma's, Nevada's, Michigan's, Missouri's, Iowa's, North Carolina's, Arkansas's, Wyoming's and Mississippi's shape a THIRTEENTH time. NOTHING WAS PROMOTED (§0.4), and the refusal runs BOTH ways: Self Regional Healthcare, McLeod Health, AnMed, Prisma Health and Tidelands Health read as hospital systems to anyone who knows South Carolina and are NOT promoted, while the nineteen SCDBHDD rows are the state's own behavioral health department and are NOT demoted to STATE_AGENCY. Both would be this pipeline asserting a form the document has not.",MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"RECIPIENT TYPE DETERMINED (session 50): HOSPITAL_OR_SYSTEM -- health system (Prisma Health, CCNs 420009, 420015, 420018, 420033 and others). Basis (ORG_WEBSITE): CMS Hospital Enrollments carries ORGANIZATION NAME 'PRISMA HEALTH-UPSTATE', 'PRISMA HEALTH-MIDLANDS' and 'PRISMA HEALTH OCONEE MEMORIAL HOSPITAL' against South Carolina CCNs. South Carolina spells this system TEN different ways across its award list and NONE is merged (§2) -- session 47 measured the three that differ by a single space run. Source: https://data.cms.gov/provider-data/dataset/xubh-q36u (Hospital Enrollments, 2026-07-31). flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because §2.1 says a correction shows what moved: §10.2 -- the named recipient is not a hospital on the only evidence the document offers, which is its name. Where recipient_type is §8's standing fallback this is the CONSERVATIVE answer and the row is queued as SC_RECIPIENT_FORM_NOT_STATED: resolving it could only RAISE South Carolina's hospital figure, never lower it.","EXACT and per-recipient, published by SCDHHS for every one of the 228 rows. The document carries NO total of any kind, so the $167,299,900.69 this file reports is the SUM OF THE ROWS, corroborated from outside by CMS's own '228 grants' and '$167 Million' (2026-09-17) and by each project numbering 1..n with no gap.",NA,2026-09-15,data/evidence/SC/2026-09-21_sc_rhtp_year1_award_list_THE_ROSTER.pdf,ORG_WEBSITE,session 50 unstated-form typing,"health system (Prisma Health, CCNs 420009, 420015, 420018, 420033 and others). CMS Hospital Enrollments carries ORGANIZATION NAME 'PRISMA HEALTH-UPSTATE', 'PRISMA HEALTH-MIDLANDS' and 'PRISMA HEALTH OCONEE MEMORIAL HOSPITAL' against South Carolina CCNs. South Carolina spells this system TEN different ways across its award list and NONE is merged (§2) -- session 47 measured the three that differ by a single space run. Source: https://data.cms.gov/provider-data/dataset/xubh-q36u (Hospital Enrollments, 2026-07-31)"
SC,77,Self Regional Healthcare (Lakelands Region),200000,HOSPITAL_OR_SYSTEM,Yes,Wellness Within Reach / Expanding Community Care Sites,Yes,Yes,FY2026 (Year 1),SC RHTP Year 1 Award List,https://www.scdhhs.gov/sites/dhhs/files/SC%20RHTP%20Year%201%20Award%20List%20to%20CMS.pdf,NOTICE_OF_AWARD,PDF_TEXT,R/03ao_sc_year1_awardees.R,NA,NA,NA,NA,Wellness Within Reach,Expanding Community Care Sites,7,Self Regional Healthcare (Lakelands Region),"§8's STANDING FALLBACK. The award list publishes a recipient and an amount and NOTHING about the recipient's organisational form -- no type column, no county, no project description -- so Kansas's, Maryland's, Nebraska's, Oklahoma's, Nevada's, Michigan's, Missouri's, Iowa's, North Carolina's, Arkansas's, Wyoming's and Mississippi's shape a THIRTEENTH time. NOTHING WAS PROMOTED (§0.4), and the refusal runs BOTH ways: Self Regional Healthcare, McLeod Health, AnMed, Prisma Health and Tidelands Health read as hospital systems to anyone who knows South Carolina and are NOT promoted, while the nineteen SCDBHDD rows are the state's own behavioral health department and are NOT demoted to STATE_AGENCY. Both would be this pipeline asserting a form the document has not.",MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"RECIPIENT TYPE DETERMINED (session 50): HOSPITAL_OR_SYSTEM -- health system (Self Regional Healthcare, CCN 420071). Basis (ORG_WEBSITE): CMS Hospital Enrollments carries ORGANIZATION NAME 'SELF REGIONAL HEALTHCARE', Greenwood SC, against CCN 420071, plus four RHC enrolments. South Carolina spells it EIGHT ways, each with a different site in parentheses; none is merged (§2). Source: https://data.cms.gov/provider-data/dataset/xubh-q36u (Hospital Enrollments, 2026-07-31). flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because §2.1 says a correction shows what moved: §10.2 -- the named recipient is not a hospital on the only evidence the document offers, which is its name. Where recipient_type is §8's standing fallback this is the CONSERVATIVE answer and the row is queued as SC_RECIPIENT_FORM_NOT_STATED: resolving it could only RAISE South Carolina's hospital figure, never lower it.","EXACT and per-recipient, published by SCDHHS for every one of the 228 rows. The document carries NO total of any kind, so the $167,299,900.69 this file reports is the SUM OF THE ROWS, corroborated from outside by CMS's own '228 grants' and '$167 Million' (2026-09-17) and by each project numbering 1..n with no gap.",NA,2026-09-15,data/evidence/SC/2026-09-21_sc_rhtp_year1_award_list_THE_ROSTER.pdf,ORG_WEBSITE,session 50 unstated-form typing,"health system (Self Regional Healthcare, CCN 420071). CMS Hospital Enrollments carries ORGANIZATION NAME 'SELF REGIONAL HEALTHCARE', Greenwood SC, against CCN 420071, plus four RHC enrolments. South Carolina spells it EIGHT ways, each with a different site in parentheses; none is merged (§2). Source: https://data.cms.gov/provider-data/dataset/xubh-q36u (Hospital Enrollments, 2026-07-31)"
SC,78,Alpha Behavioral Health Center,226376,OTHER,No,Wellness Within Reach / Expanding Community Care Sites,Yes,Yes,FY2026 (Year 1),SC RHTP Year 1 Award List,https://www.scdhhs.gov/sites/dhhs/files/SC%20RHTP%20Year%201%20Award%20List%20to%20CMS.pdf,NOTICE_OF_AWARD,PDF_TEXT,R/03ao_sc_year1_awardees.R,NA,NA,NA,NA,Wellness Within Reach,Expanding Community Care Sites,8,Alpha Behavioral Health Center,"§8's STANDING FALLBACK. The award list publishes a recipient and an amount and NOTHING about the recipient's organisational form -- no type column, no county, no project description -- so Kansas's, Maryland's, Nebraska's, Oklahoma's, Nevada's, Michigan's, Missouri's, Iowa's, North Carolina's, Arkansas's, Wyoming's and Mississippi's shape a THIRTEENTH time. NOTHING WAS PROMOTED (§0.4), and the refusal runs BOTH ways: Self Regional Healthcare, McLeod Health, AnMed, Prisma Health and Tidelands Health read as hospital systems to anyone who knows South Carolina and are NOT promoted, while the nineteen SCDBHDD rows are the state's own behavioral health department and are NOT demoted to STATE_AGENCY. Both would be this pipeline asserting a form the document has not.",LOW,NA,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,NA,"RECIPIENT TYPE DETERMINED (session 50): OTHER -- outpatient behavioural health practice. Basis (GENERAL_KNOWLEDGE): An outpatient behavioural health practice. Source: no citable source for the FORM; the answer is this project's own knowledge (§0.4, session 49 policy 3). flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because §2.1 says a correction shows what moved: §10.2 -- the named recipient is not a hospital on the only evidence the document offers, which is its name. Where recipient_type is §8's standing fallback this is the CONSERVATIVE answer and the row is queued as SC_RECIPIENT_FORM_NOT_STATED: resolving it could only RAISE South Carolina's hospital figure, never lower it.","EXACT and per-recipient, published by SCDHHS for every one of the 228 rows. The document carries NO total of any kind, so the $167,299,900.69 this file reports is the SUM OF THE ROWS, corroborated from outside by CMS's own '228 grants' and '$167 Million' (2026-09-17) and by each project numbering 1..n with no gap.",NA,2026-09-15,data/evidence/SC/2026-09-21_sc_rhtp_year1_award_list_THE_ROSTER.pdf,GENERAL_KNOWLEDGE,session 50 unstated-form typing,"outpatient behavioural health practice. An outpatient behavioural health practice. Source: no citable source for the FORM; the answer is this project's own knowledge (§0.4, session 49 policy 3)"
SC,79,The Palmetto Palace,240341.5,NONPROFIT_CBO,No,Wellness Within Reach / Expanding Community Care Sites,Yes,Yes,FY2026 (Year 1),SC RHTP Year 1 Award List,https://www.scdhhs.gov/sites/dhhs/files/SC%20RHTP%20Year%201%20Award%20List%20to%20CMS.pdf,NOTICE_OF_AWARD,PDF_TEXT,R/03ao_sc_year1_awardees.R,NA,NA,NA,NA,Wellness Within Reach,Expanding Community Care Sites,9,The Palmetto Palace,"§8's STANDING FALLBACK. The award list publishes a recipient and an amount and NOTHING about the recipient's organisational form -- no type column, no county, no project description -- so Kansas's, Maryland's, Nebraska's, Oklahoma's, Nevada's, Michigan's, Missouri's, Iowa's, North Carolina's, Arkansas's, Wyoming's and Mississippi's shape a THIRTEENTH time. NOTHING WAS PROMOTED (§0.4), and the refusal runs BOTH ways: Self Regional Healthcare, McLeod Health, AnMed, Prisma Health and Tidelands Health read as hospital systems to anyone who knows South Carolina and are NOT promoted, while the nineteen SCDBHDD rows are the state's own behavioral health department and are NOT demoted to STATE_AGENCY. Both would be this pipeline asserting a form the document has not.",MEDIUM,NA,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,NA,"RECIPIENT TYPE DETERMINED (session 50): NONPROFIT_CBO -- community-based health nonprofit (mobile health unit). Basis (ORG_WEBSITE): The IRS Business Master File carries The Palmetto Palace, Johns Island SC, as a 501(c)(3) with NTEE E99. Source: https://projects.propublica.org/nonprofits/ (IRS Business Master File / Form 990). flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because §2.1 says a correction shows what moved: §10.2 -- the named recipient is not a hospital on the only evidence the document offers, which is its name. Where recipient_type is §8's standing fallback this is the CONSERVATIVE answer and the row is queued as SC_RECIPIENT_FORM_NOT_STATED: resolving it could only RAISE South Carolina's hospital figure, never lower it.","EXACT and per-recipient, published by SCDHHS for every one of the 228 rows. The document carries NO total of any kind, so the $167,299,900.69 this file reports is the SUM OF THE ROWS, corroborated from outside by CMS's own '228 grants' and '$167 Million' (2026-09-17) and by each project numbering 1..n with no gap.",NA,2026-09-15,data/evidence/SC/2026-09-21_sc_rhtp_year1_award_list_THE_ROSTER.pdf,ORG_WEBSITE,session 50 unstated-form typing,"community-based health nonprofit (mobile health unit). The IRS Business Master File carries The Palmetto Palace, Johns Island SC, as a 501(c)(3) with NTEE E99. Source: https://projects.propublica.org/nonprofits/ (IRS Business Master File / Form 990)"
SC,80,"Due West Pharmacy and Wellness, LLC",249908,OTHER,No,Wellness Within Reach / Expanding Community Care Sites,Yes,Yes,FY2026 (Year 1),SC RHTP Year 1 Award List,https://www.scdhhs.gov/sites/dhhs/files/SC%20RHTP%20Year%201%20Award%20List%20to%20CMS.pdf,NOTICE_OF_AWARD,PDF_TEXT,R/03ao_sc_year1_awardees.R,NA,NA,NA,NA,Wellness Within Reach,Expanding Community Care Sites,10,"Due West Pharmacy and Wellness, LLC","§8's STANDING FALLBACK. The award list publishes a recipient and an amount and NOTHING about the recipient's organisational form -- no type column, no county, no project description -- so Kansas's, Maryland's, Nebraska's, Oklahoma's, Nevada's, Michigan's, Missouri's, Iowa's, North Carolina's, Arkansas's, Wyoming's and Mississippi's shape a THIRTEENTH time. NOTHING WAS PROMOTED (§0.4), and the refusal runs BOTH ways: Self Regional Healthcare, McLeod Health, AnMed, Prisma Health and Tidelands Health read as hospital systems to anyone who knows South Carolina and are NOT promoted, while the nineteen SCDBHDD rows are the state's own behavioral health department and are NOT demoted to STATE_AGENCY. Both would be this pipeline asserting a form the document has not.",LOW,NA,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,NA,"RECIPIENT TYPE DETERMINED (session 50): OTHER -- retail pharmacy. Basis (GENERAL_KNOWLEDGE): A retail pharmacy -- session 49's precedent for OTHER. Source: no citable source for the FORM; the answer is this project's own knowledge (§0.4, session 49 policy 3). flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because §2.1 says a correction shows what moved: §10.2 -- the named recipient is not a hospital on the only evidence the document offers, which is its name. Where recipient_type is §8's standing fallback this is the CONSERVATIVE answer and the row is queued as SC_RECIPIENT_FORM_NOT_STATED: resolving it could only RAISE South Carolina's hospital figure, never lower it.","EXACT and per-recipient, published by SCDHHS for every one of the 228 rows. The document carries NO total of any kind, so the $167,299,900.69 this file reports is the SUM OF THE ROWS, corroborated from outside by CMS's own '228 grants' and '$167 Million' (2026-09-17) and by each project numbering 1..n with no gap.",NA,2026-09-15,data/evidence/SC/2026-09-21_sc_rhtp_year1_award_list_THE_ROSTER.pdf,GENERAL_KNOWLEDGE,session 50 unstated-form typing,"retail pharmacy. A retail pharmacy -- session 49's precedent for OTHER. Source: no citable source for the FORM; the answer is this project's own knowledge (§0.4, session 49 policy 3)"
SC,81,Medical University Hospital Authority,255438,HOSPITAL_OR_SYSTEM,Yes,Wellness Within Reach / Expanding Community Care Sites,Yes,Yes,FY2026 (Year 1),SC RHTP Year 1 Award List,https://www.scdhhs.gov/sites/dhhs/files/SC%20RHTP%20Year%201%20Award%20List%20to%20CMS.pdf,NOTICE_OF_AWARD,PDF_TEXT,R/03ao_sc_year1_awardees.R,NA,NA,NA,NA,Wellness Within Reach,Expanding Community Care Sites,11,Medical University Hospital Authority,DERIVED FROM THE RECIPIENT'S OWN NAME by rhtp_classify_recipient_type().,HIGH,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT -- the named recipient is itself a hospital or health system, so recipient identity IS the flow test and no description decides it (§0.3a). The award is MADE: SCDHHS issued Notices of Award Determination on its own published date of 2026-07-31 (MB# 26-026) and posted this list, headed 'Year 1 Awards', on 2026-09-15.","EXACT and per-recipient, published by SCDHHS for every one of the 228 rows. The document carries NO total of any kind, so the $167,299,900.69 this file reports is the SUM OF THE ROWS, corroborated from outside by CMS's own '228 grants' and '$167 Million' (2026-09-17) and by each project numbering 1..n with no gap.",NA,2026-09-15,data/evidence/SC/2026-09-21_sc_rhtp_year1_award_list_THE_ROSTER.pdf,NA,NA,NA
SC,82,Beaufort Memorial Hospital,297183,HOSPITAL_OR_SYSTEM,Yes,Wellness Within Reach / Expanding Community Care Sites,Yes,Yes,FY2026 (Year 1),SC RHTP Year 1 Award List,https://www.scdhhs.gov/sites/dhhs/files/SC%20RHTP%20Year%201%20Award%20List%20to%20CMS.pdf,NOTICE_OF_AWARD,PDF_TEXT,R/03ao_sc_year1_awardees.R,NA,NA,NA,NA,Wellness Within Reach,Expanding Community Care Sites,12,Beaufort Memorial Hospital,DERIVED FROM THE RECIPIENT'S OWN NAME by rhtp_classify_recipient_type().,HIGH,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT -- the named recipient is itself a hospital or health system, so recipient identity IS the flow test and no description decides it (§0.3a). The award is MADE: SCDHHS issued Notices of Award Determination on its own published date of 2026-07-31 (MB# 26-026) and posted this list, headed 'Year 1 Awards', on 2026-09-15.","EXACT and per-recipient, published by SCDHHS for every one of the 228 rows. The document carries NO total of any kind, so the $167,299,900.69 this file reports is the SUM OF THE ROWS, corroborated from outside by CMS's own '228 grants' and '$167 Million' (2026-09-17) and by each project numbering 1..n with no gap.",NA,2026-09-15,data/evidence/SC/2026-09-21_sc_rhtp_year1_award_list_THE_ROSTER.pdf,NA,NA,NA
